global_total_score,total_project_cost_usd,makespan_hours,utilization,algo
0.34831495036203064,26271.7,11.0,0.07887445887445887,GHS
0.3766889656586099,30752.8,8.8,0.09859307359307358,GREEDY
0.3472595460778051,28981.2,13.0,0.06673992673992674,HS
0.3582600406669732,29556.1,13.600000000000001,0.0637955182072829,IHS
0.37721566278185753,33969.8,8.8,0.09859307359307358,MOHS
