global_total_score,total_project_cost_usd,makespan_hours,utilization,algo
0.3868842808961595,37117.4,8.8,0.09859307359307358,GHS
0.3766889656586099,30752.8,8.8,0.09859307359307358,GREEDY
0.3850534171434217,39014.7,12.6,0.06885865457294028,HS
0.3795676589911896,36431.1,10.2,0.08506069094304387,IHS
0.37721566278185753,33969.8,8.8,0.09859307359307358,MOHS
