global_total_score,total_project_cost_usd,makespan_hours,utilization,algo
0.3881615107953706,34784.0,8.8,0.0985930735930735,GHS
0.3543697719164856,35646.2,13.0,0.06673992673992674,GREEDY
0.3769738043427584,35848.3,8.8,0.0985930735930735,HS
0.37324216897648,36156.4,8.8,0.0985930735930735,IHS
0.3772156627818575,33969.8,8.8,0.0985930735930735,MOHS
