global_total_score,total_project_cost_usd,makespan_hours,utilization,algo
0.3907838620827586,591669.1,90.60000000000002,0.1753968253968253,GHS
0.3919201920779282,659628.3,131.60000000000002,0.12075191778839194,GREEDY
0.3851689319172148,617494.5,104.00000000000004,0.152797619047619,HS
0.391060940524275,620129.2,89.2,0.1781496903694213,IHS
,,,,MOHS
