from_issue_key,to_issue_key,link_type,raw_link_type,direction
OFBIZ-10285,OFBIZ-10288,is a parent of,Child-Issue,outward
OFBIZ-10285,OFBIZ-10303,is a parent of,Child-Issue,outward
OFBIZ-10285,OFBIZ-10563,is a parent of,Child-Issue,outward
OFBIZ-10277,OFBIZ-10307,blocks,Blocker,outward
OFBIZ-10275,OFBIZ-12014,relates to,Reference,outward
OFBIZ-10275,OFBIZ-11822,breaks,Regression,outward
OFBIZ-6262,OFBIZ-10274,is broken by,Regression,inward
OFBIZ-10285,OFBIZ-10272,is a child of,Child-Issue,inward
OFBIZ-10285,OFBIZ-10251,is a child of,Child-Issue,inward
OFBIZ-10248,OFBIZ-10247,relates to,Reference,outward
OFBIZ-10248,OFBIZ-10247,is related to,Reference,inward
OFBIZ-10215,OFBIZ-10240,is related to,Reference,inward
OFBIZ-3165,OFBIZ-10232,is related to,Reference,inward
OFBIZ-10231,OFBIZ-11620,breaks,Regression,outward
OFBIZ-10227,OFBIZ-10230,is related to,Reference,inward
OFBIZ-10227,OFBIZ-10230,relates to,Reference,outward
OFBIZ-10226,OFBIZ-11205,depends upon,dependent,outward
OFBIZ-10215,OFBIZ-10240,relates to,Reference,outward
OFBIZ-10214,OFBIZ-10404,is a parent of,Child-Issue,outward
OFBIZ-10214,OFBIZ-10619,relates to,Reference,outward
OFBIZ-10618,OFBIZ-10214,is related to,Reference,inward
OFBIZ-10214,OFBIZ-10036,depends upon,dependent,outward
OFBIZ-12171,OFBIZ-10213,is related to,Reference,inward
OFBIZ-10750,OFBIZ-10211,is a child of,Child-Issue,inward
OFBIZ-10689,OFBIZ-10211,is related to,Reference,inward
OFBIZ-10307,OFBIZ-10206,is related to,Reference,inward
OFBIZ-10206,OFBIZ-4959,depends upon,dependent,outward
OFBIZ-10598,OFBIZ-10205,is related to,Reference,inward
OFBIZ-10194,OFBIZ-6701,relates to,Reference,outward
OFBIZ-5254,OFBIZ-10187,is related to,Reference,inward
OFBIZ-11265,OFBIZ-10187,is related to,Reference,inward
OFBIZ-7248,OFBIZ-10186,is part of,Incorporates,inward
OFBIZ-10186,OFBIZ-5759,Parent Feature,Parent Feature,outward
OFBIZ-10133,OFBIZ-10184,is broken by,Regression,inward
OFBIZ-10180,OFBIZ-10036,duplicates,Duplicate,outward
OFBIZ-9759,OFBIZ-10176,is broken by,Regression,inward
OFBIZ-10167,OFBIZ-7073,relates to,Reference,outward
OFBIZ-10750,OFBIZ-10152,is a child of,Child-Issue,inward
OFBIZ-10152,OFBIZ-7532,relates to,Reference,outward
INFRA-15785,OFBIZ-10147,is related to,Reference,inward
OFBIZ-10146,OFBIZ-10760,causes,Problem/Incident,outward
OFBIZ-10145,CALCITE-4575,relates to,Reference,outward
OFBIZ-10133,OFBIZ-10184,breaks,Regression,outward
OFBIZ-10132,OFBIZ-7073,relates to,Reference,outward
OFBIZ-9783,OFBIZ-10120,is broken by,Regression,inward
OFBIZ-10119,OFBIZ-10459,breaks,Regression,outward
OFBIZ-10115,OFBIZ-8026,duplicates,Duplicate,outward
OFBIZ-10113,OFBIZ-10682,relates to,Reference,outward
OFBIZ-9138,OFBIZ-10109,is broken by,Regression,inward
OFBIZ-9907,OFBIZ-10096,is broken by,Regression,inward
OFBIZ-9978,OFBIZ-10093,is related to,Reference,inward
OFBIZ-5537,OFBIZ-10093,is depended upon by,dependent,inward
OFBIZ-10938,OFBIZ-10091,Is contained by,Container,inward
OFBIZ-10086,OFBIZ-10050,supercedes,Supercedes,outward
OFBIZ-10083,OFBIZ-10046,relates to,Reference,outward
OFBIZ-9700,OFBIZ-10058,is broken by,Regression,inward
OFBIZ-1525,OFBIZ-10054,is a child of,Child-Issue,inward
OFBIZ-5254,OFBIZ-10054,is related to,Reference,inward
OFBIZ-10086,OFBIZ-10050,is superceded by,Supercedes,inward
OFBIZ-10047,OFBIZ-10304,blocks,Blocker,outward
OFBIZ-10047,OFBIZ-12033,relates to,Reference,outward
OFBIZ-10047,OFBIZ-6994,relates to,Reference,outward
OFBIZ-10047,OFBIZ-6963,relates to,Reference,outward
OFBIZ-10083,OFBIZ-10046,is related to,Reference,inward
OFBIZ-9760,OFBIZ-10039,is broken by,Regression,inward
OFBIZ-10180,OFBIZ-10036,is duplicated by,Duplicate,inward
OFBIZ-10214,OFBIZ-10036,is depended upon by,dependent,inward
OFBIZ-10304,OFBIZ-10036,is depended upon by,dependent,inward
OFBIZ-9405,OFBIZ-10033,is broken by,Regression,inward
OFBIZ-9978,OFBIZ-10032,is part of,Incorporates,inward
OFBIZ-10028,OFBIZ-6749,relates to,Reference,outward
OFBIZ-10028,OFBIZ-9122,relates to,Reference,outward
OFBIZ-10026,OFBIZ-9888,duplicates,Duplicate,outward
OFBIZ-10024,OFBIZ-9985,relates to,Reference,outward
OFBIZ-10012,OFBIZ-9851,relates to,Reference,outward
OFBIZ-9465,OFBIZ-10012,is related to,Reference,inward
OFBIZ-5907,OFBIZ-10005,is related to,Reference,inward
OFBIZ-9751,OFBIZ-10004,is related to,Reference,inward
OFBIZ-9978,OFBIZ-10003,is broken by,Regression,inward
OFBIZ-9997,OFBIZ-11009,breaks,Regression,outward
OFBIZ-11232,OFBIZ-9996,is related to,Reference,inward
OFBIZ-10285,OFBIZ-9994,is a child of,Child-Issue,inward
OFBIZ-10715,OFBIZ-9985,is related to,Reference,inward
OFBIZ-10024,OFBIZ-9985,is related to,Reference,inward
OFBIZ-9978,OFBIZ-9979,Is contained by,Container,inward
OFBIZ-9978,OFBIZ-9979,contains,Container,outward
OFBIZ-9978,OFBIZ-10032,incorporates,Incorporates,outward
OFBIZ-9978,OFBIZ-10093,relates to,Reference,outward
OFBIZ-9978,OFBIZ-6653,relates to,Reference,outward
OFBIZ-9978,OFBIZ-10003,breaks,Regression,outward
OFBIZ-9972,OFBIZ-10693,breaks,Regression,outward
OFBIZ-9972,OFBIZ-10694,breaks,Regression,outward
OFBIZ-9972,OFBIZ-10915,breaks,Regression,outward
OFBIZ-6262,OFBIZ-9970,is broken by,Regression,inward
OFBIZ-4983,OFBIZ-9966,is broken by,Regression,inward
OFBIZ-10285,OFBIZ-9926,is a child of,Child-Issue,inward
OFBIZ-9138,OFBIZ-9925,is broken by,Regression,inward
OFBIZ-9923,OFBIZ-9138,relates to,Reference,outward
OFBIZ-9923,OFBIZ-11466,breaks,Regression,outward
OFBIZ-9549,OFBIZ-9919,is broken by,Regression,inward
OFBIZ-10680,OFBIZ-9913,is related to,Reference,inward
OFBIZ-10681,OFBIZ-9913,is related to,Reference,inward
OFBIZ-9907,OFBIZ-10688,breaks,Regression,outward
OFBIZ-9907,OFBIZ-10096,breaks,Regression,outward
OFBIZ-9905,OFBIZ-11620,breaks,Regression,outward
OFBIZ-9905,OFBIZ-11005,breaks,Regression,outward
OFBIZ-10583,OFBIZ-9900,is duplicated by,Duplicate,inward
OFBIZ-10583,OFBIZ-9900,is superceded by,Supercedes,inward
OFBIZ-9710,OFBIZ-9889,is broken by,Regression,inward
OFBIZ-10026,OFBIZ-9888,is duplicated by,Duplicate,inward
OFBIZ-9873,OFBIZ-10390,blocks,Blocker,outward
OFBIZ-10285,OFBIZ-9873,is a child of,Child-Issue,inward
OFBIZ-11155,OFBIZ-9867,is duplicated by,Duplicate,inward
OFBIZ-10894,OFBIZ-9867,is duplicated by,Duplicate,inward
OFBIZ-9867,OFBIZ-9138,relates to,Reference,outward
OFBIZ-9138,OFBIZ-9867,is broken by,Regression,inward
OFBIZ-9863,OFBIZ-9138,relates to,Reference,outward
OFBIZ-9854,OFBIZ-9698,duplicates,Duplicate,outward
OFBIZ-10012,OFBIZ-9851,is related to,Reference,inward
OFBIZ-9264,OFBIZ-9847,is broken by,Regression,inward
OFBIZ-9846,OFBIZ-10511,breaks,Regression,outward
OFBIZ-9846,OFBIZ-10437,breaks,Regression,outward
OFBIZ-8202,OFBIZ-9839,is part of,Incorporates,inward
OFBIZ-9138,OFBIZ-9837,is broken by,Regression,inward
OFBIZ-9833,OFBIZ-10814,requires,Required,outward
OFBIZ-10307,OFBIZ-9833,is depended upon by,dependent,inward
OFBIZ-9832,OFBIZ-12263,relates to,Reference,outward
OFBIZ-3500,OFBIZ-9832,is related to,Reference,inward
OFBIZ-7000,OFBIZ-9830,is broken by,Regression,inward
OFBIZ-9801,OFBIZ-5959,relates to,Reference,outward
OFBIZ-9138,OFBIZ-9798,is broken by,Regression,inward
OFBIZ-3500,OFBIZ-9795,is related to,Reference,inward
OFBIZ-9138,OFBIZ-9794,is broken by,Regression,inward
OFBIZ-9791,OFBIZ-9262,duplicates,Duplicate,outward
OFBIZ-9783,OFBIZ-10120,breaks,Regression,outward
OFBIZ-9776,OFBIZ-10783,breaks,Regression,outward
OFBIZ-9776,OFBIZ-10673,breaks,Regression,outward
OFBIZ-9774,OFBIZ-10741,breaks,Regression,outward
OFBIZ-9766,OFBIZ-9768,is duplicated by,Duplicate,inward
OFBIZ-9766,OFBIZ-9768,duplicates,Duplicate,outward
OFBIZ-9742,OFBIZ-9762,is related to,Reference,inward
OFBIZ-9760,OFBIZ-10039,breaks,Regression,outward
OFBIZ-9760,OFBIZ-10663,breaks,Regression,outward
OFBIZ-9759,OFBIZ-10176,breaks,Regression,outward
OFBIZ-9751,OFBIZ-10004,relates to,Reference,outward
OFBIZ-9750,OFBIZ-11863,Parent Feature,Parent Feature,outward
OFBIZ-5959,OFBIZ-9747,is related to,Reference,inward
OFBIZ-9743,OFBIZ-9746,is related to,Reference,inward
OFBIZ-9743,OFBIZ-10625,Dependency,Dependency,outward
OFBIZ-9743,OFBIZ-9746,relates to,Reference,outward
OFBIZ-9742,OFBIZ-9762,relates to,Reference,outward
OFBIZ-9725,OFBIZ-9726,is related to,Reference,inward
OFBIZ-9725,OFBIZ-9726,relates to,Reference,outward
OFBIZ-9710,OFBIZ-9889,breaks,Regression,outward
OFBIZ-9700,OFBIZ-10058,breaks,Regression,outward
OFBIZ-9854,OFBIZ-9698,is duplicated by,Duplicate,inward
OFBIZ-5701,OFBIZ-9676,is broken by,Regression,inward
OFBIZ-9671,OFBIZ-9647,relates to,Reference,outward
OFBIZ-9607,OFBIZ-9670,is broken by,Regression,inward
OFBIZ-9607,OFBIZ-9669,is broken by,Regression,inward
OFBIZ-9668,OFBIZ-9645,relates to,Reference,outward
OFBIZ-9668,OFBIZ-9667,relates to,Reference,outward
OFBIZ-9667,OFBIZ-9645,relates to,Reference,outward
OFBIZ-9668,OFBIZ-9667,is related to,Reference,inward
OFBIZ-9666,OFBIZ-9657,relates to,Reference,outward
OFBIZ-9663,OFBIZ-9662,relates to,Reference,outward
OFBIZ-9663,OFBIZ-9662,is related to,Reference,inward
OFBIZ-10285,OFBIZ-9661,is a child of,Child-Issue,inward
OFBIZ-9659,INFRA-16716,relates to,Reference,outward
OFBIZ-9666,OFBIZ-9657,is related to,Reference,inward
OFBIZ-9138,OFBIZ-9657,is broken by,Regression,inward
OFBIZ-9138,OFBIZ-9656,is related to,Reference,inward
OFBIZ-9138,OFBIZ-9652,is broken by,Regression,inward
OFBIZ-9651,OFBIZ-9553,duplicates,Duplicate,outward
OFBIZ-9648,OFBIZ-9185,relates to,Reference,outward
OFBIZ-9647,OFBIZ-8810,relates to,Reference,outward
OFBIZ-9671,OFBIZ-9647,is related to,Reference,inward
OFBIZ-9667,OFBIZ-9645,is related to,Reference,inward
OFBIZ-9668,OFBIZ-9645,is related to,Reference,inward
OFBIZ-9138,OFBIZ-9645,is broken by,Regression,inward
OFBIZ-9643,OFBIZ-11933,incorporates,Incorporates,outward
OFBIZ-6848,OFBIZ-9624,is broken by,Regression,inward
OFBIZ-9623,OFBIZ-9606,contains,Container,outward
OFBIZ-8153,OFBIZ-9623,is related to,Reference,inward
OFBIZ-9138,OFBIZ-9622,is related to,Reference,inward
OFBIZ-9607,OFBIZ-9669,breaks,Regression,outward
OFBIZ-9607,OFBIZ-9670,breaks,Regression,outward
OFBIZ-9623,OFBIZ-9606,Is contained by,Container,inward
OFBIZ-10285,OFBIZ-9596,is a child of,Child-Issue,inward
OFBIZ-9264,OFBIZ-9593,is broken by,Regression,inward
OFBIZ-9591,OFBIZ-11933,incorporates,Incorporates,outward
OFBIZ-8153,OFBIZ-9584,is related to,Reference,inward
OFBIZ-9582,OFBIZ-7473,duplicates,Duplicate,outward
OFBIZ-9571,OFBIZ-9572,is related to,Reference,inward
OFBIZ-9571,OFBIZ-9572,relates to,Reference,outward
OFBIZ-9569,OFBIZ-6273,duplicates,Duplicate,outward
OFBIZ-9568,OFBIZ-9185,relates to,Reference,outward
OFBIZ-9557,OFBIZ-10573,relates to,Reference,outward
OFBIZ-9651,OFBIZ-9553,is duplicated by,Duplicate,inward
OFBIZ-9549,OFBIZ-9919,breaks,Regression,outward
OFBIZ-9544,OFBIZ-9253,relates to,Reference,outward
OFBIZ-6802,OFBIZ-9542,is broken by,Regression,inward
OFBIZ-9540,OFBIZ-11933,incorporates,Incorporates,outward
OFBIZ-9537,OFBIZ-9240,relates to,Reference,outward
OFBIZ-9507,OFBIZ-10592,relates to,Reference,outward
OFBIZ-9506,OFBIZ-7356,relates to,Reference,outward
OFBIZ-6964,OFBIZ-9506,is related to,Reference,inward
OFBIZ-9502,OFBIZ-9223,duplicates,Duplicate,outward
OFBIZ-9501,OFBIZ-9243,relates to,Reference,outward
OFBIZ-12401,OFBIZ-9498,is related to,Reference,inward
OFBIZ-9337,OFBIZ-9496,is related to,Reference,inward
OFBIZ-7012,OFBIZ-9492,is related to,Reference,inward
OFBIZ-5403,OFBIZ-9492,is related to,Reference,inward
OFBIZ-10416,OFBIZ-9487,is duplicated by,Duplicate,inward
OFBIZ-10685,OFBIZ-9484,is depended upon by,dependent,inward
OFBIZ-9482,OFBIZ-9319,duplicates,Duplicate,outward
OFBIZ-9254,OFBIZ-9481,is broken by,Regression,inward
OFBIZ-9475,OFBIZ-7762,relates to,Reference,outward
OFBIZ-9465,OFBIZ-10012,relates to,Reference,outward
OFBIZ-9464,OFBIZ-5283,relates to,Reference,outward
OFBIZ-9456,OFBIZ-7376,duplicates,Duplicate,outward
OFBIZ-9206,OFBIZ-9449,is broken by,Regression,inward
OFBIZ-9445,OFBIZ-9446,is broken by,Regression,inward
OFBIZ-9445,OFBIZ-9446,breaks,Regression,outward
OFBIZ-9444,OFBIZ-9391,blocks,Blocker,outward
OFBIZ-9206,OFBIZ-9440,is broken by,Regression,inward
OFBIZ-7765,OFBIZ-9432,is broken by,Regression,inward
OFBIZ-9431,OFBIZ-9391,duplicates,Duplicate,outward
OFBIZ-5701,OFBIZ-9428,is related to,Reference,inward
OFBIZ-6958,OFBIZ-9425,is broken by,Regression,inward
OFBIZ-10285,OFBIZ-9423,is a child of,Child-Issue,inward
OFBIZ-9418,OFBIZ-5776,duplicates,Duplicate,outward
OFBIZ-9413,OFBIZ-9409,relates to,Reference,outward
OFBIZ-9413,OFBIZ-10364,relates to,Reference,outward
OFBIZ-9410,OFBIZ-8202,duplicates,Duplicate,outward
OFBIZ-9410,OFBIZ-8202,requires,Required,outward
OFBIZ-9413,OFBIZ-9409,is related to,Reference,inward
OFBIZ-9405,OFBIZ-10033,breaks,Regression,outward
OFBIZ-9398,OFBIZ-10506,duplicates,Duplicate,outward
OFBIZ-9396,OFBIZ-9395,is a clone of,Cloners,outward
OFBIZ-9396,OFBIZ-9395,is cloned by,Cloners,inward
OFBIZ-9392,OFBIZ-10765,breaks,Regression,outward
OFBIZ-9444,OFBIZ-9391,is blocked by,Blocker,inward
OFBIZ-9431,OFBIZ-9391,is duplicated by,Duplicate,inward
OFBIZ-9291,OFBIZ-9385,is duplicated by,Duplicate,inward
OFBIZ-9264,OFBIZ-9379,is broken by,Regression,inward
OFBIZ-9370,OFBIZ-7406,duplicates,Duplicate,outward
OFBIZ-9367,OFBIZ-9352,Dependent,Dependent,outward
OFBIZ-10788,OFBIZ-9366,is related to,Reference,inward
OFBIZ-9364,OFBIZ-9352,Dependent,Dependent,outward
OFBIZ-9358,OFBIZ-10618,relates to,Reference,outward
OFBIZ-9356,OFBIZ-10721,relates to,Reference,outward
OFBIZ-9364,OFBIZ-9352,Dependent,Dependent,inward
OFBIZ-9367,OFBIZ-9352,Dependent,Dependent,inward
OFBIZ-9350,OFBIZ-11232,incorporates,Incorporates,outward
OFBIZ-9350,OFBIZ-8408,relates to,Reference,outward
OFBIZ-9348,OFBIZ-9346,relates to,Reference,outward
OFBIZ-9348,OFBIZ-9346,is related to,Reference,inward
OFBIZ-9337,OFBIZ-2208,relates to,Reference,outward
OFBIZ-9337,OFBIZ-9496,relates to,Reference,outward
OFBIZ-3972,OFBIZ-9337,is related to,Reference,inward
OFBIZ-9336,OFBIZ-9240,relates to,Reference,outward
OFBIZ-8253,OFBIZ-9329,is part of,Incorporates,inward
OFBIZ-3500,OFBIZ-9322,is part of,Incorporates,inward
OFBIZ-9482,OFBIZ-9319,is duplicated by,Duplicate,inward
OFBIZ-9312,OFBIZ-9311,duplicates,Duplicate,outward
OFBIZ-9312,OFBIZ-9311,is duplicated by,Duplicate,inward
OFBIZ-9300,OFBIZ-7945,duplicates,Duplicate,outward
OFBIZ-9299,OFBIZ-11633,breaks,Regression,outward
OFBIZ-9291,OFBIZ-9385,duplicates,Duplicate,outward
OFBIZ-4218,OFBIZ-9289,is related to,Reference,inward
OFBIZ-9263,OFBIZ-9285,is related to,Reference,inward
OFBIZ-9284,OFBIZ-9194,Parent Feature,Parent Feature,outward
OFBIZ-9283,OFBIZ-9241,incorporates,Incorporates,outward
OFBIZ-9283,OFBIZ-9243,relates to,Reference,outward
OFBIZ-10678,OFBIZ-9269,is cloned by,Cloners,inward
OFBIZ-11752,OFBIZ-9269,is cloned by,Cloners,inward
OFBIZ-9244,OFBIZ-9268,is duplicated by,Duplicate,inward
OFBIZ-9264,OFBIZ-9593,breaks,Regression,outward
OFBIZ-9264,OFBIZ-9379,breaks,Regression,outward
OFBIZ-9264,OFBIZ-9847,breaks,Regression,outward
OFBIZ-9264,OFBIZ-10460,breaks,Regression,outward
OFBIZ-9263,OFBIZ-9285,relates to,Reference,outward
OFBIZ-9791,OFBIZ-9262,is duplicated by,Duplicate,inward
OFBIZ-5902,OFBIZ-9259,is broken by,Regression,inward
OFBIZ-9258,OFBIZ-6967,relates to,Reference,outward
OFBIZ-9254,OFBIZ-11929,incorporates,Incorporates,outward
OFBIZ-9254,OFBIZ-10834,causes,Problem/Incident,outward
OFBIZ-9254,OFBIZ-9481,breaks,Regression,outward
OFBIZ-9544,OFBIZ-9253,is related to,Reference,inward
OFBIZ-9248,OFBIZ-9209,relates to,Reference,outward
OFBIZ-9245,OFBIZ-9246,is duplicated by,Duplicate,inward
OFBIZ-9245,OFBIZ-9246,duplicates,Duplicate,outward
OFBIZ-9244,OFBIZ-9268,duplicates,Duplicate,outward
OFBIZ-9283,OFBIZ-9243,is related to,Reference,inward
OFBIZ-9501,OFBIZ-9243,is related to,Reference,inward
OFBIZ-12007,OFBIZ-9241,is duplicated by,Duplicate,inward
OFBIZ-1803,OFBIZ-9241,is duplicated by,Duplicate,inward
OFBIZ-9283,OFBIZ-9241,is part of,Incorporates,inward
OFBIZ-12007,OFBIZ-9241,is caused by,Problem/Incident,inward
OFBIZ-9336,OFBIZ-9240,is related to,Reference,inward
OFBIZ-9537,OFBIZ-9240,is related to,Reference,inward
OFBIZ-9206,OFBIZ-9240,is related to,Reference,inward
OFBIZ-9238,OFBIZ-9237,duplicates,Duplicate,outward
OFBIZ-9238,OFBIZ-6976,relates to,Reference,outward
OFBIZ-9238,OFBIZ-9237,is duplicated by,Duplicate,inward
OFBIZ-9237,OFBIZ-6976,relates to,Reference,outward
OFBIZ-6884,OFBIZ-9230,is broken by,Regression,inward
OFBIZ-9114,OFBIZ-9227,is related to,Reference,inward
OFBIZ-9224,OFBIZ-9206,relates to,Reference,outward
OFBIZ-9502,OFBIZ-9223,is duplicated by,Duplicate,inward
OFBIZ-9217,OFBIZ-12193,breaks,Regression,outward
OFBIZ-9182,OFBIZ-9211,is broken by,Regression,inward
OFBIZ-9248,OFBIZ-9209,is related to,Reference,inward
OFBIZ-9206,OFBIZ-9240,relates to,Reference,outward
OFBIZ-9224,OFBIZ-9206,is related to,Reference,inward
OFBIZ-9206,OFBIZ-9449,breaks,Regression,outward
OFBIZ-9206,OFBIZ-9440,breaks,Regression,outward
OFBIZ-9193,OFBIZ-9194,is duplicated by,Duplicate,inward
OFBIZ-9284,OFBIZ-9194,Parent Feature,Parent Feature,inward
OFBIZ-9194,OFBIZ-6919,breaks,Regression,outward
OFBIZ-9193,OFBIZ-9194,duplicates,Duplicate,outward
OFBIZ-9193,OFBIZ-6919,breaks,Regression,outward
OFBIZ-9192,OFBIZ-6919,breaks,Regression,outward
OFBIZ-9568,OFBIZ-9185,is related to,Reference,inward
OFBIZ-9648,OFBIZ-9185,is related to,Reference,inward
OFBIZ-9182,OFBIZ-9211,breaks,Regression,outward
OFBIZ-8316,OFBIZ-9178,is broken by,Regression,inward
OFBIZ-9176,OFBIZ-10838,relates to,Reference,outward
OFBIZ-10285,OFBIZ-9171,is a child of,Child-Issue,inward
OFBIZ-9169,OFBIZ-5409,relates to,Reference,outward
OFBIZ-6963,OFBIZ-9168,is depended upon by,dependent,inward
OFBIZ-9164,OFBIZ-9167,is broken by,Regression,inward
OFBIZ-9164,OFBIZ-9167,breaks,Regression,outward
OFBIZ-9164,OFBIZ-10531,breaks,Regression,outward
OFBIZ-5844,OFBIZ-9152,is broken by,Regression,inward
OFBIZ-9149,OFBIZ-9146,relates to,Reference,outward
OFBIZ-10285,OFBIZ-9148,is a child of,Child-Issue,inward
OFBIZ-9148,OFBIZ-9144,relates to,Reference,outward
OFBIZ-9149,OFBIZ-9146,is related to,Reference,inward
OFBIZ-9148,OFBIZ-9144,is related to,Reference,inward
OFBIZ-9138,OFBIZ-9622,relates to,Reference,outward
OFBIZ-9138,OFBIZ-9656,relates to,Reference,outward
OFBIZ-9867,OFBIZ-9138,is related to,Reference,inward
OFBIZ-9923,OFBIZ-9138,is related to,Reference,inward
OFBIZ-9863,OFBIZ-9138,is related to,Reference,inward
OFBIZ-9138,OFBIZ-9645,breaks,Regression,outward
OFBIZ-9138,OFBIZ-9652,breaks,Regression,outward
OFBIZ-9138,OFBIZ-9794,breaks,Regression,outward
OFBIZ-9138,OFBIZ-9798,breaks,Regression,outward
OFBIZ-9138,OFBIZ-9837,breaks,Regression,outward
OFBIZ-9138,OFBIZ-10109,breaks,Regression,outward
OFBIZ-9138,OFBIZ-10567,breaks,Regression,outward
OFBIZ-9138,OFBIZ-11049,breaks,Regression,outward
OFBIZ-9138,OFBIZ-9657,breaks,Regression,outward
OFBIZ-9138,OFBIZ-9867,breaks,Regression,outward
OFBIZ-9138,OFBIZ-9925,breaks,Regression,outward
OFBIZ-5852,OFBIZ-9134,is related to,Reference,inward
OFBIZ-9122,OFBIZ-6749,relates to,Reference,outward
OFBIZ-10028,OFBIZ-9122,is related to,Reference,inward
OFBIZ-9121,OFBIZ-9122,is related to,Reference,inward
OFBIZ-9121,OFBIZ-9122,relates to,Reference,outward
OFBIZ-9114,OFBIZ-9227,relates to,Reference,outward
OFBIZ-8953,OFBIZ-9114,is broken by,Regression,inward
OFBIZ-8965,OFBIZ-9114,is broken by,Regression,inward
OFBIZ-8972,OFBIZ-9114,is broken by,Regression,inward
OFBIZ-8986,OFBIZ-9114,is broken by,Regression,inward
OFBIZ-8991,OFBIZ-9114,is broken by,Regression,inward
OFBIZ-8929,OFBIZ-9114,is broken by,Regression,inward
OFBIZ-8930,OFBIZ-9114,is broken by,Regression,inward
OFBIZ-9111,OFBIZ-10760,causes,Problem/Incident,outward
OFBIZ-8991,OFBIZ-9114,breaks,Regression,outward
OFBIZ-8986,OFBIZ-9114,breaks,Regression,outward
OFBIZ-8972,OFBIZ-9114,breaks,Regression,outward
OFBIZ-8965,OFBIZ-9114,breaks,Regression,outward
OFBIZ-8953,OFBIZ-9114,breaks,Regression,outward
OFBIZ-8930,OFBIZ-9114,breaks,Regression,outward
OFBIZ-8929,OFBIZ-9114,breaks,Regression,outward
OFBIZ-8906,OFBIZ-8664,is a clone of,Cloners,outward
OFBIZ-8891,OFBIZ-8890,is a clone of,Cloners,outward
OFBIZ-8891,OFBIZ-8890,is cloned by,Cloners,inward
OFBIZ-8876,OFBIZ-8875,relates to,Reference,outward
OFBIZ-8876,OFBIZ-8875,is related to,Reference,inward
OFBIZ-8013,OFBIZ-8875,is related to,Reference,inward
OFBIZ-8850,OFBIZ-8851,is related to,Reference,inward
OFBIZ-8013,OFBIZ-8851,is related to,Reference,inward
OFBIZ-8850,OFBIZ-8851,relates to,Reference,outward
OFBIZ-8838,OFBIZ-8839,is duplicated by,Duplicate,inward
OFBIZ-8838,OFBIZ-8839,duplicates,Duplicate,outward
OFBIZ-8827,OFBIZ-8826,relates to,Reference,outward
OFBIZ-8827,OFBIZ-8826,is related to,Reference,inward
OFBIZ-8013,OFBIZ-8826,is related to,Reference,inward
OFBIZ-8824,OFBIZ-8825,is related to,Reference,inward
OFBIZ-8824,OFBIZ-8825,relates to,Reference,outward
OFBIZ-8013,OFBIZ-8824,is related to,Reference,inward
OFBIZ-9647,OFBIZ-8810,is related to,Reference,inward
OFBIZ-8806,OFBIZ-8657,duplicates,Duplicate,outward
OFBIZ-8738,OFBIZ-8739,is related to,Reference,inward
OFBIZ-8738,OFBIZ-8739,relates to,Reference,outward
OFBIZ-8013,OFBIZ-8738,is related to,Reference,inward
OFBIZ-8722,OFBIZ-8723,is related to,Reference,inward
OFBIZ-8722,OFBIZ-10760,causes,Problem/Incident,outward
OFBIZ-8722,OFBIZ-8339,relates to,Reference,outward
OFBIZ-8722,OFBIZ-8723,relates to,Reference,outward
OFBIZ-8715,OFBIZ-7738,duplicates,Duplicate,outward
OFBIZ-8906,OFBIZ-8664,is cloned by,Cloners,inward
OFBIZ-8806,OFBIZ-8657,is duplicated by,Duplicate,inward
OFBIZ-8638,OFBIZ-8517,is a clone of,Cloners,outward
OFBIZ-8618,OFBIZ-8617,duplicates,Duplicate,outward
OFBIZ-8618,OFBIZ-8617,is duplicated by,Duplicate,inward
OFBIZ-8601,OFBIZ-8602,is cloned by,Cloners,inward
OFBIZ-8601,OFBIZ-8602,is a clone of,Cloners,outward
OFBIZ-8638,OFBIZ-8517,is cloned by,Cloners,inward
OFBIZ-8505,OFBIZ-10456,duplicates,Duplicate,outward
OFBIZ-7598,OFBIZ-8505,is broken by,Regression,inward
OFBIZ-4427,OFBIZ-8471,is related to,Reference,inward
OFBIZ-7762,OFBIZ-8459,is related to,Reference,inward
OFBIZ-8420,OFBIZ-8426,Is contained by,Container,inward
OFBIZ-8420,OFBIZ-8425,Is contained by,Container,inward
OFBIZ-8420,OFBIZ-8424,Is contained by,Container,inward
OFBIZ-8420,OFBIZ-8422,Is contained by,Container,inward
OFBIZ-8420,OFBIZ-8421,Is contained by,Container,inward
OFBIZ-8420,OFBIZ-8421,contains,Container,outward
OFBIZ-8420,OFBIZ-8422,contains,Container,outward
OFBIZ-8420,OFBIZ-8424,contains,Container,outward
OFBIZ-8420,OFBIZ-8425,contains,Container,outward
OFBIZ-8420,OFBIZ-8426,contains,Container,outward
OFBIZ-9350,OFBIZ-8408,is related to,Reference,inward
OFBIZ-7828,OFBIZ-8408,is related to,Reference,inward
OFBIZ-8399,OFBIZ-10524,breaks,Regression,outward
OFBIZ-8380,OFBIZ-5938,breaks,Regression,outward
OFBIZ-8379,OFBIZ-5938,breaks,Regression,outward
OFBIZ-8358,OFBIZ-12175,breaks,Regression,outward
OFBIZ-8160,OFBIZ-8342,is broken by,Regression,inward
OFBIZ-3972,OFBIZ-8340,is related to,Reference,inward
