from_issue_key,to_issue_key,link_type,raw_link_type,direction
OFBIZ-6645,OFBIZ-6276,relates to,Reference,outward
OFBIZ-6645,OFBIZ-6643,relates to,Reference,outward
OFBIZ-10285,OFBIZ-6644,is a child of,Child-Issue,inward
OFBIZ-6643,OFBIZ-6276,relates to,Reference,outward
OFBIZ-6645,OFBIZ-6643,is related to,Reference,inward
OFBIZ-6636,OFBIZ-6637,is related to,Reference,inward
OFBIZ-6636,OFBIZ-6637,relates to,Reference,outward
OFBIZ-6626,OFBIZ-6281,duplicates,Duplicate,outward
OFBIZ-6616,OFBIZ-6610,duplicates,Duplicate,outward
OFBIZ-6616,OFBIZ-6610,is duplicated by,Duplicate,inward
OFBIZ-6610,OFBIZ-6767,incorporates,Incorporates,outward
OFBIZ-6610,OFBIZ-5042,relates to,Reference,outward
OFBIZ-6599,OFBIZ-4862,duplicates,Duplicate,outward
OFBIZ-7055,OFBIZ-6595,is duplicated by,Duplicate,inward
OFBIZ-6591,OFBIZ-5042,relates to,Reference,outward
OFBIZ-6362,OFBIZ-6589,is broken by,Regression,inward
OFBIZ-6587,OFBIZ-6588,is related to,Reference,inward
OFBIZ-6587,OFBIZ-6588,relates to,Reference,outward
OFBIZ-6579,OFBIZ-6555,duplicates,Duplicate,outward
OFBIZ-6574,OFBIZ-254,duplicates,Duplicate,outward
OFBIZ-6292,OFBIZ-6572,is duplicated by,Duplicate,inward
OFBIZ-5534,OFBIZ-6561,is related to,Reference,inward
OFBIZ-6537,OFBIZ-6561,is related to,Reference,inward
OFBIZ-6579,OFBIZ-6555,is duplicated by,Duplicate,inward
OFBIZ-6550,OFBIZ-6548,is a clone of,Cloners,outward
OFBIZ-6550,OFBIZ-6548,is cloned by,Cloners,inward
OFBIZ-6547,OFBIZ-5634,relates to,Reference,outward
OFBIZ-6547,OFBIZ-2330,relates to,Reference,outward
OFBIZ-1737,OFBIZ-6542,is related to,Reference,inward
OFBIZ-6540,OFBIZ-6535,relates to,Reference,outward
OFBIZ-6537,OFBIZ-6561,relates to,Reference,outward
OFBIZ-6540,OFBIZ-6535,is related to,Reference,inward
OFBIZ-6525,OFBIZ-6334,relates to,Reference,outward
OFBIZ-6523,OFBIZ-6164,relates to,Reference,outward
OFBIZ-6510,OFBIZ-5486,duplicates,Duplicate,outward
OFBIZ-6510,OFBIZ-6508,incorporates,Incorporates,outward
OFBIZ-6510,OFBIZ-6509,incorporates,Incorporates,outward
OFBIZ-6510,OFBIZ-5487,relates to,Reference,outward
OFBIZ-6510,OFBIZ-6507,relates to,Reference,outward
OFBIZ-6510,OFBIZ-6033,relates to,Reference,outward
OFBIZ-7473,OFBIZ-6510,is depended upon by,dependent,inward
OFBIZ-6510,OFBIZ-6509,is part of,Incorporates,inward
OFBIZ-6509,OFBIZ-6508,depends upon,dependent,outward
OFBIZ-6510,OFBIZ-6508,is part of,Incorporates,inward
OFBIZ-6509,OFBIZ-6508,is depended upon by,dependent,inward
OFBIZ-6510,OFBIZ-6507,is related to,Reference,inward
OFBIZ-6504,OFBIZ-7090,breaks,Regression,outward
OFBIZ-6504,OFBIZ-6898,breaks,Regression,outward
OFBIZ-6504,OFBIZ-6947,breaks,Regression,outward
OFBIZ-6504,OFBIZ-7146,breaks,Regression,outward
OFBIZ-6504,OFBIZ-7171,breaks,Regression,outward
OFBIZ-6504,OFBIZ-7200,breaks,Regression,outward
OFBIZ-6504,OFBIZ-7158,breaks,Regression,outward
OFBIZ-6501,OFBIZ-6502,is part of,Incorporates,inward
OFBIZ-6501,OFBIZ-6404,incorporates,Incorporates,outward
OFBIZ-6501,OFBIZ-6502,incorporates,Incorporates,outward
OFBIZ-6498,OFBIZ-6455,relates to,Reference,outward
OFBIZ-7005,OFBIZ-6497,is duplicated by,Duplicate,inward
OFBIZ-6474,OFBIZ-6483,is depended upon by,dependent,inward
OFBIZ-6474,OFBIZ-6481,is depended upon by,dependent,inward
OFBIZ-6474,OFBIZ-6479,is depended upon by,dependent,inward
OFBIZ-6477,OFBIZ-8203,duplicates,Duplicate,outward
OFBIZ-6477,OFBIZ-6692,relates to,Reference,outward
OFBIZ-7927,OFBIZ-6476,is related to,Reference,inward
OFBIZ-6474,OFBIZ-6475,is depended upon by,dependent,inward
OFBIZ-6474,OFBIZ-6475,depends upon,dependent,outward
OFBIZ-6474,OFBIZ-6479,depends upon,dependent,outward
OFBIZ-6474,OFBIZ-6481,depends upon,dependent,outward
OFBIZ-6474,OFBIZ-6483,depends upon,dependent,outward
OFBIZ-6470,OFBIZ-6444,relates to,Reference,outward
OFBIZ-6469,OFBIZ-6456,incorporates,Incorporates,outward
OFBIZ-6469,OFBIZ-6468,depends upon,dependent,outward
OFBIZ-6456,OFBIZ-6468,is depended upon by,dependent,inward
OFBIZ-6469,OFBIZ-6468,is depended upon by,dependent,inward
OFBIZ-6362,OFBIZ-6467,is related to,Reference,inward
OFBIZ-6462,OFBIZ-6464,is depended upon by,dependent,inward
OFBIZ-6463,OFBIZ-5205,relates to,Reference,outward
OFBIZ-5959,OFBIZ-6463,is related to,Reference,inward
OFBIZ-6462,OFBIZ-6463,is depended upon by,dependent,inward
OFBIZ-6462,OFBIZ-6463,depends upon,dependent,outward
OFBIZ-6462,OFBIZ-6464,depends upon,dependent,outward
OFBIZ-6409,OFBIZ-6460,is duplicated by,Duplicate,inward
OFBIZ-6456,OFBIZ-6459,is depended upon by,dependent,inward
OFBIZ-6458,OFBIZ-6300,incorporates,Incorporates,outward
OFBIZ-6458,OFBIZ-4638,relates to,Reference,outward
OFBIZ-6458,OFBIZ-6716,relates to,Reference,outward
OFBIZ-6469,OFBIZ-6456,is part of,Incorporates,inward
OFBIZ-6456,OFBIZ-6459,depends upon,dependent,outward
OFBIZ-6456,OFBIZ-6468,depends upon,dependent,outward
OFBIZ-6498,OFBIZ-6455,is related to,Reference,inward
OFBIZ-6448,OFBIZ-5785,relates to,Reference,outward
OFBIZ-6470,OFBIZ-6444,is related to,Reference,inward
OFBIZ-6431,OFBIZ-6076,is a clone of,Cloners,outward
OFBIZ-6431,OFBIZ-6360,duplicates,Duplicate,outward
OFBIZ-6431,OFBIZ-6077,relates to,Reference,outward
OFBIZ-6419,OFBIZ-6428,is depended upon by,dependent,inward
OFBIZ-6427,OFBIZ-6428,is depended upon by,dependent,inward
OFBIZ-6427,OFBIZ-6428,depends upon,dependent,outward
OFBIZ-6419,OFBIZ-6427,is depended upon by,dependent,inward
OFBIZ-6426,OFBIZ-6425,duplicates,Duplicate,outward
OFBIZ-6426,OFBIZ-6425,is duplicated by,Duplicate,inward
OFBIZ-6423,OFBIZ-6425,is depended upon by,dependent,inward
OFBIZ-6423,OFBIZ-6425,depends upon,dependent,outward
OFBIZ-6423,OFBIZ-6422,depends upon,dependent,outward
OFBIZ-6423,OFBIZ-6422,is depended upon by,dependent,inward
OFBIZ-6418,OFBIZ-6420,is blocked by,Blocker,inward
OFBIZ-6418,OFBIZ-6419,is part of,Incorporates,inward
OFBIZ-6419,OFBIZ-6427,depends upon,dependent,outward
OFBIZ-6419,OFBIZ-6428,depends upon,dependent,outward
OFBIZ-6418,OFBIZ-6420,blocks,Blocker,outward
OFBIZ-6418,OFBIZ-6419,incorporates,Incorporates,outward
OFBIZ-6414,OFBIZ-6308,duplicates,Duplicate,outward
OFBIZ-6409,OFBIZ-6460,duplicates,Duplicate,outward
OFBIZ-6501,OFBIZ-6404,is part of,Incorporates,inward
OFBIZ-6404,OFBIZ-6117,relates to,Reference,outward
OFBIZ-6402,OFBIZ-6403,is part of,Incorporates,inward
OFBIZ-6403,OFBIZ-6034,relates to,Reference,outward
OFBIZ-6402,OFBIZ-6403,incorporates,Incorporates,outward
OFBIZ-4480,OFBIZ-6398,is broken by,Regression,inward
OFBIZ-6383,OFBIZ-6385,is depended upon by,dependent,inward
OFBIZ-6383,OFBIZ-6385,depends upon,dependent,outward
OFBIZ-6376,OFBIZ-6368,depends upon,dependent,outward
OFBIZ-6372,OFBIZ-6342,relates to,Reference,outward
OFBIZ-6376,OFBIZ-6368,is depended upon by,dependent,inward
OFBIZ-6362,OFBIZ-6367,is related to,Reference,inward
OFBIZ-6363,OFBIZ-6257,relates to,Reference,outward
OFBIZ-6362,OFBIZ-6367,relates to,Reference,outward
OFBIZ-6362,OFBIZ-6467,relates to,Reference,outward
OFBIZ-6362,OFBIZ-6589,breaks,Regression,outward
OFBIZ-6431,OFBIZ-6360,is duplicated by,Duplicate,inward
OFBIZ-6352,OFBIZ-6353,is required by,Required,inward
OFBIZ-5428,OFBIZ-6353,is depended upon by,dependent,inward
OFBIZ-6352,OFBIZ-6353,requires,Required,outward
OFBIZ-6340,OFBIZ-6351,Is contained by,Container,inward
OFBIZ-6340,OFBIZ-6351,is related to,Reference,inward
OFBIZ-6349,OFBIZ-6350,is depended upon by,dependent,inward
OFBIZ-6349,OFBIZ-6348,supercedes,Supercedes,outward
OFBIZ-6349,OFBIZ-6350,depends upon,dependent,outward
OFBIZ-6349,OFBIZ-6348,is superceded by,Supercedes,inward
OFBIZ-6372,OFBIZ-6342,is related to,Reference,inward
OFBIZ-6340,OFBIZ-6351,contains,Container,outward
OFBIZ-6340,OFBIZ-6351,relates to,Reference,outward
OFBIZ-6525,OFBIZ-6334,is related to,Reference,inward
OFBIZ-6330,OFBIZ-5936,duplicates,Duplicate,outward
OFBIZ-6330,OFBIZ-4514,duplicates,Duplicate,outward
OFBIZ-6085,OFBIZ-6328,is part of,Incorporates,inward
OFBIZ-6320,OFBIZ-6318,supercedes,Supercedes,outward
OFBIZ-6320,OFBIZ-6318,is superceded by,Supercedes,inward
OFBIZ-6689,OFBIZ-6314,is related to,Reference,inward
OFBIZ-4081,OFBIZ-6314,is related to,Reference,inward
OFBIZ-6312,OFBIZ-6314,is related to,Reference,inward
OFBIZ-6313,OFBIZ-6309,duplicates,Duplicate,outward
OFBIZ-6312,OFBIZ-6314,relates to,Reference,outward
OFBIZ-2021,OFBIZ-6312,is related to,Reference,inward
OFBIZ-6313,OFBIZ-6309,is duplicated by,Duplicate,inward
OFBIZ-6414,OFBIZ-6308,is duplicated by,Duplicate,inward
OFBIZ-6458,OFBIZ-6300,is part of,Incorporates,inward
OFBIZ-6252,OFBIZ-6300,is related to,Reference,inward
OFBIZ-6298,OFBIZ-6299,is related to,Reference,inward
OFBIZ-6298,OFBIZ-10369,relates to,Reference,outward
OFBIZ-6298,OFBIZ-6299,relates to,Reference,outward
OFBIZ-5169,OFBIZ-6298,is related to,Reference,inward
OFBIZ-6295,OFBIZ-6297,is related to,Reference,inward
OFBIZ-6295,OFBIZ-6296,is related to,Reference,inward
OFBIZ-6295,OFBIZ-6296,relates to,Reference,outward
OFBIZ-6295,OFBIZ-6297,relates to,Reference,outward
OFBIZ-5400,OFBIZ-6295,is depended upon by,dependent,inward
OFBIZ-6292,OFBIZ-6572,duplicates,Duplicate,outward
OFBIZ-6292,OFBIZ-5035,relates to,Reference,outward
OFBIZ-6290,OFBIZ-6278,relates to,Reference,outward
OFBIZ-6289,OFBIZ-6281,relates to,Reference,outward
OFBIZ-6289,OFBIZ-6282,relates to,Reference,outward
OFBIZ-6289,OFBIZ-6283,relates to,Reference,outward
OFBIZ-6289,OFBIZ-6285,relates to,Reference,outward
OFBIZ-6289,OFBIZ-6287,relates to,Reference,outward
OFBIZ-6289,OFBIZ-6288,relates to,Reference,outward
OFBIZ-6288,OFBIZ-6281,relates to,Reference,outward
OFBIZ-6288,OFBIZ-6282,relates to,Reference,outward
OFBIZ-6288,OFBIZ-6283,relates to,Reference,outward
OFBIZ-6288,OFBIZ-6285,relates to,Reference,outward
OFBIZ-6288,OFBIZ-6287,relates to,Reference,outward
OFBIZ-6289,OFBIZ-6288,is related to,Reference,inward
OFBIZ-6287,OFBIZ-6281,relates to,Reference,outward
OFBIZ-6287,OFBIZ-6282,relates to,Reference,outward
OFBIZ-6287,OFBIZ-6283,relates to,Reference,outward
OFBIZ-6287,OFBIZ-6285,relates to,Reference,outward
OFBIZ-6288,OFBIZ-6287,is related to,Reference,inward
OFBIZ-6289,OFBIZ-6287,is related to,Reference,inward
OFBIZ-6285,OFBIZ-6281,relates to,Reference,outward
OFBIZ-6285,OFBIZ-6282,relates to,Reference,outward
OFBIZ-6285,OFBIZ-6283,relates to,Reference,outward
OFBIZ-6287,OFBIZ-6285,is related to,Reference,inward
OFBIZ-6288,OFBIZ-6285,is related to,Reference,inward
OFBIZ-6289,OFBIZ-6285,is related to,Reference,inward
OFBIZ-6283,OFBIZ-6281,relates to,Reference,outward
OFBIZ-6283,OFBIZ-6282,relates to,Reference,outward
OFBIZ-6285,OFBIZ-6283,is related to,Reference,inward
OFBIZ-6287,OFBIZ-6283,is related to,Reference,inward
OFBIZ-6288,OFBIZ-6283,is related to,Reference,inward
OFBIZ-6289,OFBIZ-6283,is related to,Reference,inward
OFBIZ-6282,OFBIZ-6281,relates to,Reference,outward
OFBIZ-6283,OFBIZ-6282,is related to,Reference,inward
OFBIZ-6285,OFBIZ-6282,is related to,Reference,inward
OFBIZ-6287,OFBIZ-6282,is related to,Reference,inward
OFBIZ-6288,OFBIZ-6282,is related to,Reference,inward
OFBIZ-6289,OFBIZ-6282,is related to,Reference,inward
OFBIZ-6626,OFBIZ-6281,is duplicated by,Duplicate,inward
OFBIZ-6282,OFBIZ-6281,is related to,Reference,inward
OFBIZ-6283,OFBIZ-6281,is related to,Reference,inward
OFBIZ-6285,OFBIZ-6281,is related to,Reference,inward
OFBIZ-6287,OFBIZ-6281,is related to,Reference,inward
OFBIZ-6288,OFBIZ-6281,is related to,Reference,inward
OFBIZ-6289,OFBIZ-6281,is related to,Reference,inward
OFBIZ-6290,OFBIZ-6278,is related to,Reference,inward
OFBIZ-6645,OFBIZ-6276,is related to,Reference,inward
OFBIZ-6643,OFBIZ-6276,is related to,Reference,inward
OFBIZ-5780,OFBIZ-6275,is duplicated by,Duplicate,inward
OFBIZ-6273,OFBIZ-6275,is depended upon by,dependent,inward
OFBIZ-7786,OFBIZ-6274,is duplicated by,Duplicate,inward
OFBIZ-7790,OFBIZ-6274,is related to,Reference,inward
OFBIZ-9569,OFBIZ-6273,is duplicated by,Duplicate,inward
OFBIZ-6273,OFBIZ-6651,incorporates,Incorporates,outward
OFBIZ-6273,OFBIZ-6275,depends upon,dependent,outward
OFBIZ-7534,OFBIZ-6271,is related to,Reference,inward
OFBIZ-6269,OFBIZ-207,supercedes,Supercedes,outward
OFBIZ-6267,OFBIZ-6266,incorporates,Incorporates,outward
OFBIZ-6267,OFBIZ-6266,is part of,Incorporates,inward
OFBIZ-6085,OFBIZ-6265,is depended upon by,dependent,inward
OFBIZ-6085,OFBIZ-6264,is depended upon by,dependent,inward
OFBIZ-6262,OFBIZ-10274,breaks,Regression,outward
OFBIZ-6262,OFBIZ-9970,breaks,Regression,outward
OFBIZ-6363,OFBIZ-6257,is related to,Reference,inward
OFBIZ-6085,OFBIZ-6255,is part of,Incorporates,inward
OFBIZ-6252,OFBIZ-6300,relates to,Reference,outward
OFBIZ-6250,OFBIZ-6247,depends upon,dependent,outward
OFBIZ-6249,OFBIZ-6057,relates to,Reference,outward
OFBIZ-6250,OFBIZ-6247,is depended upon by,dependent,inward
OFBIZ-6246,OFBIZ-6245,depends upon,dependent,outward
OFBIZ-6246,OFBIZ-6245,is depended upon by,dependent,inward
OFBIZ-10285,OFBIZ-6243,is a child of,Child-Issue,inward
OFBIZ-11619,OFBIZ-6243,is duplicated by,Duplicate,inward
OFBIZ-5838,OFBIZ-6243,is related to,Reference,inward
OFBIZ-6241,OFBIZ-6077,relates to,Reference,outward
OFBIZ-4480,OFBIZ-6238,is related to,Reference,inward
OFBIZ-6231,OFBIZ-6193,depends upon,dependent,outward
OFBIZ-6226,OFBIZ-7144,duplicates,Duplicate,outward
OFBIZ-6226,OFBIZ-5241,duplicates,Duplicate,outward
OFBIZ-6224,OFBIZ-6164,relates to,Reference,outward
OFBIZ-6218,OFBIZ-6888,depends upon,dependent,outward
OFBIZ-6164,OFBIZ-6208,is related to,Reference,inward
OFBIZ-6189,OFBIZ-6208,is depended upon by,dependent,inward
OFBIZ-6164,OFBIZ-6205,is related to,Reference,inward
OFBIZ-6197,OFBIZ-6204,is depended upon by,dependent,inward
OFBIZ-6203,OFBIZ-5929,duplicates,Duplicate,outward
OFBIZ-6175,OFBIZ-6202,is superceded by,Supercedes,inward
OFBIZ-6197,OFBIZ-6204,depends upon,dependent,outward
OFBIZ-6188,OFBIZ-6196,is related to,Reference,inward
OFBIZ-6231,OFBIZ-6193,is depended upon by,dependent,inward
OFBIZ-6189,OFBIZ-12453,relates to,Reference,outward
OFBIZ-6189,OFBIZ-6208,depends upon,dependent,outward
OFBIZ-6188,OFBIZ-6196,relates to,Reference,outward
OFBIZ-6165,OFBIZ-6184,is depended upon by,dependent,inward
OFBIZ-5893,OFBIZ-6182,is duplicated by,Duplicate,inward
OFBIZ-6181,OFBIZ-2742,relates to,Reference,outward
OFBIZ-6175,OFBIZ-6202,supercedes,Supercedes,outward
OFBIZ-6170,OFBIZ-6139,relates to,Reference,outward
OFBIZ-6168,OFBIZ-6166,is a clone of,Cloners,outward
OFBIZ-6168,OFBIZ-6166,is cloned by,Cloners,inward
OFBIZ-6165,OFBIZ-6162,relates to,Reference,outward
OFBIZ-6951,OFBIZ-6165,is related to,Reference,inward
OFBIZ-6165,OFBIZ-6184,depends upon,dependent,outward
OFBIZ-6164,OFBIZ-6205,relates to,Reference,outward
OFBIZ-6164,OFBIZ-8297,relates to,Reference,outward
OFBIZ-6164,OFBIZ-6208,relates to,Reference,outward
OFBIZ-6164,OFBIZ-6710,relates to,Reference,outward
OFBIZ-6164,OFBIZ-10407,relates to,Reference,outward
OFBIZ-5949,OFBIZ-6164,is related to,Reference,inward
OFBIZ-6712,OFBIZ-6164,is related to,Reference,inward
OFBIZ-7112,OFBIZ-6164,is related to,Reference,inward
OFBIZ-6224,OFBIZ-6164,is related to,Reference,inward
OFBIZ-6719,OFBIZ-6164,is related to,Reference,inward
OFBIZ-5902,OFBIZ-6164,is related to,Reference,inward
OFBIZ-6523,OFBIZ-6164,is related to,Reference,inward
OFBIZ-7754,OFBIZ-6164,is related to,Reference,inward
OFBIZ-6162,OFBIZ-2742,relates to,Reference,outward
OFBIZ-6165,OFBIZ-6162,is related to,Reference,inward
OFBIZ-5859,OFBIZ-6155,is related to,Reference,inward
OFBIZ-5860,OFBIZ-6155,is related to,Reference,inward
OFBIZ-5862,OFBIZ-6155,is related to,Reference,inward
OFBIZ-5863,OFBIZ-6155,is related to,Reference,inward
OFBIZ-5864,OFBIZ-6155,is related to,Reference,inward
OFBIZ-5866,OFBIZ-6155,is related to,Reference,inward
OFBIZ-6031,OFBIZ-6155,is related to,Reference,inward
OFBIZ-5861,OFBIZ-6155,is related to,Reference,inward
OFBIZ-5865,OFBIZ-6155,is related to,Reference,inward
OFBIZ-5868,OFBIZ-6155,is related to,Reference,inward
OFBIZ-6026,OFBIZ-6155,is related to,Reference,inward
OFBIZ-6105,OFBIZ-6155,is related to,Reference,inward
OFBIZ-6106,OFBIZ-6155,is related to,Reference,inward
OFBIZ-6107,OFBIZ-6155,is related to,Reference,inward
OFBIZ-6108,OFBIZ-6155,is related to,Reference,inward
OFBIZ-6109,OFBIZ-6155,is related to,Reference,inward
OFBIZ-6147,OFBIZ-1537,duplicates,Duplicate,outward
OFBIZ-6144,OFBIZ-6058,relates to,Reference,outward
OFBIZ-6143,OFBIZ-6141,relates to,Reference,outward
OFBIZ-2742,OFBIZ-6143,is related to,Reference,inward
OFBIZ-6143,OFBIZ-6141,is related to,Reference,inward
OFBIZ-2282,OFBIZ-6139,is related to,Reference,inward
OFBIZ-3920,OFBIZ-6139,is related to,Reference,inward
OFBIZ-6170,OFBIZ-6139,is related to,Reference,inward
OFBIZ-6136,OFBIZ-6132,relates to,Reference,outward
OFBIZ-6134,OFBIZ-6132,relates to,Reference,outward
OFBIZ-6132,OFBIZ-6133,is related to,Reference,inward
OFBIZ-6132,OFBIZ-6133,relates to,Reference,outward
OFBIZ-6134,OFBIZ-6132,is related to,Reference,inward
OFBIZ-6136,OFBIZ-6132,is related to,Reference,inward
OFBIZ-6404,OFBIZ-6117,is related to,Reference,inward
OFBIZ-6113,OFBIZ-10308,relates to,Reference,outward
OFBIZ-6867,OFBIZ-6111,is related to,Reference,inward
OFBIZ-11671,OFBIZ-6110,is blocked by,Blocker,inward
OFBIZ-1867,OFBIZ-6110,is part of,Incorporates,inward
OFBIZ-6110,OFBIZ-6976,relates to,Reference,outward
OFBIZ-6096,OFBIZ-6110,is related to,Reference,inward
OFBIZ-6109,OFBIZ-6155,relates to,Reference,outward
OFBIZ-6108,OFBIZ-6155,relates to,Reference,outward
OFBIZ-6107,OFBIZ-6155,relates to,Reference,outward
OFBIZ-6106,OFBIZ-6155,relates to,Reference,outward
OFBIZ-6105,OFBIZ-6155,relates to,Reference,outward
OFBIZ-6101,OFBIZ-5941,relates to,Reference,outward
OFBIZ-6099,OFBIZ-3030,relates to,Reference,outward
OFBIZ-6099,OFBIZ-6098,depends upon,dependent,outward
OFBIZ-6099,OFBIZ-6098,is depended upon by,dependent,inward
OFBIZ-6097,OFBIZ-5851,depends upon,dependent,outward
OFBIZ-6096,OFBIZ-6110,relates to,Reference,outward
OFBIZ-5898,OFBIZ-6092,is broken by,Regression,inward
OFBIZ-5455,OFBIZ-6088,is related to,Reference,inward
OFBIZ-6085,OFBIZ-6328,incorporates,Incorporates,outward
OFBIZ-6085,OFBIZ-6255,incorporates,Incorporates,outward
OFBIZ-6085,OFBIZ-5532,relates to,Reference,outward
OFBIZ-6085,OFBIZ-6265,depends upon,dependent,outward
OFBIZ-6085,OFBIZ-6264,depends upon,dependent,outward
OFBIZ-6084,OFBIZ-5629,blocks,Blocker,outward
OFBIZ-6080,OFBIZ-6075,duplicates,Duplicate,outward
OFBIZ-6079,OFBIZ-5835,duplicates,Duplicate,outward
OFBIZ-6076,OFBIZ-6077,is related to,Reference,inward
OFBIZ-6431,OFBIZ-6077,is related to,Reference,inward
OFBIZ-6241,OFBIZ-6077,is related to,Reference,inward
OFBIZ-6431,OFBIZ-6076,is cloned by,Cloners,inward
OFBIZ-6076,OFBIZ-6077,relates to,Reference,outward
OFBIZ-6080,OFBIZ-6075,is duplicated by,Duplicate,inward
OFBIZ-6067,OFBIZ-6052,relates to,Reference,outward
OFBIZ-6066,OFBIZ-6065,depends upon,dependent,outward
OFBIZ-6066,OFBIZ-6065,is depended upon by,dependent,inward
OFBIZ-6064,OFBIZ-5312,breaks,Regression,outward
OFBIZ-6063,OFBIZ-5952,duplicates,Duplicate,outward
OFBIZ-6061,OFBIZ-5986,relates to,Reference,outward
OFBIZ-6061,OFBIZ-5898,relates to,Reference,outward
OFBIZ-6144,OFBIZ-6058,is related to,Reference,inward
OFBIZ-6249,OFBIZ-6057,is related to,Reference,inward
OFBIZ-6067,OFBIZ-6052,is related to,Reference,inward
OFBIZ-6050,OFBIZ-5870,duplicates,Duplicate,outward
OFBIZ-6034,OFBIZ-5234,relates to,Reference,outward
OFBIZ-5910,OFBIZ-6034,is related to,Reference,inward
OFBIZ-4183,OFBIZ-6034,is related to,Reference,inward
OFBIZ-6403,OFBIZ-6034,is related to,Reference,inward
OFBIZ-6510,OFBIZ-6033,is related to,Reference,inward
OFBIZ-1560,OFBIZ-6032,is related to,Reference,inward
OFBIZ-6031,OFBIZ-6155,relates to,Reference,outward
OFBIZ-6026,OFBIZ-6155,relates to,Reference,outward
OFBIZ-5962,OFBIZ-6014,is related to,Reference,inward
OFBIZ-6008,OFBIZ-5959,depends upon,dependent,outward
OFBIZ-6007,OFBIZ-5959,depends upon,dependent,outward
OFBIZ-6004,OFBIZ-6001,depends upon,dependent,outward
OFBIZ-6003,OFBIZ-6001,depends upon,dependent,outward
OFBIZ-12445,OFBIZ-6002,is superceded by,Supercedes,inward
OFBIZ-6004,OFBIZ-6001,is depended upon by,dependent,inward
OFBIZ-6003,OFBIZ-6001,is depended upon by,dependent,inward
OFBIZ-2742,OFBIZ-6000,is related to,Reference,inward
OFBIZ-5999,OFBIZ-5969,depends upon,dependent,outward
OFBIZ-5997,OFBIZ-5959,depends upon,dependent,outward
OFBIZ-5991,OFBIZ-5995,is depended upon by,dependent,inward
OFBIZ-5991,OFBIZ-5995,depends upon,dependent,outward
OFBIZ-5989,OFBIZ-5991,is depended upon by,dependent,inward
OFBIZ-5989,OFBIZ-5991,depends upon,dependent,outward
OFBIZ-5986,OFBIZ-5447,relates to,Reference,outward
OFBIZ-5986,OFBIZ-5898,relates to,Reference,outward
OFBIZ-6061,OFBIZ-5986,is related to,Reference,inward
OFBIZ-2742,OFBIZ-5983,is related to,Reference,inward
OFBIZ-5980,OFBIZ-11718,fixes,Completes,outward
OFBIZ-5980,OFBIZ-12370,relates to,Reference,outward
OFBIZ-5961,OFBIZ-5980,is related to,Reference,inward
OFBIZ-5966,OFBIZ-5980,is related to,Reference,inward
OFBIZ-5965,OFBIZ-5980,is related to,Reference,inward
OFBIZ-11713,OFBIZ-5980,is related to,Reference,inward
OFBIZ-12358,OFBIZ-5980,is depended upon by,dependent,inward
OFBIZ-12352,OFBIZ-5980,is depended upon by,dependent,inward
OFBIZ-5973,OFBIZ-8203,duplicates,Duplicate,outward
OFBIZ-7367,OFBIZ-5972,is related to,Reference,inward
OFBIZ-2742,OFBIZ-5971,is related to,Reference,inward
OFBIZ-2742,OFBIZ-5970,is related to,Reference,inward
OFBIZ-5999,OFBIZ-5969,is depended upon by,dependent,inward
OFBIZ-5966,OFBIZ-5980,relates to,Reference,outward
OFBIZ-5965,OFBIZ-5980,relates to,Reference,outward
OFBIZ-5965,OFBIZ-6976,relates to,Reference,outward
OFBIZ-11718,OFBIZ-5965,is related to,Reference,inward
OFBIZ-5965,OFBIZ-5959,depends upon,dependent,outward
OFBIZ-5962,OFBIZ-6014,relates to,Reference,outward
OFBIZ-5962,OFBIZ-4257,relates to,Reference,outward
OFBIZ-5961,OFBIZ-5980,relates to,Reference,outward
OFBIZ-5960,OFBIZ-5959,depends upon,dependent,outward
OFBIZ-5959,OFBIZ-9747,relates to,Reference,outward
OFBIZ-5959,OFBIZ-6976,relates to,Reference,outward
OFBIZ-5959,OFBIZ-6463,relates to,Reference,outward
OFBIZ-11718,OFBIZ-5959,is related to,Reference,inward
OFBIZ-7367,OFBIZ-5959,is related to,Reference,inward
OFBIZ-9801,OFBIZ-5959,is related to,Reference,inward
OFBIZ-1910,OFBIZ-5959,is related to,Reference,inward
OFBIZ-5960,OFBIZ-5959,is depended upon by,dependent,inward
OFBIZ-6007,OFBIZ-5959,is depended upon by,dependent,inward
OFBIZ-6008,OFBIZ-5959,is depended upon by,dependent,inward
OFBIZ-11726,OFBIZ-5959,is depended upon by,dependent,inward
OFBIZ-5965,OFBIZ-5959,is depended upon by,dependent,inward
OFBIZ-5997,OFBIZ-5959,is depended upon by,dependent,inward
OFBIZ-5955,OFBIZ-7519,breaks,Regression,outward
OFBIZ-5953,OFBIZ-5910,duplicates,Duplicate,outward
OFBIZ-6063,OFBIZ-5952,is duplicated by,Duplicate,inward
OFBIZ-5949,OFBIZ-6164,relates to,Reference,outward
OFBIZ-5944,OFBIZ-5004,relates to,Reference,outward
OFBIZ-5942,OFBIZ-5944,is related to,Reference,inward
OFBIZ-5942,OFBIZ-5944,relates to,Reference,outward
OFBIZ-6101,OFBIZ-5941,is related to,Reference,inward
OFBIZ-8379,OFBIZ-5938,is broken by,Regression,inward
OFBIZ-8380,OFBIZ-5938,is broken by,Regression,inward
OFBIZ-6330,OFBIZ-5936,is duplicated by,Duplicate,inward
OFBIZ-5929,OFBIZ-5035,duplicates,Duplicate,outward
