Task_ID,Topo_Level,Batch_Index,Summary,Task_Tag,Priority,Duration_Hours,Assigned_To,Start_Hour,End_Hour,Skill_Match
4084,1,5,Add a mean to untie geo associations,Build & Release Engineering,Minor,2.0,A-88,7.6,9.6,0
4085,1,5,Improve the Create/Edit Geo screen in WebTools/GeoManagement,Feature / Improvement Implementation,Minor,2.0,A-1,7.6,9.6,1
4089,1,5,"The ""Create new"" link under partymgr has disappeared",Bug fixing / Maintenance,Minor,2.0,A-269,7.6,9.6,1
409,1,5,Adding SecurityEntityLabels.properties for missing security i18n,Feature / Improvement Implementation,Minor,2.0,A-363,7.6,9.6,1
4092,1,5,The color of hovered menus in FlatGrey theme is almost invisible,Feature / Improvement Implementation,Minor,2.0,A-85,7.6,9.6,1
4095,1,5,TERRITORY type not displayed in State/Province dropdown list,Bug fixing / Maintenance,Minor,2.0,A-55,7.6,9.6,0
4099,1,5,Screen with pagination on tables  lead to multiple db entries when submitting,Bug fixing / Maintenance,Minor,2.0,A-264,7.6,9.6,1
4102,1,5,In Flat-Grey theme the auto completion in lookups on main product screen is scrambled,Feature / Improvement Implementation,Minor,2.0,A-377,7.6,9.6,1
4105,1,5,"streamContentToBrowser fails when the file name contains a comma, only with Chrome.",Bug fixing / Maintenance,Minor,2.0,A-213,7.6,9.6,1
4110,1,5,Service event handler fails to parse string-map-prefix parameters in case of Ajax call,Bug fixing / Maintenance,Minor,2.0,A-254,7.6,9.6,1
4112,1,5,Change ProductProductJump zh label,Feature / Improvement Implementation,Minor,2.0,A-339,7.6,9.6,1
4113,1,5,Extend EntityLabels in hot-deploy directories,Feature / Improvement Implementation,Minor,2.0,A-402,7.6,9.6,0
4114,1,5,SecurityGroup doesn't get removed from a Party,Feature / Improvement Implementation,Minor,2.0,A-41,7.6,9.6,1
4115,1,5,Wrong percent encoding in Webtool/SQL Processor,Bug fixing / Maintenance,Minor,2.0,A-184,7.6,9.6,1
4119,1,5,Problem setting up First Customer with Seed Data,Bug fixing / Maintenance,Minor,2.0,A-11,7.6,9.6,1
4121,1,5,ERROR: could not find ModelField for entity name: ItemIssuanceQuantitySum and field: issuedDateTime,Bug fixing / Maintenance,Minor,2.0,A-340,7.6,9.6,1
4132,1,5,Wrong Documentation for Temporal Expressions,Documentation,Minor,2.0,A-306,7.6,9.6,1
4133,1,5,The Solr redirection does not work in trunk demo,Feature / Improvement Implementation,Minor,2.0,A-226,7.6,9.6,1
4144,1,5,Using official content type for json requests,Build & Release Engineering,Minor,2.0,A-234,7.6,9.6,0
4149,1,5,Upgrade solr to 4.10.3 or later,Build & Release Engineering,Minor,2.0,A-185,7.6,9.6,0
415,1,5,Remove redunant style decarations from maincss.css,Other,Minor,2.0,A-414,7.6,9.6,0
4150,1,5,Selenium test integration using XML files,Testing & Verification,Minor,2.0,A-228,7.6,9.6,1
4158,1,5,Update Proposed Website Structure,Project / General Task,Minor,2.0,A-99,7.6,9.6,0
4159,1,5,Duplicate calculation and typo in ShoppingCart.getGrandTotal(),Bug fixing / Maintenance,Minor,2.0,A-208,7.6,9.6,1
416,1,5,Bug in /applications/party/config/PartyEntityLabels.properties,Bug fixing / Maintenance,Minor,2.0,A-126,7.6,9.6,1
4160,1,5,Update ShoppingCartItem locale if ShoppingCart locale is changed,Bug fixing / Maintenance,Minor,2.0,A-135,7.6,9.6,1
4161,1,5,Optimize ShoppingCart.removeCartItem (skip price calc and inventory check),Performance Optimization,Minor,2.0,A-125,7.6,9.6,0
4167,1,5,Eclipse .classpath contains internal Groovy Library classpath container,Bug fixing / Maintenance,Minor,2.0,A-276,7.6,9.6,1
4168,1,5,Missing CountryCodeData.xml values for countries of the former Yugoslavia,Bug fixing / Maintenance,Minor,2.0,A-23,7.6,9.6,1
417,1,5,Update ASL header,Project / General Task,Minor,2.0,A-251,7.6,9.6,0
4172,1,5,Refactoring to consolidate different Calendar implementations,Code Refactoring & Cleanup,Minor,2.0,A-68,7.6,9.6,0
4174,1,5,Remove deprecated methods from  GenericValue and EntityUtil classes,Other,Minor,2.0,A-161,7.6,9.6,0
4185,1,5,cmssite/cms/APACHE_OFBIZ_PDF does not render correcly,Bug fixing / Maintenance,Minor,2.0,A-17,7.6,9.6,1
4188,1,5,Caches are missing in CategoryContentWrapper and ProductConfigItemContentWrapper ,Feature / Improvement Implementation,Minor,2.0,A-115,7.6,9.6,1
4189,1,5,Form layered-modal is not respecting passed (default) width,Feature / Improvement Implementation,Minor,2.0,A-195,7.6,9.6,1
42,1,5,Bug - FacilityScreens.xml#ReceiveInventory bug line 106,Bug fixing / Maintenance,Minor,2.0,A-411,7.6,9.6,1
4203,1,5,CommunicationServices.createAttachmentContent duplicates attachments for existing CommunicationEvents,Bug fixing / Maintenance,Minor,2.0,A-221,7.6,9.6,1
4212,1,5,Missing userLogin error on party profile screen when 1st content is non public,Bug fixing / Maintenance,Minor,2.0,A-249,7.6,9.6,1
4215,1,5,Removing unexplained  TODO from Manufacturing services,Feature / Improvement Implementation,Minor,2.0,A-293,7.6,9.6,1
422,1,5,the table row  the appbar tabs apear in (appbar.ftl) has the table row background color of white hardcoded,Feature / Improvement Implementation,Minor,2.0,A-33,7.6,9.6,0
4220,1,5,remove superfluous comment from entity-eca.xsd,Other,Minor,2.0,A-69,7.6,9.6,1
4223,1,5,"Webtools Entity edition, the suggested date and time formats are not localised",Feature / Improvement Implementation,Minor,2.0,A-349,7.6,9.6,1
4226,1,5,Error with Service Product Invoice Lines,Bug fixing / Maintenance,Minor,2.0,A-317,7.6,9.6,0
4227,1,5,Tooltip Calendar field (date or date-time) should not stop when using tab key,Feature / Improvement Implementation,Minor,2.0,A-167,7.6,9.6,1
4239,1,5,DemoTaxAuthority.xml GL Account for USA_IRS is incorrect,Bug fixing / Maintenance,Minor,2.0,A-389,7.6,9.6,1
4244,1,5,The action of EditExampleBackgroundSubmit form is not correct when creating a example,Bug fixing / Maintenance,Minor,2.0,A-177,7.6,9.6,1
4245,1,5,Show JGrowl alert when using ajax submit form,Feature / Improvement Implementation,Minor,2.0,A-111,7.6,9.6,1
4246,1,5,"Wrong purchase invoice item type for product type IDs RAW_MATERIAL, GOOD",Bug fixing / Maintenance,Minor,2.0,A-261,7.6,9.6,1
4247,1,5,OrgPartyID in View-Entity AcctgTransEntrySums blank ,Bug fixing / Maintenance,Minor,2.0,A-202,7.6,9.6,1
4249,1,5,"Remove the ""runtime"" specialpurpose component",Build & Release Engineering,Minor,2.0,A-338,7.6,9.6,0
4250,1,5,Conflict between two link that call a layered-model on the same screen ,Bug fixing / Maintenance,Minor,2.0,A-188,7.6,9.6,1
4251,1,5,"The renderContentAsText method should configure text sanitizer by ""sanitizer.permissive.policy"" in owasp.properties ",Other,Minor,2.0,A-199,7.6,9.6,0
4254,1,5,Add ability to specify comparison operators for promotions with conditions on quantity,Build & Release Engineering,Minor,2.0,A-312,7.6,9.6,0
4255,1,5,Add ability to specify categories/products to filter the order sub-total amount eligible for a discount.,Build & Release Engineering,Minor,2.0,A-390,7.6,9.6,1
4256,1,5,Duplicated to display jGrowl error message when open a popup dialog.,Bug fixing / Maintenance,Minor,2.0,A-410,7.6,9.6,1
4258,1,5,"Possible ""NPE"" in viewcontent.ftl (found in trunk demo log)",Bug fixing / Maintenance,Minor,2.0,A-237,7.6,9.6,1
4268,1,5,Add service blackout period on job mananger,Feature / Improvement Implementation,Minor,2.0,A-82,7.6,9.6,0
4269,1,5,Various fixes related with sales opportunity,Bug fixing / Maintenance,Minor,2.0,A-207,7.6,9.6,1
4271,1,5,Typo in ecommerce productdetail,Bug fixing / Maintenance,Minor,2.0,A-344,7.6,9.6,1
4272,1,5,Broken filter links if using ecommerce Layered Navigation,Bug fixing / Maintenance,Minor,2.0,A-367,7.6,9.6,1
4273,1,5,Export Chart of Account as PDF is broken.,Bug fixing / Maintenance,Minor,2.0,A-79,7.6,9.6,1
4274,1,5,"Another .fo.ftl file use ""align"" attribute in ""<fo:block>"" tag.",Other,Minor,2.0,A-388,7.6,9.6,0
4277,1,5,"Add QuoteContent entity, service and screen : draft to use layered-modal link",Feature / Improvement Implementation,Minor,2.0,A-52,7.6,9.6,1
4288,1,5,New theme Rainbow Stone,Feature / Improvement Implementation,Minor,2.0,A-65,7.6,9.6,1
4293,1,5,Add getFieldList method to EntityQuery,Feature / Improvement Implementation,Minor,2.0,A-169,7.6,9.6,0
4296,1,5,Getting fresh OFBIZ database in seconds.,Feature / Improvement Implementation,Minor,2.0,A-25,7.6,9.6,1
4297,1,5,ContactMechs Label,Bug fixing / Maintenance,Minor,2.0,A-307,7.6,9.6,1
43,1,5,Bug Creating Shipment Manifest Report,Bug fixing / Maintenance,Minor,2.0,A-121,7.6,9.6,1
4301,1,5,Edit a JobManagerLock from webtools screen,Feature / Improvement Implementation,Minor,2.0,A-305,7.6,9.6,1
4306,1,5,"Add template location for login, change/forgetPassword, getSecurityQuestion",Feature / Improvement Implementation,Minor,2.0,A-30,7.6,9.6,1
4309,1,5,Get rid of the session-cookie-accepted feature,Other,Minor,2.0,A-107,7.6,9.6,0
431,1,5,when viewing a party you have a link to view the orders for that party but not quotes,Feature / Improvement Implementation,Minor,2.0,A-47,7.6,9.6,1
4312,1,5,Automatic adaptation of ecommerce shop to locale setup from browser,Feature / Improvement Implementation,Minor,2.0,A-27,7.6,9.6,1
4316,1,5,"Hide sessionId in logs by default, show them using a properties",Other,Minor,2.0,A-3,7.6,9.6,1
4321,1,5,new action expire for service engine entity-auto,Feature / Improvement Implementation,Minor,2.0,A-83,7.6,9.6,1
4325,1,5,Have the ability to split a financial account transaction,Build & Release Engineering,Minor,2.0,A-29,7.6,9.6,0
4329,1,5,Add buttons previous-next for content of products in catalog manager,Feature / Improvement Implementation,Minor,2.0,A-370,7.6,9.6,0
4334,1,5,Recognize user disabled by system or administrator,Feature / Improvement Implementation,Minor,2.0,A-348,7.6,9.6,0
4338,1,5,Improve BuildBot Rat report,Build & Release Engineering,Minor,2.0,A-246,7.6,9.6,0
4343,1,5,Four of the remote SOAP test services don't work,Testing & Verification,Minor,2.0,A-352,7.6,9.6,0
435,1,5,<textarea> bug in maincss.css file,Bug fixing / Maintenance,Minor,2.0,A-360,7.6,9.6,1
4351,1,5,Add XLS renderer,Feature / Improvement Implementation,Minor,2.0,A-102,7.6,9.6,1
4355,1,5,Company Check payment method should be shown when issuing chek,Bug fixing / Maintenance,Minor,2.0,A-354,7.6,9.6,1
436,1,5,Mini-lang call-service element needs require-new-transaction attr,Feature / Improvement Implementation,Minor,2.0,A-105,7.6,9.6,1
4361,1,5,Worker class and worker methods for facility component,Build & Release Engineering,Minor,2.0,A-326,7.6,9.6,0
4365,1,5,View Size of form widget should use default so other place can overwrite the view size,Bug fixing / Maintenance,Minor,2.0,A-292,7.6,9.6,1
4369,1,5,Failed to load contentForum.css,Bug fixing / Maintenance,Minor,2.0,A-350,7.6,9.6,1
437,1,5,Bug in displaying order items when using old style calcTax service,Bug fixing / Maintenance,Minor,2.0,A-217,7.6,9.6,0
4370,1,5,jquery plugin jgrowl is loaded before jquery in ecommerce,Bug fixing / Maintenance,Minor,2.0,A-303,7.6,9.6,1
4372,1,5,popup fades in and out non-stop when hovers on a product image in list view,Bug fixing / Maintenance,Minor,2.0,A-257,7.6,9.6,1
4374,1,5,Unable to change language in ecommerce,Bug fixing / Maintenance,Minor,2.0,A-283,7.6,9.6,1
4376,1,5,webpage products without catalog assigned,Feature / Improvement Implementation,Minor,2.0,A-201,7.6,9.6,0
4377,1,5,Tree showing categories has empty labels,Bug fixing / Maintenance,Minor,2.0,A-74,7.6,9.6,1
4378,1,5,Fix resource leaks in CommonServices.java,Bug fixing / Maintenance,Minor,2.0,A-96,7.6,9.6,1
438,1,5,Parties listed in a classification group don't show names/not clickable,Feature / Improvement Implementation,Minor,2.0,A-308,7.6,9.6,0
4381,1,5,Update content type data - sql queries,Other,Minor,2.0,A-294,7.6,9.6,0
4382,1,5,Refactor Quote Screen to use Compound Screen Widget feature,Code Refactoring & Cleanup,Minor,2.0,A-160,7.6,9.6,1
4384,1,5,Refactor Sub Screen - Create Quote,Code Refactoring & Cleanup,Minor,2.0,A-329,7.6,9.6,0
4385,1,5,Move all Groovy scripts in components WEB-INF/actions sub-folders,Other,Minor,2.0,A-48,7.6,9.6,0
4387,1,5,Exception in Form Widget Examples,Bug fixing / Maintenance,Minor,2.0,A-108,7.6,9.6,1
4388,1,5,Editing project in Project Manager duplicates resources,Bug fixing / Maintenance,Minor,2.0,A-20,7.6,9.6,1
4389,1,5,Add Example for Compound Screen Widget,Feature / Improvement Implementation,Minor,2.0,A-106,7.6,9.6,1
439,1,5,Remove HTML styling code from widgets,Other,Minor,2.0,A-19,7.6,9.6,1
4392,1,5,error in entity reference chart for static in webtools,Documentation,Minor,2.0,A-244,7.6,9.6,0
4397,1,5,webtools/control/WebtoolsLayoutDemoFop breaks,Bug fixing / Maintenance,Minor,2.0,A-148,7.6,9.6,1
4398,1,5,Cache Maintenance action links UI improvement,Feature / Improvement Implementation,Minor,2.0,A-46,7.6,9.6,1
4402,1,5,Shipping method is shown on all Promo Conditions even when only a single condition includes Shipping Method,Bug fixing / Maintenance,Minor,2.0,A-197,7.6,9.6,1
4403,1,5,Failure in Payment Capture process when ERROR is returned in referenceNum in paymentGatewayResponse,Documentation,Minor,2.0,A-364,7.6,9.6,0
4409,1,5,ExampleCompoundWidgets throws errors in log,Bug fixing / Maintenance,Minor,2.0,A-232,7.6,9.6,1
4410,1,5,Attribute 'placeholder' is not allowed to appear in element 'text',Bug fixing / Maintenance,Minor,2.0,A-200,7.6,9.6,1
4413,1,5,Added support to include party classification information in Promo description,Feature / Improvement Implementation,Minor,2.0,A-198,7.6,9.6,1
4414,1,5,"Use SecureRandom instead of Random where appropriate, and randomUUID for externalKey",Other,Minor,2.0,A-31,7.6,9.6,0
4415,1,5,Continue the work on the form widget grid element,Project / General Task,Minor,2.0,A-93,7.6,9.6,0
4417,1,5,Error at accounting/control/findPayments due to groovy menu action,Bug fixing / Maintenance,Minor,2.0,A-357,7.6,9.6,1
442,1,5,Order Entry System does not add in shipping costs correctly,Bug fixing / Maintenance,Minor,2.0,A-154,7.6,9.6,1
4427,1,5,Sales Return: UI issues for top level buttons after sales return is created,Feature / Improvement Implementation,Minor,2.0,A-12,7.6,9.6,1
4428,1,5,Sales Return Item Status is misleading,Bug fixing / Maintenance,Minor,2.0,A-345,7.6,9.6,1
4432,1,5,Order term description is not getting set on adding and updating new order term,Bug fixing / Maintenance,Minor,2.0,A-131,7.6,9.6,1
4438,1,5,Update empty blog article text does not work,Bug fixing / Maintenance,Minor,2.0,A-84,7.6,9.6,1
4446,1,5,Error executing freeMarker template when generating inventory report,Bug fixing / Maintenance,Minor,2.0,A-152,7.6,9.6,1
445,1,5,Patch to add RunService feature to /webtools,Feature / Improvement Implementation,Minor,2.0,A-298,7.6,9.6,0
4452,1,5,Fixed asset maintenance pdf has missing UI Labels,Bug fixing / Maintenance,Minor,2.0,A-268,7.6,9.6,1
4460,1,5,Backordered flag should not be shown for service product,Feature / Improvement Implementation,Minor,2.0,A-129,7.6,9.6,0
4461,1,5,Remaining quantity should be ZERO for completed order items,Bug fixing / Maintenance,Minor,2.0,A-219,7.6,9.6,1
4469,1,5,Fix the Approve button label for newly added item to the existing PO,Bug fixing / Maintenance,Minor,2.0,A-366,7.6,9.6,1
4472,1,5,Pop up to show the existing inventory againt Purchase Return shipments is showing  Zero ATP inventory against the Product need to be returned,Bug fixing / Maintenance,Minor,2.0,A-95,7.6,9.6,0
4477,1,5,Timesheet overview page of projectmgr throw error on terminal,Bug fixing / Maintenance,Minor,2.0,A-250,7.6,9.6,1
4479,1,5,LookupAccount search screen 'Find' button redirect to Lookup Group,Bug fixing / Maintenance,Minor,2.0,A-255,7.6,9.6,1
4489,1,5,Error on console when navigate to update party email address page,Bug fixing / Maintenance,Minor,2.0,A-109,7.6,9.6,1
4491,1,5,cmssite Demo Data Upgrade to Demonstrate Usage of WebSitePathAlias ,Documentation,Minor,2.0,A-382,7.6,9.6,0
4494,1,5,Adding role for a party show error on the second add,Bug fixing / Maintenance,Minor,2.0,A-319,7.6,9.6,1
4498,1,5,Error on cancelling agreement,Bug fixing / Maintenance,Minor,2.0,A-285,7.6,9.6,1
450,1,5,Viewing Party Communication Event ,Feature / Improvement Implementation,Minor,2.0,A-396,7.6,9.6,1
4504,1,5,Product Store Groups menu item doesn't gets highlighted on selection ,Feature / Improvement Implementation,Minor,2.0,A-229,7.6,9.6,0
4507,1,5,Free marker template error on Edit Custom Time Periods for Child Periods,Bug fixing / Maintenance,Minor,2.0,A-324,7.6,9.6,1
4510,1,5,"Correction of typo ""javascrip""",Feature / Improvement Implementation,Minor,2.0,A-66,7.6,9.6,1
4511,1,5,Delete Child Period in EditCustomTimePeriod not secure,Other,Minor,2.0,A-21,7.6,9.6,0
4512,1,5,Service Reference: Filter for Definition Location is broken,Documentation,Minor,2.0,A-114,7.6,9.6,1
4513,1,5,Fix incorretly clsoed else tag in ftl,Bug fixing / Maintenance,Minor,2.0,A-134,7.6,9.6,1
4515,1,5,Return process fails on receiving,Bug fixing / Maintenance,Minor,2.0,A-36,7.6,9.6,1
4519,1,5,Improvements in 'Find Shipment' screen to make it consistent with other find screens,Feature / Improvement Implementation,Minor,2.0,A-77,7.6,9.6,1
452,1,5,Move hard-coded UI layout code from header.ftl to the global decorator,Feature / Improvement Implementation,Minor,2.0,A-321,7.6,9.6,1
4522,1,5,Create Return Screen should not show the created by field,Feature / Improvement Implementation,Minor,2.0,A-266,7.6,9.6,1
4524,1,5,Some UI Labels are missing on EditProductCost page,Feature / Improvement Implementation,Minor,2.0,A-165,7.6,9.6,0
4526,1,5,Add OFBiz 15.12 Repository Location to OFBiz Website Source Repositories List,Project / General Task,Minor,2.0,A-279,7.6,9.6,0
4529,1,5,Selected menu item doesn't get highlighted on Search in category screen,Feature / Improvement Implementation,Minor,2.0,A-265,7.6,9.6,0
4531,1,5,Empty brackets shown when no party associated with Quote. Screen breaks when clicking it,Bug fixing / Maintenance,Minor,2.0,A-4,7.6,9.6,1
4536,1,5,Exception thrown on sorting by projectId on Request List,Bug fixing / Maintenance,Minor,2.0,A-127,7.6,9.6,1
4555,1,5,Update Payment Gateway Config data for Payment Gateway Authorize.net ,Feature / Improvement Implementation,Minor,2.0,A-214,7.6,9.6,0
4564,1,5,Auto-complete on lookup field should be able to support filter by date.,Feature / Improvement Implementation,Minor,2.0,A-24,7.6,9.6,1
4565,1,5,Move minilang scripts from component://componentname/script/org/ofbiz to component://componentname/minilang,Project / General Task,Minor,2.0,A-123,7.6,9.6,0
457,1,5,Grey gaps between each related entity in entity reference,Documentation,Minor,2.0,A-98,7.6,9.6,1
4570,1,5,Date time field is not working properly in case of multiple parent category rollup,Bug fixing / Maintenance,Minor,2.0,A-171,7.6,9.6,1
4577,1,5,Migrate promotext.properties to UiLabels,Feature / Improvement Implementation,Minor,2.0,A-189,7.6,9.6,0
458,1,5,Lead Time Shown in ecommerce,Feature / Improvement Implementation,Minor,2.0,A-5,7.6,9.6,1
4583,1,5,Formatting and renaming of the CSS files as per best practices,Feature / Improvement Implementation,Minor,2.0,A-267,7.6,9.6,1
4589,1,5,Remove product feature in Quick Admin page not secure,Other,Minor,2.0,A-45,7.6,9.6,0
4592,1,5,Edit Content Purpose update button is of no use. No editable field is present in form,Bug fixing / Maintenance,Minor,2.0,A-325,7.6,9.6,1
4595,1,5,Add Product lookup when associating product with location from Edit Facility Location page,Build & Release Engineering,Minor,2.0,A-60,7.6,9.6,1
4597,1,5,Status dropdown is empty on creating Quote,Bug fixing / Maintenance,Minor,2.0,A-163,7.6,9.6,1
4600,1,5,Inconsistent UI for Update and Expire button at Facility Contact Information Screen,Build & Release Engineering,Minor,2.0,A-86,7.6,9.6,0
4602,1,5,db connections remain open and unused on startup,Bug fixing / Maintenance,Minor,2.0,A-365,7.6,9.6,1
4604,1,5,"If promo text contains any HTML elements elements, it is not getting properly rendered on order return screen",Feature / Improvement Implementation,Minor,2.0,A-73,7.6,9.6,1
4607,1,5,Missing UiLabel on Product Inventory Summary page,Bug fixing / Maintenance,Minor,2.0,A-150,7.6,9.6,1
4608,1,5,Do my sales invoice will print along with Barcode at bottom,Project / General Task,Minor,2.0,A-240,7.6,9.6,0
4609,1,5,"TimeSheet list has editable fields, it should be display fields",Bug fixing / Maintenance,Minor,2.0,A-187,7.6,9.6,1
4611,1,5,In Facility find shipment button doesn't work on first click,Bug fixing / Maintenance,Minor,2.0,A-87,7.6,9.6,1
4612,1,5,Product based promotion calculation,Feature / Improvement Implementation,Minor,2.0,A-327,7.6,9.6,1
4618,1,5,Mime Type Id field on Content Lookup displayed Html Encoded String for special character,Bug fixing / Maintenance,Minor,2.0,A-322,7.6,9.6,1
4626,1,5,Product name is showing multiple time on create purchase order,Feature / Improvement Implementation,Minor,2.0,A-141,7.6,9.6,1
4627,1,5,"Not selecting 'project Id' on creating a new task, it is being created for the first project from the list of Project Ids",Bug fixing / Maintenance,Minor,2.0,A-22,7.6,9.6,1
4630,1,5,Catalog : Showing error when duplicating product,Feature / Improvement Implementation,Minor,2.0,A-374,7.6,9.6,1
4633,1,5,Hovering over logo section show layout settings markup in Tomahawk theme,Bug fixing / Maintenance,Minor,2.0,A-156,7.6,9.6,1
4638,1,5,Required client side validation on sending BIRT report by mail,Design & API Evolution,Minor,2.0,A-248,7.6,9.6,0
464,1,5,The lookup in UserLogin screen excludes logins not associated to a Party.,Bug fixing / Maintenance,Minor,2.0,A-375,7.6,9.6,0
4640,1,5,"OrderId, PartId showing multiple times in ReceiveInventoryAgainstPurchaseOrder screen.",Bug fixing / Maintenance,Minor,2.0,A-37,7.6,9.6,1
4642,1,5,Ui Label 'SecurityGroup' and 'AddUserLoginToSecurityGroup' is not getting rendered on scrum component,Bug fixing / Maintenance,Minor,2.0,A-182,7.6,9.6,1
4646,1,5,UI improvements on XML Data Export screen in Framework webtools,Bug fixing / Maintenance,Minor,2.0,A-94,7.6,9.6,1
4647,1,5,'Data' suffix is missing in the name of some data files ,Bug fixing / Maintenance,Minor,2.0,A-262,7.6,9.6,1
465,1,5,translate opensourcestrategies' CRM/SFA into simplified chinese,Feature / Improvement Implementation,Minor,2.0,A-238,7.6,9.6,1
4653,1,5,Require check on Add Facility Party Role Screen,Build & Release Engineering,Minor,2.0,A-179,7.6,9.6,1
4655,1,5,Inconsistent UI for keyword search Screen of ebay component,Feature / Improvement Implementation,Minor,2.0,A-153,7.6,9.6,0
466,1,5,approveOrder is connected to nothing,Bug fixing / Maintenance,Minor,2.0,A-274,7.6,9.6,1
4660,1,5,The UI of payment section distorts when there is a billing account present for a customer while placing a sales order,Build & Release Engineering,Minor,2.0,A-227,7.6,9.6,0
4662,1,5,Improper UI of View and Edit button on shipment page,Feature / Improvement Implementation,Minor,2.0,A-282,7.6,9.6,0
467,1,5,calcop attribute definition conflict,Bug fixing / Maintenance,Minor,2.0,A-144,7.6,9.6,0
4672,1,5,Missing UI Label at Production Run Assoc screen,Feature / Improvement Implementation,Minor,2.0,A-314,7.6,9.6,1
4676,1,5,UiLabels missing on Examples PDF,Bug fixing / Maintenance,Minor,2.0,A-120,7.6,9.6,1
4679,1,5,Hide Rule Id field when creating Product Manufacturing Rule     ,Feature / Improvement Implementation,Minor,2.0,A-57,7.6,9.6,1
4687,1,5,"On order list page, the 'All' checkbox for status field does not work properly",Feature / Improvement Implementation,Minor,2.0,A-225,7.6,9.6,1
4694,1,5,While adding new skill to any party the old skills are get disappeared from the party skill list,Feature / Improvement Implementation,Minor,2.0,A-332,7.6,9.6,1
4695,1,5,Attr Name should not be allowed to edit while updating Party Attribute record,Bug fixing / Maintenance,Minor,2.0,A-137,7.6,9.6,1
4696,1,5,Error message not visible properly after adding item in webpos,Bug fixing / Maintenance,Minor,2.0,A-394,7.6,9.6,1
47,1,5,Delete botton in ListCommunications does not delete underlying data.,Bug fixing / Maintenance,Minor,2.0,A-32,7.6,9.6,1
4710,1,5,Show price column in supplier product lookup during PO creation,Feature / Improvement Implementation,Minor,2.0,A-54,7.6,9.6,0
4713,1,5,Entered To Name is not getting stored when creating Party Invitation,Bug fixing / Maintenance,Minor,2.0,A-186,7.6,9.6,1
4714,1,5,Hide product sub menus while creating new product,Bug fixing / Maintenance,Minor,2.0,A-190,7.6,9.6,0
4716,1,5,Add lookup for approver party at leave approval find form,Feature / Improvement Implementation,Minor,2.0,A-97,7.6,9.6,1
4725,1,5,Add content lookup when adding Content to Product Config Item,Feature / Improvement Implementation,Minor,2.0,A-147,7.6,9.6,0
473,1,5,there is not corresponding CommonEntityLabels_zh.properties file for simplified chinese translation,Feature / Improvement Implementation,Minor,2.0,A-216,7.6,9.6,1
4730,1,5,"""Tasks"" menu is showing selected when click in scrum component",Feature / Improvement Implementation,Minor,2.0,A-158,7.6,9.6,0
4731,1,5,Success message should be shown on screen for successfully applied promotion ,Feature / Improvement Implementation,Minor,2.0,A-380,7.6,9.6,1
4732,1,5,Use 'conditionFields' instead of 'andCondition' in Lookup screen,Feature / Improvement Implementation,Minor,2.0,A-203,7.6,9.6,1
4733,1,5,Use 'conditionField' in LookupCustomerName,Other,Minor,2.0,A-399,7.6,9.6,0
4735,1,5,FromDate and ThruDate shows empty for WorkEffort Children ,Bug fixing / Maintenance,Minor,2.0,A-235,7.6,9.6,1
4747,1,5,Invalid content was found starting with element 'xls',Bug fixing / Maintenance,Minor,2.0,A-130,7.6,9.6,1
4749,1,5,Add a look-up for Product Id at Add Product Store Surveys screen,Feature / Improvement Implementation,Minor,2.0,A-181,7.6,9.6,0
4750,1,5,Unable to set thru date for List survey screen of project component if more than one survey in available.,Feature / Improvement Implementation,Minor,2.0,A-196,7.6,9.6,1
4756,1,5,Use Pandoc to integrate our README.MD from repo to Confluence,Documentation,Minor,2.0,A-347,7.6,9.6,0
4762,1,5,Allow filtering Task by Phase Name,Feature / Improvement Implementation,Minor,2.0,A-71,7.6,9.6,1
4766,1,5,iterateOverActiveComponents exists twice,Other,Minor,2.0,A-168,7.6,9.6,0
4767,1,5,Error adding foreign key: ModelEntity was null for related entity name Tenant,Bug fixing / Maintenance,Minor,2.0,A-16,7.6,9.6,1
4768,1,5,Ignoring invalid field name [parentTypeId] found for the entity: DeductionType with value,Feature / Improvement Implementation,Minor,2.0,A-58,7.6,9.6,1
477,1,5,Billing Account Purchase doesn't cover Taxes,Bug fixing / Maintenance,Minor,2.0,A-245,7.6,9.6,1
4775,1,5,converting the calls from ${bsh: to groovy calls.,Other,Minor,2.0,A-64,7.6,9.6,1
4777,1,5,Demo data for serialized and non-serialised product,Other,Minor,2.0,A-6,7.6,9.6,0
4778,1,5,Have gradle produce logs,Build & Release Engineering,Minor,2.0,A-39,7.6,9.6,1
478,1,5,Clean up Webtools Main page UI,Feature / Improvement Implementation,Minor,2.0,A-7,7.6,9.6,1
4780,1,5,use correct provider for xpp3:1.1.4c_7 library,Other,Minor,2.0,A-361,7.6,9.6,0
4783,1,5,Fix or remove scripts in tools folder,Bug fixing / Maintenance,Minor,2.0,A-359,7.6,9.6,1
4786,1,5,Province data for South Africa via GeoData_ZA.xml and address format for South Africa in GeoData.xml,Feature / Improvement Implementation,Minor,2.0,A-231,7.6,9.6,0
4803,1,5,Problem creating multiple payments for Sales Orders,Bug fixing / Maintenance,Minor,2.0,A-51,7.6,9.6,1
4807,1,5,Investigate how we could use Gradle GUI to provide users a friendly UX when using plugins,Build & Release Engineering,Minor,2.0,A-301,7.6,9.6,0
4808,1,5,Console Warning : No parameter found for override parameter named,Bug fixing / Maintenance,Minor,2.0,A-138,7.6,9.6,1
4809,1,5,OFBiz secured background process does not work on Windows,Other,Minor,2.0,A-400,7.6,9.6,0
