Task_ID,Topo_Level,Batch_Index,Summary,Task_Tag,Priority,Duration_Hours,Assigned_To,Start_Hour,End_Hour,Skill_Match
29,0,1,Change org.apache.hadoop.examples. AggregateWordCount and  org.apache.hadoop.examples.AggregateWordHistogram to use new mapreduce api.,Design & API Evolution,Major,17.6,A-290,0.0,19.8,1
32,0,1,Change org.apache.hadoop.mapred.lib.KeyFieldBasedComparator and org.apache.hadoop.mapred.lib.KeyFieldBasedPartitioner to use new api,Design & API Evolution,Major,19.8,A-720,0.0,19.8,1
1000,1,1,correct example code in /api/org/apache/hadoop/util/Tool.html,Design & API Evolution,Trivial,1.6,A-139,19.8,21.8,1
1003,1,1,Hadoop Streaming JAR location might be updated,Build & Release Engineering,Trivial,1.6,A-1279,19.8,21.8,0
1010,1,1,Job ACL file should not be executable,Bug fixing / Maintenance,Trivial,1.6,A-8319,19.8,21.8,0
1019,1,1,ASF mapreduce,Other,Trivial,1.6,A-858,19.8,21.8,1
1024,1,1,Fix references to misspelled message name getProtocolSigature,Documentation,Trivial,1.6,A-8300,19.8,21.8,0
1047,1,1,Update BlockPlacementPolicyRaid,Feature / Improvement Implementation,Trivial,1.6,A-2504,19.8,21.8,1
1048,1,1,Spelling errors in log messages (MapTask),Bug fixing / Maintenance,Trivial,1.6,A-1257,19.8,21.8,1
105,1,1,Update ignore list,Bug fixing / Maintenance,Trivial,1.6,A-8260,19.8,21.8,1
1100,1,1,Monitoring the job tracker ui of hadoop using other open source monitoring tools like Nagios,Feature / Improvement Implementation,Trivial,1.6,A-940,19.8,21.8,1
1101,1,1,Make TestFairSchedulerSystem fail with more verbose output,Testing & Verification,Trivial,1.6,A-720,19.8,21.8,1
1118,1,1,Log the reason string of healthcheck script,Bug fixing / Maintenance,Trivial,1.6,A-8433,19.8,21.8,1
1122,1,1,"Show the reducer taskid and map/reduce tasktrackers for ""Failed fetch notification #_ for task attempt..."" log messages",Feature / Improvement Implementation,Trivial,1.6,A-8374,19.8,21.8,0
1152,1,1,Log blacklist debug count,Feature / Improvement Implementation,Trivial,1.6,A-8337,19.8,21.8,1
1158,1,1,missing spaces in error messages,Bug fixing / Maintenance,Trivial,1.6,A-8423,19.8,21.8,1
1162,1,1,JobSubmitter should use mapreduce.job.maps,Feature / Improvement Implementation,Trivial,1.6,A-8367,19.8,21.8,1
1170,1,1,ReinitTrackerAction class name misspelled RenitTrackerAction in task tracker log,Bug fixing / Maintenance,Trivial,1.6,A-1263,19.8,21.8,1
1212,1,1,Typo in comment in SimulatorLaunchTaskAction.java,Bug fixing / Maintenance,Trivial,1.6,A-8313,19.8,21.8,1
1269,1,1,Fixing spelling mistake in FairSchedulerServlet.java,Bug fixing / Maintenance,Trivial,1.6,A-907,19.8,21.8,1
1274,1,1,MR-279: Merge MR-279 related minor patches into trunk,Feature / Improvement Implementation,Trivial,1.6,A-8359,19.8,21.8,0
1276,1,1,Add a -classpath option to bin/mapred,Feature / Improvement Implementation,Trivial,1.6,A-1297,19.8,21.8,1
128,1,1,Provide a jobconf property for explicitly assigning a job to a pool,Build & Release Engineering,Trivial,1.6,A-8282,19.8,21.8,0
1294,1,1,Add a doc note about changes to io.sort.mb and io.sort.factor config params for SequenceFile sorting in DistCp,Documentation,Trivial,1.6,A-1109,19.8,21.8,1
134,1,1,Sqoop has some superfluous imports,Feature / Improvement Implementation,Trivial,1.6,A-1128,19.8,21.8,1
1376,1,1,[MR-279] Incorrect node ID info ,Bug fixing / Maintenance,Trivial,1.6,A-3549,19.8,21.8,1
1397,1,1,Fix the INSTALL file,Bug fixing / Maintenance,Trivial,1.6,A-1308,19.8,21.8,1
1407,1,1,Removing duplicate service provider in hadoop-mapreduce-client-jobclient,Design & API Evolution,Trivial,1.6,A-1228,19.8,21.8,1
1438,1,1,Missing instrumentation plugin class shouldn't crash the TT startup per design,Bug fixing / Maintenance,Trivial,1.6,A-930,19.8,21.8,1
1443,1,1,Missing log stmt for app submission fail CS,Bug fixing / Maintenance,Trivial,1.6,A-1125,19.8,21.8,1
1447,1,1,Improve checking of input for Api displayTasks() ,Design & API Evolution,Trivial,1.6,A-1147,19.8,21.8,0
1587,1,1,Fix broken merge of MR-2719 to 0.23 branch for the distributed shell test case ,Testing & Verification,Trivial,1.6,A-1048,19.8,21.8,1
1619,1,1,TaskTracker.java.orig accidentally checked in to 0.20-security-205,Bug fixing / Maintenance,Trivial,1.6,A-8402,19.8,21.8,1
1621,1,1,hadoop-assemblies/src/main/resources/assemblies/hadoop-mapreduce-dist.xml missing license header,Bug fixing / Maintenance,Trivial,1.6,A-854,19.8,21.8,1
1633,1,1,Change mode for hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/resources/mock-container-executor to 755 ,Testing & Verification,Trivial,1.6,A-8392,19.8,21.8,0
1651,1,1,Small cleanup in SchedulerApp,Code Refactoring & Cleanup,Trivial,1.6,A-8486,19.8,21.8,0
1719,1,1,contrib/raid compile breaks due to changes in hdfs/protocol/datatransfer/Sender#writeBlock related to checksum handling ,Bug fixing / Maintenance,Trivial,1.6,A-8347,19.8,21.8,0
1743,1,1,Uncomment eventlog settings from the documentation,Documentation,Trivial,1.6,A-1269,19.8,21.8,1
1815,1,1,mapreduce jsp pages missing DOCTYPE [post-split branches],Documentation,Trivial,1.6,A-8360,19.8,21.8,0
1844,1,1,Capacity Scheduler web UI has a spelling mistake for Memory.,Bug fixing / Maintenance,Trivial,1.6,A-3419,19.8,21.8,1
205,1,1,harchive doesn't use ToolRunner / harchive returns 0 even if the job fails with exception,Bug fixing / Maintenance,Trivial,1.6,A-8409,19.8,21.8,1
2109,1,1,Fix inconsistency in documentation regarding mapreduce.jobhistory.principal,Documentation,Trivial,1.6,A-8297,19.8,21.8,0
2113,1,1,javadoc the Service interfaces,Documentation,Trivial,1.6,A-8342,19.8,21.8,0
2164,1,1,MRBench allows Long-sized input-lines value but parses CLI argument as an Integer,Bug fixing / Maintenance,Trivial,1.6,A-758,19.8,21.8,1
2165,1,1,Streaming FAQ has some wrong instructions about input files splitting,Feature / Improvement Implementation,Trivial,1.6,A-8196,19.8,21.8,1
2182,1,1,Add jobname to jobsummary log,Feature / Improvement Implementation,Trivial,1.6,A-1185,19.8,21.8,1
2281,1,1,Committing is misspelled as commiting in task logs,Bug fixing / Maintenance,Trivial,1.6,A-749,19.8,21.8,1
236,1,1,Rename fair scheduler design doc to fair-scheduler-design-doc.tex and add Apache license header,Documentation,Trivial,1.6,A-8358,19.8,21.8,0
2420,1,1,Confusing warning message when GenericOptionsParser is not used,Bug fixing / Maintenance,Trivial,1.6,A-8412,19.8,21.8,1
2438,1,1,Update description of yarn.nodemanager.address property,Bug fixing / Maintenance,Trivial,1.6,A-8324,19.8,21.8,1
2487,1,1,Fix TotalOrderParitioner to work with non-WritableComparable key types,Bug fixing / Maintenance,Trivial,1.6,A-8429,19.8,21.8,0
2586,1,1,Make arguments in TestDFSIO case insensitive,Testing & Verification,Trivial,1.6,A-8479,19.8,21.8,0
2603,1,1,Remove obsolete option [-rootDir] from TestDFSIO,Testing & Verification,Trivial,1.6,A-6444,19.8,21.8,1
2659,1,1,Unnecessary conversions in History Events,Build & Release Engineering,Trivial,1.6,A-8475,19.8,21.8,1
266,1,1,Allow comments in mapred.hosts and mapred.hosts.exclude files,Feature / Improvement Implementation,Trivial,1.6,A-8264,19.8,21.8,0
268,1,1,vaidya script calls awk instead of nawk,Bug fixing / Maintenance,Trivial,1.6,A-8380,19.8,21.8,0
2706,1,1,"Fix typo ""receievd"" should be ""received"" in log output",Bug fixing / Maintenance,Trivial,1.6,A-8436,19.8,21.8,1
2722,1,1,flakey test: org.apache.hadoop.mapred.TestClusterMRNotification.testMR,Testing & Verification,Trivial,1.6,A-860,19.8,21.8,1
2761,1,1,TestDFSIO supports compression but usages doesn't reflect,Documentation,Trivial,1.6,A-8365,19.8,21.8,0
2766,1,1,Construct debug strings conditionally in ShuffleHandler.Shuffle#sendMapOutput(),Feature / Improvement Implementation,Trivial,1.6,A-6375,19.8,21.8,1
2778,1,1,Typo in javadoc for IdentityMapper class,Documentation,Trivial,1.6,A-8335,19.8,21.8,0
2787,1,1,JobHistory task attempts page sorts elapsed time wrong,Feature / Improvement Implementation,Trivial,1.6,A-6403,19.8,21.8,1
2809,1,1,Datajoin Package for reduce side join (in contrib folder) MRJobCOnfig class not present hadoop 1.0.3,Bug fixing / Maintenance,Trivial,1.6,A-8494,19.8,21.8,1
2880,1,1,incorrect exception message if min node size > min rack size,Bug fixing / Maintenance,Trivial,1.6,A-1238,19.8,21.8,1
291,1,1,Move test utilities from examples to test,Testing & Verification,Trivial,1.6,A-8397,19.8,21.8,0
309,1,1,hdfsJniHelper.h: Yahoo! specific paths are encoded,Bug fixing / Maintenance,Trivial,1.6,A-8382,19.8,21.8,1
3110,1,1,"Fix typo ""can't read paritions file""",Bug fixing / Maintenance,Trivial,1.6,A-1034,19.8,21.8,1
3181,1,1,Rename TestLineRecordReader in jobclient module,Testing & Verification,Trivial,1.6,A-1210,19.8,21.8,1
3189,1,1,ShuffleHandler using yarn.nodemanager.local-dirs instead of mapreduce.cluster.local.dir,Bug fixing / Maintenance,Trivial,1.6,A-1216,19.8,21.8,1
3215,1,1,TaskLogServlet#printTaskLog has spurious HTML closing tags,Bug fixing / Maintenance,Trivial,1.6,A-8321,19.8,21.8,1
3220,1,1,InputFormat and JobConf JavaDoc Fixes,Documentation,Trivial,1.6,A-1232,19.8,21.8,1
3233,1,1,"thread may hang forever, even after it receives all the expected data",Feature / Improvement Implementation,Trivial,1.6,A-1090,19.8,21.8,1
3242,1,1,"Add a log message like ""encrypted shuffle is ON"" in nodemanager logs",Feature / Improvement Implementation,Trivial,1.6,A-3507,19.8,21.8,1
3251,1,1,Job overview in History UI should list reducer phases in chronological order,Feature / Improvement Implementation,Trivial,1.6,A-8271,19.8,21.8,0
3326,1,1,JobImpl#makeUberDecision doesn't log that Uber mode is disabled because of too much CPUs,Build & Release Engineering,Trivial,1.6,A-7868,19.8,21.8,1
3327,1,1,yarn.app.am.resource.mb/cpu-vcores affects uber mode but is not documented,Documentation,Trivial,1.6,A-8333,19.8,21.8,0
3375,1,1,Move the default options for distcp -p to DistCpOptionSwitch,Feature / Improvement Implementation,Trivial,1.6,A-1277,19.8,21.8,1
3376,1,1,Fix typo 'programatically' in job.xml (and a few other places),Bug fixing / Maintenance,Trivial,1.6,A-1252,19.8,21.8,1
3443,1,1,Description of mapreduce.job.speculative.slowtaskthreshold in mapred-default should be moved into description tags,Bug fixing / Maintenance,Trivial,1.6,A-8378,19.8,21.8,0
3453,1,1,minor distcp doc edits,Documentation,Trivial,1.6,A-1211,19.8,21.8,1
3466,1,1,TestLineRecordReader may fail due to test data files checked out of git with incorrect line endings.,Testing & Verification,Trivial,1.6,A-817,19.8,21.8,1
3467,1,1,TestCombineFileInputFormat incorrectly starts 2 MiniDFSCluster instances.,Testing & Verification,Trivial,1.6,A-8323,19.8,21.8,1
3504,1,1,Minor typo in the EncryptedShuffle document about ssl-client.xml,Documentation,Trivial,1.6,A-997,19.8,21.8,1
3506,1,1,WordCount.java in mapreduce-examples.jar uses deprecated job object creation API,Build & Release Engineering,Trivial,1.6,A-6336,19.8,21.8,1
3577,1,1,Reuse historyFileAbsolute.getFileSystem in CompletedJob#loadFullHistoryData for code optimization.,Performance Optimization,Trivial,1.6,A-879,19.8,21.8,1
3586,1,1,Remove an extra parameter described in Javadoc of TockenCache,Documentation,Trivial,1.6,A-4094,19.8,21.8,1
3614,1,1,Documentation fix for when CRLA is enabled for MRAppMaster logs,Documentation,Trivial,1.6,A-8369,19.8,21.8,0
3624,1,1,mapreduce.terasort.final.sync configuration in TeraSort  doesn't work,Bug fixing / Maintenance,Trivial,1.6,A-8418,19.8,21.8,1
3631,1,1,The logger reports total input paths but it is referring to input files,Bug fixing / Maintenance,Trivial,1.6,A-6960,19.8,21.8,1
3642,1,1,Fix BaileyBorweinPlouffe CLI usage message ,Documentation,Trivial,1.6,A-782,19.8,21.8,1
3745,1,1,Lack of confirmation of debug log enabled in HistoryFileManager,Bug fixing / Maintenance,Trivial,1.6,A-8377,19.8,21.8,1
3747,1,1,Streaming documentation contains a stray '%' character.,Documentation,Trivial,1.6,A-794,19.8,21.8,1
3772,1,1,Fix typo in Job#setUseNewAPI,Bug fixing / Maintenance,Trivial,1.6,A-8464,19.8,21.8,1
3778,1,1,JobHistoryEventHandler should not swallow timeline response,Bug fixing / Maintenance,Trivial,1.6,A-8430,19.8,21.8,0
3808,1,1,Fix a typo (STRICT_IE6) in Encrypted Shuffle,Bug fixing / Maintenance,Trivial,1.6,A-8318,19.8,21.8,1
3854,1,1,"JobHistory page should add column for ""Application Priority""",Feature / Improvement Implementation,Trivial,1.6,A-8339,19.8,21.8,1
3904,1,1,io.sort.factor code default and mapred-default.xml values inconsistent,Bug fixing / Maintenance,Trivial,1.6,A-8305,19.8,21.8,1
3912,1,1,mapred pipes usage is non-standard and redundant,Documentation,Trivial,1.6,A-8293,19.8,21.8,0
3924,1,1,TaskAttemptImpl#createCommonContainerLaunchContext is longer than 150 lines,Bug fixing / Maintenance,Trivial,1.6,A-7,19.8,21.8,1
3925,1,1,YARNRunner#createApplicationSubmissionContext method is longer than 150 lines,Bug fixing / Maintenance,Trivial,1.6,A-8299,19.8,21.8,1
3941,1,1,MRApps.setMRFrameworkClasspath() unnecessarily declares that it throws IOException,Feature / Improvement Implementation,Trivial,1.6,A-8476,19.8,21.8,0
3950,1,1,Fix typo in javadoc for DistributedCache ,Documentation,Trivial,1.6,A-8288,19.8,21.8,0
4017,1,1,Understanding on process to start contribution,Feature / Improvement Implementation,Trivial,1.6,A-1138,19.8,21.8,1
4033,1,1,Fail to set job configuration by -D option in example WordMedian ,Bug fixing / Maintenance,Trivial,1.6,A-1050,19.8,21.8,1
4039,1,1,"Fix typo ""onf"" in DynamicInputChunk.java",Bug fixing / Maintenance,Trivial,1.6,A-8303,19.8,21.8,1
4045,1,1,TestClientDistributedCacheManager::testDetermineCacheVisibilities assumes all parent dirs set other exec,Testing & Verification,Trivial,1.6,A-8327,19.8,21.8,1
4123,1,1,Fix a spelling mistake in TestRMContainerAllocator ,Testing & Verification,Trivial,1.6,A-6958,19.8,21.8,0
4140,1,1,Review of LocalContainerAllocator,Feature / Improvement Implementation,Trivial,1.6,A-6947,19.8,21.8,1
4197,1,1,Fix spelling of isSplitable() to isSplitabble(),Bug fixing / Maintenance,Trivial,1.6,A-838,19.8,21.8,1
4199,1,1,Do Not Initialize Empty ArrayList in LocalContainerAllocator,Feature / Improvement Implementation,Trivial,1.6,A-3578,19.8,21.8,1
4208,1,1,Fix typo in MapReduce documentaion example,Documentation,Trivial,1.6,A-869,19.8,21.8,1
4231,1,1,Fix wrong comment in LongLong.java,Bug fixing / Maintenance,Trivial,1.6,A-1280,19.8,21.8,1
4287,1,1,Removing obsolete commented code,Feature / Improvement Implementation,Trivial,1.6,A-8477,19.8,21.8,1
452,1,1,Include tasktracker name in the task attempt error log,Feature / Improvement Implementation,Trivial,1.6,A-1826,19.8,21.8,1
510,1,1,TestTaskTrackerBlacklisting.AtestTrackerBlacklistingForJobFailures is mistyped.,Testing & Verification,Trivial,1.6,A-307,19.8,21.8,1
517,1,1,Args in job details links on jobhistory.jsp are not URL encoded,Bug fixing / Maintenance,Trivial,1.6,A-1281,19.8,21.8,1
518,1,1,Limit both numMapTasks and numReduceTasks,Feature / Improvement Implementation,Trivial,1.6,A-34,19.8,21.8,1
535,1,1,unchecked cast warnings in trunk,Bug fixing / Maintenance,Trivial,1.6,A-8328,19.8,21.8,1
660,1,1,[Rumen] Improvements to random seed generation ,Feature / Improvement Implementation,Trivial,1.6,A-763,19.8,21.8,1
676,1,1,"Get rid of fakeBlockLocations() on HarFileSystem, since it's not used",Bug fixing / Maintenance,Trivial,1.6,A-1286,19.8,21.8,1
678,1,1,JobStatus.getJobAcls() and setJobAcls should have javadoc,Documentation,Trivial,1.6,A-2858,19.8,21.8,1
679,1,1,Eclipse .classpath file should be generated from Ivy files to avoid duplicating dependencies,Build & Release Engineering,Trivial,1.6,A-4619,19.8,21.8,1
692,1,1,Add apache header to UserNamePermission.java,Bug fixing / Maintenance,Trivial,1.6,A-8272,19.8,21.8,1
765,1,1,[GridMix] Factor out GridMix constants into a separate file,Feature / Improvement Implementation,Trivial,1.6,A-1217,19.8,21.8,1
791,1,1,Remove unused streaming configuration from src,Bug fixing / Maintenance,Trivial,1.6,A-235,19.8,21.8,1
886,1,1,TestSubmitJob triggers NPE instead of permissions error,Testing & Verification,Trivial,1.6,A-53,19.8,21.8,1
896,1,1,Tutorial includes overly specified compilation command,Build & Release Engineering,Trivial,1.6,A-803,19.8,21.8,1
899,1,1,TestTrackerDistributedCacheManager should be up-front about requirements on build environment,Build & Release Engineering,Trivial,1.6,A-837,19.8,21.8,1
921,1,1,SequenceFile tests assume createWriter w/ overwrite,Testing & Verification,Trivial,1.6,A-6234,19.8,21.8,1
933,1,1,Re-generate fair scheduler design doc PDF,Documentation,Trivial,1.6,A-793,19.8,21.8,1
939,1,1,JobInProgress has some redundant lines in its ctor,Feature / Improvement Implementation,Trivial,1.6,A-870,19.8,21.8,1
970,1,1,Wong javadoc for TaskRunner's appendJobJarClasspaths method,Documentation,Trivial,1.6,A-8301,19.8,21.8,0
993,1,1,ClusterWithLinuxTaskController should accept relative path on the command line,Other,Trivial,1.6,A-3624,19.8,21.8,1
996,1,1,Fix logging in raid code.,Bug fixing / Maintenance,Trivial,1.6,A-8441,19.8,21.8,1
1,1,1,Restructure the hadoop.dfs package,Code Refactoring & Cleanup,Minor,2.0,A-8457,19.8,21.8,0
1008,1,1,Rumen TopologyBuilder ignores hostname info in ReduceAttemptFinishedEvent,Bug fixing / Maintenance,Minor,2.0,A-1239,19.8,21.8,1
102,1,1,"Sqoop should allow a ""where"" clause to avoid having to export entire tables",Feature / Improvement Implementation,Minor,2.0,A-8277,19.8,21.8,1
1022,1,1,Provide a shell interface for querying the status of FairScheduler,Design & API Evolution,Minor,2.0,A-118,19.8,21.8,1
1029,1,1,TestMRCLI fails when hostname has a hyphen (-),Testing & Verification,Minor,2.0,A-1212,19.8,21.8,0
103,1,1,"Sqoop depends on commons-cli, which is not in its ivy.xml.",Bug fixing / Maintenance,Minor,2.0,A-1189,19.8,21.8,1
1030,1,1,The status in the UI can be updated periodically without refreshing the page.,Bug fixing / Maintenance,Minor,2.0,A-225,19.8,21.8,1
1031,1,1,It is better to give Job start time instead of JobTracker start time in the JobTracker UI->Home.,Bug fixing / Maintenance,Minor,2.0,A-1027,19.8,21.8,1
1032,1,1,"Exception thrown in Jobtracker logs, when the Scheduler configured is FairScheduler.",Bug fixing / Maintenance,Minor,2.0,A-8427,19.8,21.8,1
1033,1,1,Better error handling in RaidShell,Bug fixing / Maintenance,Minor,2.0,A-6970,19.8,21.8,0
1038,1,1,HadoopArchives throwing NullPointerException while creating hadoop archives (.har files),Bug fixing / Maintenance,Minor,2.0,A-8396,19.8,21.8,1
1042,1,1,Throw better error message when malformed filenames in history dir,Bug fixing / Maintenance,Minor,2.0,A-4850,19.8,21.8,1
1044,1,1,Mark o.a.h.mapreduce.TaskReport as public?,Bug fixing / Maintenance,Minor,2.0,A-119,19.8,21.8,1
1066,1,1,Allow using a file to exclude certain tests from build,Build & Release Engineering,Minor,2.0,A-1195,19.8,21.8,1
1067,1,1,Using TableMapper Iterable IntWritables not passed to the reducer in order put by mapper,Feature / Improvement Implementation,Minor,2.0,A-1134,19.8,21.8,1
1068,1,1,JobConf.findContainingJar incorrectly transforms paths containing '+' character,Bug fixing / Maintenance,Minor,2.0,A-8485,19.8,21.8,1
1070,1,1,Improve exception thrown by SpillRecord for bad spill index,Feature / Improvement Implementation,Minor,2.0,A-8314,19.8,21.8,0
1073,1,1,Key/Value ordering within a single key/value set when multiple values exist for a key,Feature / Improvement Implementation,Minor,2.0,A-1047,19.8,21.8,1
1085,1,1,Dump scheduling detail if any jobs are running,Feature / Improvement Implementation,Minor,2.0,A-8344,19.8,21.8,0
1090,1,1,document multiple keys per reducer oddity in hadoop streaming FAQ,Documentation,Minor,2.0,A-1283,19.8,21.8,1
1097,1,1,Errors not shown in the JobHistory servlet (specifically Counter Limit Exceeded),Bug fixing / Maintenance,Minor,2.0,A-8438,19.8,21.8,1
1098,1,1,Jobs stall forever if mapred.task.cache.levels is set to 0.,Project / General Task,Minor,2.0,A-1662,19.8,21.8,1
1113,1,1,Fix FI build - broken after MR-2429,Bug fixing / Maintenance,Minor,2.0,A-736,19.8,21.8,1
1115,1,1,Set JvmContext sooner for a task - MR2429,Bug fixing / Maintenance,Minor,2.0,A-8366,19.8,21.8,1
1116,1,1,NoSuchMethodError: org.apache.hadoop.hdfs.TestDatanodeBlockScanner.corruptReplica(..),Testing & Verification,Minor,2.0,A-269,19.8,21.8,1
1117,1,1,"Allow for command line arguments when performing ""Run on Hadoop"" action.",Feature / Improvement Implementation,Minor,2.0,A-8404,19.8,21.8,0
1120,1,1,DBinputFormat throws OutOfMemory exceptions when importing large tables from PostgreSQL.,Bug fixing / Maintenance,Minor,2.0,A-824,19.8,21.8,1
1127,1,1,"MR 279: Write job conf along with JobHistory, other minor improvements",Feature / Improvement Implementation,Minor,2.0,A-22,19.8,21.8,1
1139,1,1,Add docs to the new API Partitioner on how to access Job Configuration data,Documentation,Minor,2.0,A-8341,19.8,21.8,0
1142,1,1,Hadoop Streaming (StreamJob) does not delete temporary job/package jar,Bug fixing / Maintenance,Minor,2.0,A-8345,19.8,21.8,0
1149,1,1,ChainReducer uses MAPPER_BY_VALUE instead of REDUCER_BY_VALUE,Bug fixing / Maintenance,Minor,2.0,A-8331,19.8,21.8,0
1156,1,1,The distributed cache cleanup thread has no monitoring to check to see if it has died for some reason,Code Refactoring & Cleanup,Minor,2.0,A-1272,19.8,21.8,1
1172,1,1,option to control sensitive web actions,Bug fixing / Maintenance,Minor,2.0,A-8340,19.8,21.8,1
1176,1,1,InputSampler.RandomSampler only accepts Text keys,Bug fixing / Maintenance,Minor,2.0,A-8421,19.8,21.8,1
1180,1,1,Backport trunk heuristics for failing maps when we get fetch failures retrieving map output during shuffle,Feature / Improvement Implementation,Minor,2.0,A-1120,19.8,21.8,1
1188,1,1,TestMRCLI broke due to change in usage output,Documentation,Minor,2.0,A-8453,19.8,21.8,0
1189,1,1,MR-279: The RM writes its log to yarn-mapred-resourcemanager-<RM_Host>.out,Bug fixing / Maintenance,Minor,2.0,A-8478,19.8,21.8,1
119,1,1,"Conf files not moved to ""done"" subdirectory after JT restart",Bug fixing / Maintenance,Minor,2.0,A-8459,19.8,21.8,1
1197,1,1,MR 279: NPE when requesting attemptids for completed jobs ,Bug fixing / Maintenance,Minor,2.0,A-960,19.8,21.8,1
1198,1,1,JvmInvalidate errors in the gridmix TT logs,Bug fixing / Maintenance,Minor,2.0,A-2750,19.8,21.8,1
1207,1,1,MR-279: Restarting resource manager with root capacity not equal to 100 percent should result in error,Bug fixing / Maintenance,Minor,2.0,A-8491,19.8,21.8,0
1214,1,1,MR 279: RM UI should redirect finished jobs to History UI,Feature / Improvement Implementation,Minor,2.0,A-8373,19.8,21.8,0
1217,1,1,MR279: Fix RM version in the cluster->about page ,Bug fixing / Maintenance,Minor,2.0,A-1157,19.8,21.8,1
1219,1,1,TaskTracker not purging userlog directories,Bug fixing / Maintenance,Minor,2.0,A-2119,19.8,21.8,1
1220,1,1,How to access Job Configuration file in Partitioner,Project / General Task,Minor,2.0,A-8351,19.8,21.8,0
1221,1,1,MR279: update yarn INSTALL doc,Documentation,Minor,2.0,A-8372,19.8,21.8,0
1223,1,1,"MR 279: miscellaneous UI, NPE fixes for JobHistory, UI",Bug fixing / Maintenance,Minor,2.0,A-8437,19.8,21.8,0
123,1,1,Make TestRackAwareTaskPlacement a unit test,Testing & Verification,Minor,2.0,A-8295,19.8,21.8,1
1230,1,1,Allow append arbitrary text at the end of generated query in DBOutputFormat class,Feature / Improvement Implementation,Minor,2.0,A-8259,19.8,21.8,1
1235,1,1,"TestCapacityScheduler fails with ""Queue ""q1"" does not exist""",Testing & Verification,Minor,2.0,A-1066,19.8,21.8,1
1236,1,1,"Remove the last remaining reference to ""io.sort.mb""",Documentation,Minor,2.0,A-8481,19.8,21.8,0
1237,1,1,Update ClusterMapReduceTestCase to use MiniDFSCluster.Builder,Build & Release Engineering,Minor,2.0,A-1215,19.8,21.8,1
1241,1,1,Class loading quirk prevents inner class method compilation,Feature / Improvement Implementation,Minor,2.0,A-8451,19.8,21.8,0
1242,1,1,MR-279: refreshQueues leads to NPEs when used w/FifoScheduler,Bug fixing / Maintenance,Minor,2.0,A-880,19.8,21.8,1
1243,1,1,MR-279: Add a getCounter(Enum) method to the Counters interface,Design & API Evolution,Minor,2.0,A-1194,19.8,21.8,1
1244,1,1,MapReduce Performance Improvements using forced heartbeat ,Performance Optimization,Minor,2.0,A-1294,19.8,21.8,0
1245,1,1,"MR-279: Fixup the exponentially smoothed runtime estimator, fix a couple of bugs in DataStatistics, and do a little bit of cleanup.",Bug fixing / Maintenance,Minor,2.0,A-1101,19.8,21.8,1
1246,1,1,Fix the ExponentiallySmoothedTaskRuntimeEstimator and its unit test,Testing & Verification,Minor,2.0,A-2695,19.8,21.8,0
1247,1,1,Fix two bugs in v2.app.speculate.DataStatistics,Bug fixing / Maintenance,Minor,2.0,A-1181,19.8,21.8,0
1260,1,1,MR-279: Accessing MapTaskImpl from TaskImpl,Bug fixing / Maintenance,Minor,2.0,A-8320,19.8,21.8,1
1262,1,1,MR-279: Refactoring StateMachineFactory inner classes,Bug fixing / Maintenance,Minor,2.0,A-1940,19.8,21.8,1
1264,1,1,MR-279: Add hostname:port to NM and RM info/about page,Bug fixing / Maintenance,Minor,2.0,A-994,19.8,21.8,1
1268,1,1,Some new examples and test cases for them.,Testing & Verification,Minor,2.0,A-3404,19.8,21.8,1
1271,1,1,MR-279: JobHistory Server should not use tables for layout,Design & API Evolution,Minor,2.0,A-8343,19.8,21.8,0
1275,1,1,Enhance job-client cli to show queue information for running jobs,Design & API Evolution,Minor,2.0,A-1163,19.8,21.8,0
129,1,1,"node health check script does not refresh the ""reason for blacklisting""",Bug fixing / Maintenance,Minor,2.0,A-5631,19.8,21.8,1
13,1,1,Improve limit handling in fairshare scheduler,Feature / Improvement Implementation,Minor,2.0,A-8388,19.8,21.8,1
130,1,1,node health check script does not display the correct message on timeout,Bug fixing / Maintenance,Minor,2.0,A-8306,19.8,21.8,1
1311,1,1,mr279: Application EXPIRED_PENDING to FAILED state transition incomplete,Bug fixing / Maintenance,Minor,2.0,A-1296,19.8,21.8,1
1327,1,1,Build does not pass along properties to contrib builds,Bug fixing / Maintenance,Minor,2.0,A-1145,19.8,21.8,1
1331,1,1,JobControl can drop jobs if an error occurs,Bug fixing / Maintenance,Minor,2.0,A-8492,19.8,21.8,0
1342,1,1,[MR-279] server.api.records.NodeHealthStatus renamed but not updated in client NodeHealthStatus.java,Bug fixing / Maintenance,Minor,2.0,A-8265,19.8,21.8,0
1343,1,1,[MR-279] Add a startup msg while starting RM/NM,Bug fixing / Maintenance,Minor,2.0,A-2746,19.8,21.8,1
1348,1,1,mr279 RM application finishtime not set,Bug fixing / Maintenance,Minor,2.0,A-1295,19.8,21.8,1
135,1,1,Allow pool and user default settings to be set through poolDefaults and userDefaults elements,Feature / Improvement Implementation,Minor,2.0,A-8310,19.8,21.8,1
1368,1,1,pull MAPREDUCE-2797 into mr279 branch,Bug fixing / Maintenance,Minor,2.0,A-6177,19.8,21.8,1
1370,1,1,Provide option to fail jobs when submitted to non-existent pools.,Feature / Improvement Implementation,Minor,2.0,A-8338,19.8,21.8,1
