from_issue_key,to_issue_key,link_type,raw_link_type,direction
MAPREDUCE-4238,MAPREDUCE-4270,relates to,Reference,outward
MAPREDUCE-4783,MAPREDUCE-4238,is related to,Reference,inward
MAPREDUCE-4234,MAPREDUCE-4504,breaks,Regression,outward
HDFS-3363,MAPREDUCE-4231,is broken by,Regression,inward
MAPREDUCE-4229,MAPREDUCE-4303,duplicates,Duplicate,outward
MAPREDUCE-4963,MAPREDUCE-4227,is duplicated by,Duplicate,inward
MAPREDUCE-4218,HIVE-2804,blocks,Blocker,outward
MAPREDUCE-4218,MAPREDUCE-4294,relates to,Reference,outward
MAPREDUCE-4218,MAPREDUCE-3889,relates to,Reference,outward
CASSANDRA-4208,MAPREDUCE-4216,is related to,Reference,inward
MAPREDUCE-3659,MAPREDUCE-4210,is required by,Required,inward
MAPREDUCE-4205,HADOOP-8325,depends upon,dependent,outward
MAPREDUCE-4204,MAPREDUCE-4203,blocks,Blocker,outward
YARN-57,MAPREDUCE-4204,is related to,Reference,inward
MAPREDUCE-4204,MAPREDUCE-4203,is blocked by,Blocker,inward
HADOOP-8079,MAPREDUCE-4203,is part of,Incorporates,inward
MAPREDUCE-4201,MAPREDUCE-4203,is related to,Reference,inward
HADOOP-7549,MAPREDUCE-4202,is broken by,Regression,inward
HADOOP-8079,MAPREDUCE-4201,is part of,Incorporates,inward
MAPREDUCE-4201,MAPREDUCE-4203,relates to,Reference,outward
MAPREDUCE-4195,MAPREDUCE-3674,is a clone of,Cloners,outward
MAPREDUCE-4193,HADOOP-8824,duplicates,Duplicate,outward
MAPREDUCE-4180,HADOOP-8303,duplicates,Duplicate,outward
MAPREDUCE-4178,HADOOP-8302,duplicates,Duplicate,outward
HADOOP-8301,MAPREDUCE-4172,is blocked by,Blocker,inward
HADOOP-8198,MAPREDUCE-4168,is part of,Incorporates,inward
HADOOP-11574,MAPREDUCE-4168,is depended upon by,dependent,inward
HADOOP-8373,MAPREDUCE-4162,is blocked by,Blocker,inward
MAPREDUCE-4161,HADOOP-8286,depends upon,dependent,outward
MAPREDUCE-4157,MAPREDUCE-4135,blocks,Blocker,outward
MAPREDUCE-4150,HDFS-2983,relates to,Reference,outward
MAPREDUCE-4150,YARN-666,relates to,Reference,outward
YARN-819,MAPREDUCE-4150,is related to,Reference,inward
MAPREDUCE-5831,MAPREDUCE-4150,is related to,Reference,inward
MAPREDUCE-4150,HADOOP-8280,depends upon,dependent,outward
MAPREDUCE-4146,MAPREDUCE-5186,relates to,Reference,outward
MAPREDUCE-3942,MAPREDUCE-4139,is part of,Incorporates,inward
MAPREDUCE-4135,MAPREDUCE-4137,is duplicated by,Duplicate,inward
MAPREDUCE-4157,MAPREDUCE-4135,is blocked by,Blocker,inward
MAPREDUCE-4135,MAPREDUCE-4137,duplicates,Duplicate,outward
MAPREDUCE-4135,HADOOP-8325,depends upon,dependent,outward
HADOOP-8288,MAPREDUCE-4134,is related to,Reference,inward
MAPREDUCE-4128,MAPREDUCE-3921,blocks,Blocker,outward
YARN-1963,MAPREDUCE-4127,is duplicated by,Duplicate,inward
MAPREDUCE-4121,MAPREDUCE-1119,duplicates,Duplicate,outward
MAPREDUCE-4019,MAPREDUCE-4120,is duplicated by,Duplicate,inward
MAPREDUCE-2955,MAPREDUCE-4118,is duplicated by,Duplicate,inward
MAPREDUCE-4114,MAPREDUCE-3540,duplicates,Duplicate,outward
HADOOP-8007,MAPREDUCE-4103,is related to,Reference,inward
MAPREDUCE-5023,MAPREDUCE-4102,is related to,Reference,inward
MAPREDUCE-4099,YARN-2261,relates to,Reference,outward
MAPREDUCE-4094,MAPREDUCE-4096,is duplicated by,Duplicate,inward
MAPREDUCE-4094,MAPREDUCE-4095,is related to,Reference,inward
MAPREDUCE-4094,MAPREDUCE-4096,duplicates,Duplicate,outward
MAPREDUCE-4094,MAPREDUCE-4095,relates to,Reference,outward
MAPREDUCE-4088,MAPREDUCE-2364,relates to,Reference,outward
MAPREDUCE-4088,MAPREDUCE-4749,breaks,Regression,outward
MAPREDUCE-4080,MAPREDUCE-3972,duplicates,Duplicate,outward
HADOOP-12097,MAPREDUCE-4079,is related to,Reference,inward
MAPREDUCE-4079,HADOOP-8227,depends upon,dependent,outward
MAPREDUCE-3693,MAPREDUCE-4072,is related to,Reference,inward
MAPREDUCE-4069,MAPREDUCE-5199,duplicates,Duplicate,outward
MAPREDUCE-4408,MAPREDUCE-4068,is required by,Required,inward
MAPREDUCE-3955,MAPREDUCE-4067,is blocked by,Blocker,inward
YARN-142,MAPREDUCE-4067,is blocked by,Blocker,inward
MAPREDUCE-4061,MAPREDUCE-4062,is related to,Reference,inward
MAPREDUCE-4061,MAPREDUCE-4062,relates to,Reference,outward
MAPREDUCE-4060,HADOOP-8005,relates to,Reference,outward
MAPREDUCE-4059,MAPREDUCE-4024,depends upon,dependent,outward
MAPREDUCE-4058,YARN-443,relates to,Reference,outward
HDFS-3089,MAPREDUCE-4057,is related to,Reference,inward
HDFS-1623,MAPREDUCE-4057,is broken by,Regression,inward
HADOOP-8200,MAPREDUCE-4056,is related to,Reference,inward
MAPREDUCE-4055,MAPREDUCE-3972,relates to,Reference,outward
MAPREDUCE-4053,MAPREDUCE-4538,duplicates,Duplicate,outward
MAPREDUCE-4053,MAPREDUCE-4539,duplicates,Duplicate,outward
MAPREDUCE-4052,YARN-1298,duplicates,Duplicate,outward
MAPREDUCE-5655,MAPREDUCE-4052,is duplicated by,Duplicate,inward
YARN-1824,MAPREDUCE-4052,is related to,Reference,inward
MAPREDUCE-5329,MAPREDUCE-4049,is related to,Reference,inward
MAPREDUCE-4812,MAPREDUCE-4049,is related to,Reference,inward
MAPREDUCE-2454,MAPREDUCE-4049,is related to,Reference,inward
MAPREDUCE-3060,MAPREDUCE-4049,is related to,Reference,inward
MAPREDUCE-4977,MAPREDUCE-4049,is related to,Reference,inward
MAPREDUCE-4045,MAPREDUCE-3706,duplicates,Duplicate,outward
MAPREDUCE-2454,MAPREDUCE-4039,is related to,Reference,inward
HADOOP-8638,MAPREDUCE-4036,is cloned by,Cloners,inward
HADOOP-8498,MAPREDUCE-4035,is duplicated by,Duplicate,inward
HADOOP-8363,MAPREDUCE-4035,is duplicated by,Duplicate,inward
MAPREDUCE-4027,MAPREDUCE-3812,duplicates,Duplicate,outward
MAPREDUCE-4027,MAPREDUCE-4026,incorporates,Incorporates,outward
MAPREDUCE-4026,MAPREDUCE-3812,duplicates,Duplicate,outward
MAPREDUCE-4027,MAPREDUCE-4026,is part of,Incorporates,inward
MAPREDUCE-4026,MAPREDUCE-3812,supercedes,Supercedes,outward
MAPREDUCE-4059,MAPREDUCE-4024,is depended upon by,dependent,inward
YARN-2336,MAPREDUCE-4020,is related to,Reference,inward
MAPREDUCE-4019,MAPREDUCE-4120,duplicates,Duplicate,outward
MAPREDUCE-4012,MAPREDUCE-5589,relates to,Reference,outward
MAPREDUCE-4011,MAPREDUCE-4010,duplicates,Duplicate,outward
MAPREDUCE-4011,MAPREDUCE-4010,is duplicated by,Duplicate,inward
OOZIE-761,MAPREDUCE-4007,is depended upon by,dependent,inward
MAPREDUCE-4001,MAPREDUCE-516,relates to,Reference,outward
MAPREDUCE-3989,HADOOP-8149,requires,Required,outward
MAPREDUCE-3984,MAPREDUCE-3621,duplicates,Duplicate,outward
MAPREDUCE-3143,MAPREDUCE-3977,is related to,Reference,inward
MAPREDUCE-3855,MAPREDUCE-3974,is duplicated by,Duplicate,inward
MAPREDUCE-4080,MAPREDUCE-3972,is duplicated by,Duplicate,inward
MAPREDUCE-4055,MAPREDUCE-3972,is related to,Reference,inward
MAPREDUCE-3958,MAPREDUCE-3353,depends upon,dependent,outward
HADOOP-8124,MAPREDUCE-3956,is part of,Incorporates,inward
MAPREDUCE-3955,MAPREDUCE-4067,blocks,Blocker,outward
MAPREDUCE-3954,HADOOP-9902,relates to,Reference,outward
MAPREDUCE-3944,MAPREDUCE-3954,is depended upon by,dependent,inward
YARN-193,MAPREDUCE-3946,is duplicated by,Duplicate,inward
YARN-56,MAPREDUCE-3946,is duplicated by,Duplicate,inward
MAPREDUCE-3944,MAPREDUCE-3954,depends upon,dependent,outward
MAPREDUCE-3942,YARN-39,blocks,Blocker,outward
MAPREDUCE-3942,MAPREDUCE-4139,incorporates,Incorporates,outward
MAPREDUCE-3940,YARN-39,blocks,Blocker,outward
MAPREDUCE-3940,MAPREDUCE-2742,duplicates,Duplicate,outward
MAPREDUCE-3933,HBASE-5529,relates to,Reference,outward
MAPREDUCE-6933,MAPREDUCE-3932,is duplicated by,Duplicate,inward
MAPREDUCE-3922,MAPREDUCE-3890,duplicates,Duplicate,outward
MAPREDUCE-3922,MAPREDUCE-3880,relates to,Reference,outward
MAPREDUCE-3922,HADOOP-7276,relates to,Reference,outward
MAPREDUCE-3353,MAPREDUCE-3921,is blocked by,Blocker,inward
MAPREDUCE-4128,MAPREDUCE-3921,is blocked by,Blocker,inward
MAPREDUCE-4376,MAPREDUCE-3921,is related to,Reference,inward
MAPREDUCE-3917,YARN-1226,relates to,Reference,outward
BIGTOP-464,MAPREDUCE-3916,is related to,Reference,inward
MAPREDUCE-3912,MAPREDUCE-3506,duplicates,Duplicate,outward
MAPREDUCE-3907,MAPREDUCE-3906,relates to,Reference,outward
MAPREDUCE-3907,MAPREDUCE-3906,is related to,Reference,inward
YARN-75,MAPREDUCE-3902,is blocked by,Blocker,inward
MAPREDUCE-3902,MAPREDUCE-4596,relates to,Reference,outward
MAPREDUCE-4525,MAPREDUCE-3902,is related to,Reference,inward
MAPREDUCE-4649,MAPREDUCE-3900,is duplicated by,Duplicate,inward
HADOOP-8079,MAPREDUCE-3898,is part of,Incorporates,inward
MAPREDUCE-3922,MAPREDUCE-3890,is duplicated by,Duplicate,inward
MAPREDUCE-4218,MAPREDUCE-3889,is related to,Reference,inward
MAPREDUCE-4294,MAPREDUCE-3889,is related to,Reference,inward
MAPREDUCE-3883,MAPREDUCE-4276,relates to,Reference,outward
MAPREDUCE-3540,MAPREDUCE-3881,is related to,Reference,inward
MAPREDUCE-3922,MAPREDUCE-3880,is related to,Reference,inward
MAPREDUCE-3877,YARN-117,relates to,Reference,outward
MAPREDUCE-2775,MAPREDUCE-3874,is duplicated by,Duplicate,inward
MAPREDUCE-5080,MAPREDUCE-3872,is duplicated by,Duplicate,inward
YARN-144,MAPREDUCE-3869,is related to,Reference,inward
MAPREDUCE-3868,HDFS-3648,relates to,Reference,outward
MAPREDUCE-3868,MAPREDUCE-4266,relates to,Reference,outward
HDFS-7285,MAPREDUCE-3868,is superceded by,Supercedes,inward
YARN-144,MAPREDUCE-3867,is related to,Reference,inward
MAPREDUCE-3864,HDFS-2950,relates to,Reference,outward
MAPREDUCE-3863,OOZIE-672,blocks,Blocker,outward
MAPREDUCE-3862,MAPREDUCE-3746,duplicates,Duplicate,outward
MAPREDUCE-3860,HADOOP-9219,duplicates,Duplicate,outward
MAPREDUCE-3705,MAPREDUCE-3860,is related to,Reference,inward
MAPREDUCE-3582,MAPREDUCE-3860,is related to,Reference,inward
YARN-751,MAPREDUCE-3859,is cloned by,Cloners,inward
MAPREDUCE-5255,MAPREDUCE-3858,is related to,Reference,inward
MAPREDUCE-3855,MAPREDUCE-3974,duplicates,Duplicate,outward
MAPREDUCE-3854,MAPREDUCE-3767,duplicates,Duplicate,outward
MAPREDUCE-3853,MAPREDUCE-3852,duplicates,Duplicate,outward
MAPREDUCE-3853,MAPREDUCE-3852,is duplicated by,Duplicate,inward
MAPREDUCE-3825,MAPREDUCE-3850,is related to,Reference,inward
MAPREDUCE-3825,MAPREDUCE-3849,is related to,Reference,inward
MAPREDUCE-3849,HADOOP-8048,depends upon,dependent,outward
MAPREDUCE-3846,MAPREDUCE-3802,blocks,Blocker,outward
MAPREDUCE-3802,MAPREDUCE-3846,is related to,Reference,inward
MAPREDUCE-3634,MAPREDUCE-3846,is related to,Reference,inward
MAPREDUCE-3716,MAPREDUCE-3844,is duplicated by,Duplicate,inward
MAPREDUCE-3843,MAPREDUCE-3354,is a clone of,Cloners,outward
YARN-981,MAPREDUCE-3841,is duplicated by,Duplicate,inward
HADOOP-10139,MAPREDUCE-3839,is part of,Incorporates,inward
MAPREDUCE-3583,MAPREDUCE-3836,is duplicated by,Duplicate,inward
YARN-249,MAPREDUCE-3835,is duplicated by,Duplicate,inward
MAPREDUCE-3829,MAPREDUCE-2006,relates to,Reference,outward
MAPREDUCE-3827,MAPREDUCE-3524,blocks,Blocker,outward
MAPREDUCE-3749,MAPREDUCE-3827,is broken by,Regression,inward
HADOOP-7967,MAPREDUCE-3825,is blocked by,Blocker,inward
MAPREDUCE-3825,HDFS-2854,relates to,Reference,outward
MAPREDUCE-3825,HADOOP-8048,relates to,Reference,outward
MAPREDUCE-3825,MAPREDUCE-3849,relates to,Reference,outward
MAPREDUCE-3825,MAPREDUCE-3850,relates to,Reference,outward
MAPREDUCE-3823,MAPREDUCE-3524,blocks,Blocker,outward
MAPREDUCE-3808,MAPREDUCE-3821,is duplicated by,Duplicate,inward
MAPREDUCE-3820,YARN-522,relates to,Reference,outward
HDFS-2895,MAPREDUCE-3818,is related to,Reference,inward
MAPREDUCE-3815,MAPREDUCE-3524,blocks,Blocker,outward
MAPREDUCE-3813,MAPREDUCE-3524,blocks,Blocker,outward
MAPREDUCE-4026,MAPREDUCE-3812,is duplicated by,Duplicate,inward
MAPREDUCE-4027,MAPREDUCE-3812,is duplicated by,Duplicate,inward
MAPREDUCE-3719,MAPREDUCE-3812,is related to,Reference,inward
MAPREDUCE-4026,MAPREDUCE-3812,is superceded by,Supercedes,inward
MAPREDUCE-5616,MAPREDUCE-3811,is related to,Reference,inward
MAPREDUCE-3810,MAPREDUCE-3524,blocks,Blocker,outward
MAPREDUCE-3809,MAPREDUCE-3524,blocks,Blocker,outward
MAPREDUCE-3808,MAPREDUCE-3524,blocks,Blocker,outward
MAPREDUCE-3808,MAPREDUCE-3821,duplicates,Duplicate,outward
MAPREDUCE-3711,MAPREDUCE-3808,is broken by,Regression,inward
MAPREDUCE-3719,MAPREDUCE-3805,is related to,Reference,inward
HDFS-2864,MAPREDUCE-3803,is broken by,Regression,inward
MAPREDUCE-3846,MAPREDUCE-3802,is blocked by,Blocker,inward
MAPREDUCE-3802,MAPREDUCE-3846,relates to,Reference,outward
MAPREDUCE-3770,MAPREDUCE-3797,is duplicated by,Duplicate,inward
MAPREDUCE-3789,MAPREDUCE-516,relates to,Reference,outward
MAPREDUCE-3787,MAPREDUCE-3769,relates to,Reference,outward
MAPREDUCE-3773,YARN-179,breaks,Regression,outward
MAPREDUCE-3770,MAPREDUCE-3719,blocks,Blocker,outward
MAPREDUCE-3770,MAPREDUCE-3797,duplicates,Duplicate,outward
MAPREDUCE-1687,MAPREDUCE-3769,is related to,Reference,inward
MAPREDUCE-3481,MAPREDUCE-3769,is related to,Reference,inward
MAPREDUCE-3787,MAPREDUCE-3769,is related to,Reference,inward
MAPREDUCE-3854,MAPREDUCE-3767,is duplicated by,Duplicate,inward
MAPREDUCE-3754,MAPREDUCE-3760,is blocked by,Blocker,inward
MAPREDUCE-3755,MAPREDUCE-4442,relates to,Reference,outward
MAPREDUCE-3754,MAPREDUCE-3760,blocks,Blocker,outward
MAPREDUCE-3719,MAPREDUCE-3754,is related to,Reference,inward
MAPREDUCE-3749,MAPREDUCE-3827,breaks,Regression,outward
MAPREDUCE-3862,MAPREDUCE-3746,is duplicated by,Duplicate,inward
MAPREDUCE-3740,HADOOP-7965,relates to,Reference,outward
MAPREDUCE-3143,MAPREDUCE-3738,is related to,Reference,inward
MAPREDUCE-3736,HADOOP-6233,relates to,Reference,outward
SQOOP-433,MAPREDUCE-3736,is related to,Reference,inward
MAPREDUCE-3732,MAPREDUCE-3719,blocks,Blocker,outward
HADOOP-8023,MAPREDUCE-3727,is blocked by,Blocker,inward
MAPREDUCE-4324,MAPREDUCE-3727,is broken by,Regression,inward
MAPREDUCE-3721,MAPREDUCE-3719,blocks,Blocker,outward
MAPREDUCE-4842,MAPREDUCE-3721,is related to,Reference,inward
MAPREDUCE-3720,MAPREDUCE-3668,duplicates,Duplicate,outward
MAPREDUCE-3667,MAPREDUCE-3719,is blocked by,Blocker,inward
MAPREDUCE-3713,MAPREDUCE-3719,is blocked by,Blocker,inward
MAPREDUCE-3714,MAPREDUCE-3719,is blocked by,Blocker,inward
MAPREDUCE-3721,MAPREDUCE-3719,is blocked by,Blocker,inward
MAPREDUCE-3732,MAPREDUCE-3719,is blocked by,Blocker,inward
MAPREDUCE-3770,MAPREDUCE-3719,is blocked by,Blocker,inward
MAPREDUCE-3481,MAPREDUCE-3719,is blocked by,Blocker,inward
MAPREDUCE-3719,MAPREDUCE-3476,relates to,Reference,outward
MAPREDUCE-3719,MAPREDUCE-3812,relates to,Reference,outward
MAPREDUCE-3719,MAPREDUCE-3805,relates to,Reference,outward
MAPREDUCE-3719,MAPREDUCE-3754,relates to,Reference,outward
MAPREDUCE-3716,MAPREDUCE-3844,duplicates,Duplicate,outward
MAPREDUCE-3714,MAPREDUCE-3719,blocks,Blocker,outward
MAPREDUCE-3713,MAPREDUCE-3719,blocks,Blocker,outward
MAPREDUCE-3711,MAPREDUCE-3808,breaks,Regression,outward
MAPREDUCE-3524,MAPREDUCE-3710,is related to,Reference,inward
MAPREDUCE-4045,MAPREDUCE-3706,is duplicated by,Duplicate,inward
MAPREDUCE-3705,MAPREDUCE-3860,relates to,Reference,outward
MAPREDUCE-3698,MAPREDUCE-3704,is related to,Reference,inward
MAPREDUCE-3700,PIG-2484,blocks,Blocker,outward
HADOOP-7986,MAPREDUCE-3698,is blocked by,Blocker,inward
MAPREDUCE-3698,MAPREDUCE-3704,relates to,Reference,outward
MAPREDUCE-3697,MAPREDUCE-5055,relates to,Reference,outward
HADOOP-7738,MAPREDUCE-3697,is related to,Reference,inward
HIVE-2741,MAPREDUCE-3697,is depended upon by,dependent,inward
MAPREDUCE-3693,MAPREDUCE-4072,relates to,Reference,outward
MAPREDUCE-3549,MAPREDUCE-3691,is depended upon by,dependent,inward
MAPREDUCE-3646,MAPREDUCE-3690,is duplicated by,Duplicate,inward
MAPREDUCE-3688,YARN-499,relates to,Reference,outward
MAPREDUCE-3688,YARN-560,relates to,Reference,outward
YARN-522,MAPREDUCE-3688,is related to,Reference,inward
MAPREDUCE-3685,MAPREDUCE-5211,breaks,Regression,outward
MAPREDUCE-3678,MAPREDUCE-2076,duplicates,Duplicate,outward
MAPREDUCE-4195,MAPREDUCE-3674,is cloned by,Cloners,inward
MAPREDUCE-3673,MAPREDUCE-334,depends upon,dependent,outward
MAPREDUCE-3720,MAPREDUCE-3668,is duplicated by,Duplicate,inward
MAPREDUCE-3667,MAPREDUCE-3719,blocks,Blocker,outward
HADOOP-7993,MAPREDUCE-3665,is duplicated by,Duplicate,inward
HADOOP-7510,MAPREDUCE-3659,is related to,Reference,inward
MAPREDUCE-3659,HADOOP-8334,requires,Required,outward
MAPREDUCE-3659,HADOOP-8335,requires,Required,outward
MAPREDUCE-3659,MAPREDUCE-4210,requires,Required,outward
MAPREDUCE-3653,MAPREDUCE-3325,is a clone of,Cloners,outward
MAPREDUCE-3646,MAPREDUCE-3690,duplicates,Duplicate,outward
MAPREDUCE-3641,MAPREDUCE-3525,blocks,Blocker,outward
MAPREDUCE-3641,MAPREDUCE-3534,blocks,Blocker,outward
MAPREDUCE-3639,HADOOP-7967,relates to,Reference,outward
MAPREDUCE-3636,HADOOP-7962,relates to,Reference,outward
HADOOP-7939,MAPREDUCE-3635,is required by,Required,inward
MAPREDUCE-3634,MAPREDUCE-3489,blocks,Blocker,outward
MAPREDUCE-3634,MAPREDUCE-3846,relates to,Reference,outward
YARN-6202,MAPREDUCE-3634,is related to,Reference,inward
MAPREDUCE-4788,MAPREDUCE-3629,is related to,Reference,inward
MAPREDUCE-3622,MAPREDUCE-3626,is duplicated by,Duplicate,inward
MAPREDUCE-3625,MAPREDUCE-3326,is a clone of,Cloners,outward
HADOOP-9444,MAPREDUCE-3623,is duplicated by,Duplicate,inward
MAPREDUCE-3622,MAPREDUCE-3626,duplicates,Duplicate,outward
MAPREDUCE-3312,MAPREDUCE-3622,is duplicated by,Duplicate,inward
MAPREDUCE-3984,MAPREDUCE-3621,is duplicated by,Duplicate,inward
MAPREDUCE-3621,HADOOP-8180,relates to,Reference,outward
MAPREDUCE-3621,HDFS-3109,relates to,Reference,outward
MAPREDUCE-1122,MAPREDUCE-3619,is related to,Reference,inward
MAPREDUCE-3389,MAPREDUCE-3616,is related to,Reference,inward
MAPREDUCE-4400,MAPREDUCE-3612,is superceded by,Supercedes,inward
MAPREDUCE-3611,MAPREDUCE-3608,duplicates,Duplicate,outward
HDFS-1314,MAPREDUCE-3610,is related to,Reference,inward
MAPREDUCE-3611,MAPREDUCE-3608,is duplicated by,Duplicate,inward
MAPREDUCE-3607,SQOOP-413,relates to,Reference,outward
SQOOP-384,MAPREDUCE-3607,is required by,Required,inward
MAPREDUCE-3607,MAPREDUCE-334,depends upon,dependent,outward
MAPREDUCE-3606,PIG-2431,breaks,Regression,outward
MAPREDUCE-3605,HADOOP-7971,duplicates,Duplicate,outward
MAPREDUCE-3603,YARN-145,duplicates,Duplicate,outward
MAPREDUCE-3598,HADOOP-5382,relates to,Reference,outward
MAPREDUCE-3597,MAPREDUCE-4356,relates to,Reference,outward
MAPREDUCE-593,MAPREDUCE-3594,is related to,Reference,inward
HDFS-2712,MAPREDUCE-3592,is related to,Reference,inward
PIG-2347,MAPREDUCE-3586,is related to,Reference,inward
MAPREDUCE-3585,MAPREDUCE-3363,duplicates,Duplicate,outward
YARN-41,MAPREDUCE-3585,is related to,Reference,inward
MAPREDUCE-3360,MAPREDUCE-3585,is depended upon by,dependent,inward
MAPREDUCE-3583,MAPREDUCE-3836,duplicates,Duplicate,outward
MAPREDUCE-3583,MAPREDUCE-5715,relates to,Reference,outward
MAPREDUCE-1201,MAPREDUCE-3583,is related to,Reference,inward
MAPREDUCE-3582,MAPREDUCE-3860,relates to,Reference,outward
MAPREDUCE-3543,MAPREDUCE-3582,is depended upon by,dependent,inward
MAPREDUCE-778,MAPREDUCE-3581,is related to,Reference,inward
MAPREDUCE-778,MAPREDUCE-3580,is related to,Reference,inward
MAPREDUCE-3563,MAPREDUCE-2350,duplicates,Duplicate,outward
MAPREDUCE-4280,MAPREDUCE-3563,is duplicated by,Duplicate,inward
MAPREDUCE-3563,MAPREDUCE-4281,relates to,Reference,outward
MAPREDUCE-3563,PIG-2347,breaks,Regression,outward
MAPREDUCE-2863,MAPREDUCE-3549,is part of,Incorporates,inward
MAPREDUCE-3549,MAPREDUCE-3691,depends upon,dependent,outward
MAPREDUCE-3548,MAPREDUCE-3547,depends upon,dependent,outward
MAPREDUCE-3548,MAPREDUCE-3547,is depended upon by,dependent,inward
MAPREDUCE-3546,HADOOP-7934,duplicates,Duplicate,outward
MAPREDUCE-3545,HADOOP-7920,depends upon,dependent,outward
MAPREDUCE-3545,HDFS-2676,depends upon,dependent,outward
MAPREDUCE-3543,MAPREDUCE-3582,depends upon,dependent,outward
MAPREDUCE-4239,MAPREDUCE-3543,is depended upon by,dependent,inward
MAPREDUCE-4242,MAPREDUCE-3543,is depended upon by,dependent,inward
MAPREDUCE-3542,PIG-2347,relates to,Reference,outward
MAPREDUCE-4114,MAPREDUCE-3540,is duplicated by,Duplicate,inward
MAPREDUCE-3540,MAPREDUCE-3881,relates to,Reference,outward
MAPREDUCE-3538,MAPREDUCE-3537,relates to,Reference,outward
MAPREDUCE-3538,MAPREDUCE-3537,is related to,Reference,inward
MAPREDUCE-3537,PIG-2347,breaks,Regression,outward
MAPREDUCE-3536,YARN-746,duplicates,Duplicate,outward
MAPREDUCE-3641,MAPREDUCE-3534,is blocked by,Blocker,inward
YARN-530,MAPREDUCE-3533,Is contained by,Container,inward
YARN-117,MAPREDUCE-3533,is part of,Incorporates,inward
MAPREDUCE-3529,PIG-2392,blocks,Blocker,outward
HADOOP-7933,MAPREDUCE-3529,is blocked by,Blocker,inward
MAPREDUCE-3641,MAPREDUCE-3525,is blocked by,Blocker,inward
MAPREDUCE-3809,MAPREDUCE-3524,is blocked by,Blocker,inward
MAPREDUCE-3810,MAPREDUCE-3524,is blocked by,Blocker,inward
MAPREDUCE-3827,MAPREDUCE-3524,is blocked by,Blocker,inward
MAPREDUCE-3815,MAPREDUCE-3524,is blocked by,Blocker,inward
MAPREDUCE-3813,MAPREDUCE-3524,is blocked by,Blocker,inward
MAPREDUCE-3823,MAPREDUCE-3524,is blocked by,Blocker,inward
MAPREDUCE-3808,MAPREDUCE-3524,is blocked by,Blocker,inward
MAPREDUCE-3524,MAPREDUCE-3710,relates to,Reference,outward
MAPREDUCE-3510,MAPREDUCE-3522,is blocked by,Blocker,inward
MAPREDUCE-3510,MAPREDUCE-3522,blocks,Blocker,outward
MAPREDUCE-3509,MAPREDUCE-3428,relates to,Reference,outward
MAPREDUCE-3509,MAPREDUCE-3389,relates to,Reference,outward
MAPREDUCE-3912,MAPREDUCE-3506,is duplicated by,Duplicate,inward
MAPREDUCE-3505,MAPREDUCE-3389,relates to,Reference,outward
MAPREDUCE-3502,YARN-123,incorporates,Incorporates,outward
MAPREDUCE-3502,YARN-124,incorporates,Incorporates,outward
YARN-117,MAPREDUCE-3502,is part of,Incorporates,inward
MAPREDUCE-3500,HADOOP-7874,relates to,Reference,outward
MAPREDUCE-3497,HADOOP-8137,relates to,Reference,outward
MAPREDUCE-3495,HDFS-2619,relates to,Reference,outward
MAPREDUCE-4267,MAPREDUCE-3495,is superceded by,Supercedes,inward
MAPREDUCE-3492,MAPREDUCE-3446,relates to,Reference,outward
MAPREDUCE-3634,MAPREDUCE-3489,is blocked by,Blocker,inward
MAPREDUCE-3481,MAPREDUCE-3719,blocks,Blocker,outward
MAPREDUCE-3481,MAPREDUCE-1687,relates to,Reference,outward
MAPREDUCE-3481,MAPREDUCE-3769,relates to,Reference,outward
MAPREDUCE-4979,MAPREDUCE-3480,is related to,Reference,inward
HIVE-2468,MAPREDUCE-3479,is related to,Reference,inward
MAPREDUCE-3719,MAPREDUCE-3476,is related to,Reference,inward
MAPREDUCE-3473,MAPREDUCE-3121,relates to,Reference,outward
MAPREDUCE-3472,MAPREDUCE-517,is a clone of,Cloners,outward
MAPREDUCE-4451,MAPREDUCE-3470,is duplicated by,Duplicate,inward
MAPREDUCE-3469,MAPREDUCE-1943,is a clone of,Cloners,outward
HADOOP-7827,MAPREDUCE-3464,is part of,Incorporates,inward
MAPREDUCE-3463,MAPREDUCE-3450,blocks,Blocker,outward
MAPREDUCE-3462,MAPREDUCE-3168,relates to,Reference,outward
MAPREDUCE-3451,MAPREDUCE-4462,relates to,Reference,outward
MAPREDUCE-3451,MAPREDUCE-4441,relates to,Reference,outward
MAPREDUCE-4439,MAPREDUCE-3451,is related to,Reference,inward
MAPREDUCE-4440,MAPREDUCE-3451,is related to,Reference,inward
MAPREDUCE-4468,MAPREDUCE-3451,is related to,Reference,inward
MAPREDUCE-3463,MAPREDUCE-3450,is blocked by,Blocker,inward
MAPREDUCE-3492,MAPREDUCE-3446,is related to,Reference,inward
HADOOP-9902,MAPREDUCE-3432,Is contained by,Container,inward
HADOOP-7894,MAPREDUCE-3432,is related to,Reference,inward
MAPREDUCE-3431,YARN-117,relates to,Reference,outward
MAPREDUCE-3389,MAPREDUCE-3428,is duplicated by,Duplicate,inward
MAPREDUCE-3509,MAPREDUCE-3428,is related to,Reference,inward
MAPREDUCE-3409,MAPREDUCE-3427,is blocked by,Blocker,inward
MAPREDUCE-3427,HADOOP-7590,breaks,Regression,outward
MAPREDUCE-3419,MAPREDUCE-2850,relates to,Reference,outward
