issue_key,event_time,from_status,to_status
MAPREDUCE-6332,2015-04-23T02:24:19.869000+00:00,Open,Patch Available
MAPREDUCE-6332,2015-06-08T07:58:19.111000+00:00,Patch Available,Open
MAPREDUCE-6332,2015-06-09T04:06:58.827000+00:00,Open,Patch Available
MAPREDUCE-6332,2015-06-09T05:43:23.066000+00:00,Patch Available,Open
MAPREDUCE-6332,2015-06-09T05:43:34.369000+00:00,Open,Patch Available
MAPREDUCE-6332,2015-06-10T10:51:30.815000+00:00,Patch Available,Open
MAPREDUCE-6331,2016-07-11T03:46:25.188000+00:00,Open,Resolved
MAPREDUCE-6330,2015-04-22T09:43:14.512000+00:00,Open,Patch Available
MAPREDUCE-6330,2015-04-22T18:30:17.039000+00:00,Patch Available,Resolved
MAPREDUCE-6327,2015-04-02T18:19:01.861000+00:00,Open,In Progress
MAPREDUCE-6327,2015-04-21T23:36:02.386000+00:00,In Progress,Resolved
MAPREDUCE-6324,2015-04-21T19:59:54.443000+00:00,Open,Patch Available
MAPREDUCE-6324,2015-04-27T22:01:59.753000+00:00,Patch Available,Resolved
MAPREDUCE-6324,2015-07-07T21:47:38.394000+00:00,Resolved,Closed
MAPREDUCE-6320,2015-04-19T17:34:21.945000+00:00,Open,Patch Available
MAPREDUCE-6320,2015-04-19T18:39:32.916000+00:00,Patch Available,In Progress
MAPREDUCE-6320,2015-04-19T18:40:41.151000+00:00,In Progress,Patch Available
MAPREDUCE-6320,2015-04-20T07:42:43.789000+00:00,Patch Available,In Progress
MAPREDUCE-6320,2015-04-20T18:47:05.176000+00:00,In Progress,Patch Available
MAPREDUCE-6319,2015-04-16T16:41:00.015000+00:00,Open,Patch Available
MAPREDUCE-6319,2015-04-16T19:06:12.766000+00:00,Patch Available,Open
MAPREDUCE-6317,2015-07-11T19:05:38.639000+00:00,Open,Resolved
MAPREDUCE-6316,2015-04-14T18:27:50.327000+00:00,Open,Patch Available
MAPREDUCE-6316,2015-05-27T19:52:55.313000+00:00,Patch Available,Open
MAPREDUCE-6316,2015-05-27T21:22:46.799000+00:00,Open,Patch Available
MAPREDUCE-6316,2015-06-04T22:11:03.893000+00:00,Patch Available,Open
MAPREDUCE-6316,2015-06-15T21:09:39.202000+00:00,Open,Patch Available
MAPREDUCE-6316,2015-06-16T05:55:23.322000+00:00,Patch Available,Open
MAPREDUCE-6316,2015-06-17T21:58:40.508000+00:00,Open,Patch Available
MAPREDUCE-6316,2015-06-20T19:01:22.166000+00:00,Patch Available,Resolved
MAPREDUCE-6315,2015-04-13T20:14:44.099000+00:00,Open,Patch Available
MAPREDUCE-6315,2016-08-22T18:45:51.408000+00:00,Patch Available,Open
MAPREDUCE-6314,2015-04-10T05:38:00.234000+00:00,Open,Patch Available
MAPREDUCE-6314,2015-04-10T08:34:11.222000+00:00,Patch Available,Resolved
MAPREDUCE-6313,2018-09-01T20:31:04.601000+00:00,Open,Resolved
MAPREDUCE-6310,2015-04-06T23:18:44.050000+00:00,Open,Patch Available
MAPREDUCE-6310,2015-04-07T00:25:04.452000+00:00,Patch Available,Open
MAPREDUCE-6310,2015-04-07T00:25:10.497000+00:00,Open,Patch Available
MAPREDUCE-6310,2016-06-14T04:48:22.678000+00:00,Patch Available,Open
MAPREDUCE-6310,2016-06-14T04:51:24.728000+00:00,Open,Patch Available
MAPREDUCE-6310,2016-07-26T19:24:11.311000+00:00,Patch Available,Open
MAPREDUCE-6310,2016-07-26T19:24:16.863000+00:00,Open,Patch Available
MAPREDUCE-6310,2016-08-01T23:32:12.356000+00:00,Patch Available,Open
MAPREDUCE-6310,2016-08-01T23:32:52.911000+00:00,Open,Patch Available
MAPREDUCE-6310,2016-08-18T18:39:17.675000+00:00,Patch Available,Open
MAPREDUCE-6310,2016-08-18T18:41:31.182000+00:00,Open,Patch Available
MAPREDUCE-6310,2016-08-20T00:07:05.194000+00:00,Patch Available,Resolved
MAPREDUCE-6309,2015-04-10T16:02:43.855000+00:00,Open,Resolved
MAPREDUCE-6308,2015-04-09T05:38:27.307000+00:00,Open,Patch Available
MAPREDUCE-6308,2015-04-10T08:39:03.452000+00:00,Patch Available,Resolved
MAPREDUCE-6307,2015-04-10T05:30:34.973000+00:00,Open,Patch Available
MAPREDUCE-6307,2015-04-10T11:26:14.576000+00:00,Patch Available,Resolved
MAPREDUCE-6305,2015-04-02T18:45:27.461000+00:00,Open,Patch Available
MAPREDUCE-6305,2015-04-23T09:54:03.648000+00:00,Patch Available,Open
MAPREDUCE-6305,2015-04-23T21:27:25.469000+00:00,Open,Patch Available
MAPREDUCE-6305,2015-06-20T19:50:09.912000+00:00,Patch Available,Resolved
MAPREDUCE-6304,2015-04-10T18:41:11.753000+00:00,Open,Patch Available
MAPREDUCE-6304,2015-05-04T22:33:29.237000+00:00,Patch Available,Open
MAPREDUCE-6304,2015-05-06T19:24:56.015000+00:00,Open,In Progress
MAPREDUCE-6304,2015-05-10T23:51:29.300000+00:00,In Progress,Patch Available
MAPREDUCE-6304,2015-05-27T22:22:09.039000+00:00,Patch Available,Resolved
MAPREDUCE-6304,2017-05-17T22:43:32.959000+00:00,Resolved,Reopened
MAPREDUCE-6304,2017-05-17T22:44:26.228000+00:00,Reopened,Patch Available
MAPREDUCE-6304,2017-05-18T07:31:04.289000+00:00,Patch Available,Resolved
MAPREDUCE-6303,2015-04-02T13:48:34.926000+00:00,Open,Patch Available
MAPREDUCE-6303,2015-04-02T19:00:46.409000+00:00,Patch Available,Resolved
MAPREDUCE-6303,2015-04-10T20:19:39.476000+00:00,Resolved,Closed
MAPREDUCE-6302,2015-04-01T11:56:36.903000+00:00,Open,Patch Available
MAPREDUCE-6302,2015-04-01T11:57:20.207000+00:00,Patch Available,Open
MAPREDUCE-6302,2015-05-07T23:35:20.784000+00:00,Open,Patch Available
MAPREDUCE-6302,2015-09-08T16:54:41.645000+00:00,Patch Available,Open
MAPREDUCE-6302,2015-09-30T18:43:08.890000+00:00,Open,Patch Available
MAPREDUCE-6302,2015-09-30T18:48:41.132000+00:00,Patch Available,Open
MAPREDUCE-6302,2015-09-30T18:53:30.254000+00:00,Open,Patch Available
MAPREDUCE-6302,2015-10-01T00:58:16.757000+00:00,Patch Available,Open
MAPREDUCE-6302,2015-10-05T06:56:10.373000+00:00,Open,Patch Available
MAPREDUCE-6302,2015-10-09T14:58:15.333000+00:00,Patch Available,Resolved
MAPREDUCE-6302,2016-08-25T22:55:28.990000+00:00,Resolved,Closed
MAPREDUCE-6301,2015-03-10T06:18:12.966000+00:00,Open,In Progress
MAPREDUCE-6301,2015-03-19T09:21:19.320000+00:00,In Progress,Patch Available
MAPREDUCE-6301,2015-04-10T16:38:51.181000+00:00,Patch Available,Resolved
MAPREDUCE-6300,2015-03-31T17:46:14.070000+00:00,Open,Patch Available
MAPREDUCE-6300,2015-04-10T16:37:13.342000+00:00,Patch Available,Resolved
MAPREDUCE-6300,2015-04-11T03:40:13.781000+00:00,Resolved,Reopened
MAPREDUCE-6300,2015-04-13T19:09:34.874000+00:00,Reopened,Patch Available
MAPREDUCE-6300,2015-04-16T15:20:38.712000+00:00,Patch Available,Resolved
MAPREDUCE-6300,2015-07-07T21:47:20.419000+00:00,Resolved,Closed
MAPREDUCE-6298,2015-04-07T16:04:22.620000+00:00,Open,Patch Available
MAPREDUCE-6298,2015-05-15T13:22:34.667000+00:00,Patch Available,Open
MAPREDUCE-6298,2015-05-15T15:46:25.507000+00:00,Open,Patch Available
MAPREDUCE-6298,2015-05-15T16:57:15.709000+00:00,Patch Available,Open
MAPREDUCE-6298,2015-05-15T16:58:25.617000+00:00,Open,Patch Available
MAPREDUCE-6298,2015-05-19T17:29:39.910000+00:00,Patch Available,Open
MAPREDUCE-6298,2015-05-19T17:30:19.634000+00:00,Open,Patch Available
MAPREDUCE-6298,2015-05-26T04:15:31.641000+00:00,Patch Available,Open
MAPREDUCE-6297,2015-03-30T17:45:58.608000+00:00,Open,Patch Available
MAPREDUCE-6297,2015-04-08T22:57:19.798000+00:00,Patch Available,Open
MAPREDUCE-6297,2015-04-08T22:57:26.445000+00:00,Open,Patch Available
MAPREDUCE-6297,2015-04-16T03:02:48.132000+00:00,Patch Available,Open
MAPREDUCE-6297,2015-04-16T03:03:05.541000+00:00,Open,Patch Available
MAPREDUCE-6297,2015-04-21T21:38:58.041000+00:00,Patch Available,Resolved
MAPREDUCE-6296,2015-03-30T06:42:41.858000+00:00,Open,Patch Available
MAPREDUCE-6295,2015-03-28T14:34:19.972000+00:00,Open,Patch Available
MAPREDUCE-6295,2015-03-30T17:26:27.060000+00:00,Patch Available,Resolved
MAPREDUCE-6295,2015-03-31T17:49:55.068000+00:00,Resolved,Reopened
MAPREDUCE-6295,2015-03-31T17:50:36.944000+00:00,Reopened,Resolved
MAPREDUCE-6295,2015-04-10T20:19:43.557000+00:00,Resolved,Closed
MAPREDUCE-6294,2015-03-27T10:49:16.456000+00:00,Open,Patch Available
MAPREDUCE-6294,2015-03-27T15:10:22.129000+00:00,Patch Available,Resolved
MAPREDUCE-6293,2015-03-26T03:16:54.926000+00:00,Open,Patch Available
MAPREDUCE-6293,2015-04-21T21:30:56.848000+00:00,Patch Available,Resolved
MAPREDUCE-6292,2015-03-25T06:52:08.579000+00:00,Open,Patch Available
MAPREDUCE-6292,2015-03-25T10:05:01.546000+00:00,Patch Available,Resolved
MAPREDUCE-6292,2015-04-24T23:15:13.673000+00:00,Resolved,Closed
MAPREDUCE-6291,2015-03-25T02:49:02.805000+00:00,Open,Patch Available
MAPREDUCE-6291,2015-03-28T06:31:26.624000+00:00,Patch Available,Resolved
MAPREDUCE-6291,2015-04-10T03:38:22.116000+00:00,Resolved,Reopened
MAPREDUCE-6291,2015-04-10T08:35:22.494000+00:00,Reopened,Resolved
MAPREDUCE-6290,2019-12-25T03:42:16.534000+00:00,Open,Resolved
MAPREDUCE-6289,2015-03-24T13:46:05.321000+00:00,Open,Resolved
MAPREDUCE-6288,2015-03-24T00:52:50.013000+00:00,Open,Patch Available
MAPREDUCE-6288,2015-03-30T17:30:21.831000+00:00,Patch Available,Resolved
MAPREDUCE-6288,2015-03-30T17:52:16.951000+00:00,Resolved,Reopened
MAPREDUCE-6288,2017-07-31T21:20:16.829000+00:00,Reopened,Resolved
MAPREDUCE-6287,2015-03-21T15:19:39.528000+00:00,Open,Patch Available
MAPREDUCE-6287,2015-03-22T05:11:35.015000+00:00,Patch Available,Open
MAPREDUCE-6287,2015-03-22T17:24:02.655000+00:00,Open,Patch Available
MAPREDUCE-6287,2015-03-22T22:19:49.306000+00:00,Patch Available,Resolved
MAPREDUCE-6286,2015-03-21T06:16:32.048000+00:00,Open,Patch Available
MAPREDUCE-6286,2015-03-21T21:21:55.140000+00:00,Patch Available,Resolved
MAPREDUCE-6286,2016-04-27T12:08:53.868000+00:00,Resolved,Reopened
MAPREDUCE-6286,2016-04-27T12:12:35.353000+00:00,Reopened,Resolved
MAPREDUCE-6286,2017-07-31T21:28:23.174000+00:00,Resolved,Reopened
MAPREDUCE-6286,2017-07-31T21:28:59.357000+00:00,Reopened,Resolved
MAPREDUCE-6285,2015-03-20T22:52:51.373000+00:00,Open,Patch Available
MAPREDUCE-6285,2015-03-24T15:58:38.383000+00:00,Patch Available,Resolved
MAPREDUCE-6285,2015-04-10T20:19:38.822000+00:00,Resolved,Closed
MAPREDUCE-6284,2015-03-20T07:06:51.200000+00:00,Open,Patch Available
MAPREDUCE-6284,2015-05-08T07:02:12.682000+00:00,Patch Available,Resolved
MAPREDUCE-6283,2015-03-20T03:39:04.800000+00:00,Open,In Progress
MAPREDUCE-6282,2015-03-20T01:20:52.290000+00:00,Open,Patch Available
MAPREDUCE-6282,2015-03-20T20:13:31.335000+00:00,Patch Available,Resolved
MAPREDUCE-6281,2015-03-19T13:26:27.613000+00:00,Open,Patch Available
MAPREDUCE-6281,2015-03-19T16:01:40.942000+00:00,Patch Available,Resolved
MAPREDUCE-6279,2015-03-27T22:19:37.372000+00:00,Open,Patch Available
MAPREDUCE-6279,2015-05-04T12:19:38.054000+00:00,Patch Available,Open
MAPREDUCE-6279,2015-05-04T12:20:53.210000+00:00,Open,Patch Available
MAPREDUCE-6279,2015-05-07T22:08:14.467000+00:00,Patch Available,Resolved
MAPREDUCE-6278,2018-02-06T19:08:45.004000+00:00,Open,Patch Available
MAPREDUCE-6278,2018-02-06T23:31:02.399000+00:00,Patch Available,Open
MAPREDUCE-6278,2018-02-06T23:31:07.556000+00:00,Open,Patch Available
MAPREDUCE-6277,2015-03-11T19:40:54.263000+00:00,Open,Patch Available
MAPREDUCE-6277,2015-03-16T19:56:40.743000+00:00,Patch Available,Open
MAPREDUCE-6277,2015-03-16T20:01:49.853000+00:00,Open,Patch Available
MAPREDUCE-6277,2015-03-18T15:20:47.626000+00:00,Patch Available,Open
MAPREDUCE-6277,2015-03-18T16:06:12.140000+00:00,Open,Patch Available
MAPREDUCE-6277,2015-03-18T19:33:14.809000+00:00,Patch Available,Resolved
MAPREDUCE-6277,2015-04-10T20:19:43.363000+00:00,Resolved,Closed
MAPREDUCE-6276,2015-03-18T00:36:38.999000+00:00,Open,Resolved
MAPREDUCE-6275,2015-03-16T23:24:43.233000+00:00,Open,Patch Available
MAPREDUCE-6275,2015-03-19T21:45:59.329000+00:00,Patch Available,Resolved
MAPREDUCE-6275,2015-04-10T20:19:40.138000+00:00,Resolved,Closed
MAPREDUCE-6273,2015-03-12T05:07:12.581000+00:00,Open,Patch Available
MAPREDUCE-6273,2015-05-15T07:06:34.595000+00:00,Patch Available,Resolved
MAPREDUCE-6273,2016-01-26T19:57:20.737000+00:00,Resolved,Closed
MAPREDUCE-6271,2015-03-10T04:06:35.794000+00:00,Open,Patch Available
MAPREDUCE-6271,2015-03-19T19:58:12.546000+00:00,Patch Available,Open
MAPREDUCE-6271,2015-03-23T16:07:18.812000+00:00,Open,Patch Available
MAPREDUCE-6270,2015-03-09T18:10:07.069000+00:00,Open,Resolved
MAPREDUCE-6269,2015-03-15T07:57:34.475000+00:00,Open,Patch Available
MAPREDUCE-6268,2015-03-03T07:25:47.818000+00:00,Open,Resolved
MAPREDUCE-6268,2015-04-10T20:19:44.397000+00:00,Resolved,Closed
MAPREDUCE-6267,2015-02-26T19:02:48.832000+00:00,Open,Patch Available
MAPREDUCE-6267,2015-03-04T22:50:50.003000+00:00,Patch Available,Resolved
MAPREDUCE-6267,2015-04-24T23:15:12.264000+00:00,Resolved,Closed
MAPREDUCE-6266,2015-03-12T23:18:11.850000+00:00,Open,Patch Available
MAPREDUCE-6266,2015-04-09T20:49:39.412000+00:00,Patch Available,Resolved
MAPREDUCE-6265,2015-03-13T03:07:15.535000+00:00,Open,Patch Available
MAPREDUCE-6265,2015-03-14T07:50:39.073000+00:00,Patch Available,Resolved
MAPREDUCE-6265,2015-04-24T23:15:15.122000+00:00,Resolved,Closed
MAPREDUCE-6264,2015-02-19T09:39:14.271000+00:00,Open,Patch Available
MAPREDUCE-6264,2015-02-24T19:37:47.710000+00:00,Patch Available,Resolved
MAPREDUCE-6264,2015-04-24T23:15:14.901000+00:00,Resolved,Closed
MAPREDUCE-6263,2015-03-07T20:19:40.348000+00:00,Open,Patch Available
MAPREDUCE-6263,2015-03-10T13:10:34.522000+00:00,Patch Available,Resolved
MAPREDUCE-6263,2015-04-10T20:19:41.235000+00:00,Resolved,Closed
MAPREDUCE-6261,2015-02-14T17:17:48.408000+00:00,Open,Patch Available
MAPREDUCE-6261,2015-02-18T19:29:42.926000+00:00,Patch Available,Resolved
MAPREDUCE-6261,2015-04-10T20:19:37.609000+00:00,Resolved,Closed
MAPREDUCE-6260,2015-02-16T20:00:06.334000+00:00,Open,Patch Available
MAPREDUCE-6260,2015-02-17T16:52:39.958000+00:00,Patch Available,Resolved
MAPREDUCE-6259,2015-03-16T08:05:54.106000+00:00,Open,Patch Available
MAPREDUCE-6259,2015-05-04T20:44:27.235000+00:00,Patch Available,Resolved
MAPREDUCE-6259,2015-07-07T21:47:24.783000+00:00,Resolved,Closed
MAPREDUCE-6258,2015-02-12T23:47:07.982000+00:00,Open,Patch Available
MAPREDUCE-6257,2015-07-11T15:00:11.046000+00:00,Open,Patch Available
MAPREDUCE-6257,2015-08-06T17:13:34.722000+00:00,Patch Available,Resolved
MAPREDUCE-6256,2015-02-14T17:35:54.045000+00:00,Open,Patch Available
MAPREDUCE-6256,2015-02-15T01:14:54.023000+00:00,Patch Available,Resolved
MAPREDUCE-6256,2015-04-10T20:19:42.100000+00:00,Resolved,Closed
MAPREDUCE-6255,2015-02-13T05:27:38.885000+00:00,Open,Patch Available
MAPREDUCE-6255,2015-02-13T07:13:14.256000+00:00,Patch Available,Resolved
MAPREDUCE-6255,2015-04-10T20:19:39.932000+00:00,Resolved,Closed
MAPREDUCE-6253,2015-02-11T22:15:10.918000+00:00,Open,Patch Available
MAPREDUCE-6253,2015-02-12T08:21:05.763000+00:00,Patch Available,Resolved
MAPREDUCE-6253,2015-04-24T23:15:16.272000+00:00,Resolved,Closed
MAPREDUCE-6252,2015-02-10T22:09:51.106000+00:00,Open,Patch Available
MAPREDUCE-6252,2015-02-11T05:26:00.061000+00:00,Patch Available,Open
MAPREDUCE-6252,2015-04-24T23:55:08.024000+00:00,Open,Patch Available
MAPREDUCE-6252,2015-04-27T09:34:59.622000+00:00,Patch Available,Resolved
MAPREDUCE-6252,2015-07-07T21:47:31.527000+00:00,Resolved,Closed
MAPREDUCE-6251,2015-02-10T21:57:24.903000+00:00,Open,Patch Available
MAPREDUCE-6251,2015-05-04T18:15:15.834000+00:00,Patch Available,Open
MAPREDUCE-6251,2015-05-06T00:39:47.524000+00:00,Open,Patch Available
MAPREDUCE-6251,2015-05-08T23:41:13.613000+00:00,Patch Available,Open
MAPREDUCE-6251,2015-05-08T23:41:21.501000+00:00,Open,Patch Available
MAPREDUCE-6251,2015-05-12T19:16:58.157000+00:00,Patch Available,Resolved
MAPREDUCE-6251,2015-07-07T21:47:33.466000+00:00,Resolved,Closed
MAPREDUCE-6250,2015-02-10T20:22:20.791000+00:00,Open,Patch Available
MAPREDUCE-6250,2015-02-12T21:49:10.042000+00:00,Patch Available,Resolved
MAPREDUCE-6249,2015-02-10T14:45:24.690000+00:00,Open,Resolved
MAPREDUCE-6248,2015-02-26T23:34:33.972000+00:00,Open,Patch Available
MAPREDUCE-6248,2015-03-04T00:30:21.916000+00:00,Patch Available,Resolved
MAPREDUCE-6248,2015-04-10T20:19:45.116000+00:00,Resolved,Closed
MAPREDUCE-6246,2015-02-09T19:02:31.902000+00:00,Open,Patch Available
MAPREDUCE-6246,2015-03-10T03:46:41.825000+00:00,Patch Available,Open
MAPREDUCE-6246,2015-03-10T03:46:53.248000+00:00,Open,Patch Available
MAPREDUCE-6246,2017-06-28T22:26:38.693000+00:00,Patch Available,Open
MAPREDUCE-6246,2017-06-30T16:38:05.455000+00:00,Open,Patch Available
MAPREDUCE-6246,2017-07-07T21:25:33.575000+00:00,Patch Available,Resolved
MAPREDUCE-6245,2015-02-05T14:44:18.488000+00:00,Open,Patch Available
MAPREDUCE-6245,2015-02-05T14:45:47.433000+00:00,Patch Available,Open
MAPREDUCE-6245,2015-02-05T14:46:35.666000+00:00,Open,Patch Available
MAPREDUCE-6245,2015-02-05T14:48:17.044000+00:00,Patch Available,Open
MAPREDUCE-6245,2015-02-05T14:50:10.046000+00:00,Open,Patch Available
MAPREDUCE-6245,2015-02-05T14:51:36.310000+00:00,Patch Available,Open
MAPREDUCE-6244,2013-03-01T05:50:45.191000+00:00,Open,Patch Available
MAPREDUCE-6244,2015-02-09T18:59:52.608000+00:00,Patch Available,Open
MAPREDUCE-6243,2015-02-04T09:55:50.766000+00:00,Open,Patch Available
MAPREDUCE-6243,2015-02-04T17:29:15.566000+00:00,Patch Available,Resolved
MAPREDUCE-6243,2015-04-10T20:19:43.923000+00:00,Resolved,Closed
MAPREDUCE-6242,2015-02-05T18:51:21.629000+00:00,Open,Patch Available
MAPREDUCE-6242,2015-02-09T23:10:21.489000+00:00,Patch Available,Open
MAPREDUCE-6242,2015-02-09T23:10:38.661000+00:00,Open,Patch Available
MAPREDUCE-6242,2015-02-20T18:14:13.306000+00:00,Patch Available,Open
MAPREDUCE-6242,2015-02-20T18:14:28.960000+00:00,Open,Patch Available
MAPREDUCE-6242,2015-02-25T18:47:15.854000+00:00,Patch Available,Open
MAPREDUCE-6242,2015-02-25T18:47:29.515000+00:00,Open,Patch Available
MAPREDUCE-6242,2015-02-25T20:42:31.661000+00:00,Patch Available,Open
MAPREDUCE-6242,2015-02-26T19:41:12.756000+00:00,Open,Patch Available
MAPREDUCE-6242,2015-03-18T12:02:04.488000+00:00,Patch Available,Open
MAPREDUCE-6242,2015-03-20T04:39:04.914000+00:00,Open,Patch Available
MAPREDUCE-6242,2015-03-20T20:27:34.112000+00:00,Patch Available,Open
MAPREDUCE-6242,2015-03-20T20:27:47.435000+00:00,Open,Patch Available
MAPREDUCE-6242,2015-03-23T17:24:42.755000+00:00,Patch Available,Resolved
MAPREDUCE-6241,2015-02-03T11:50:37.174000+00:00,Open,Patch Available
MAPREDUCE-6240,2015-02-04T00:54:30.407000+00:00,Open,Patch Available
MAPREDUCE-6240,2015-02-05T00:31:10.034000+00:00,Patch Available,Open
MAPREDUCE-6240,2015-06-29T05:25:40.920000+00:00,Open,Patch Available
MAPREDUCE-6240,2016-05-29T05:05:48.389000+00:00,Patch Available,In Progress
MAPREDUCE-6240,2016-05-29T05:11:34.634000+00:00,In Progress,Patch Available
MAPREDUCE-6240,2016-05-29T17:51:40.212000+00:00,Patch Available,In Progress
MAPREDUCE-6240,2016-05-29T17:52:03.652000+00:00,In Progress,Patch Available
MAPREDUCE-6240,2016-06-08T20:59:38.315000+00:00,Patch Available,Resolved
MAPREDUCE-6239,2015-03-20T20:56:23.368000+00:00,Open,Patch Available
MAPREDUCE-6239,2015-03-21T18:42:29.769000+00:00,Patch Available,Open
MAPREDUCE-6239,2015-03-21T18:46:11.281000+00:00,Open,Patch Available
MAPREDUCE-6239,2015-03-21T20:51:52.692000+00:00,Patch Available,Resolved
MAPREDUCE-6238,2015-01-31T09:04:46.717000+00:00,Open,Patch Available
MAPREDUCE-6238,2015-04-20T21:15:43.789000+00:00,Patch Available,Resolved
MAPREDUCE-6238,2015-07-07T21:47:30.573000+00:00,Resolved,Closed
MAPREDUCE-6237,2015-02-02T19:53:19.303000+00:00,Open,In Progress
MAPREDUCE-6237,2015-02-02T19:54:10.197000+00:00,In Progress,Patch Available
MAPREDUCE-6237,2015-02-09T18:59:02.632000+00:00,Patch Available,Resolved
MAPREDUCE-6237,2015-06-30T07:18:58.393000+00:00,Resolved,Closed
MAPREDUCE-6236,2015-02-02T21:35:37.309000+00:00,Open,Resolved
MAPREDUCE-6235,2015-02-05T13:04:20.144000+00:00,Open,Resolved
MAPREDUCE-6234,2015-02-02T21:22:35.903000+00:00,Open,Patch Available
MAPREDUCE-6234,2015-02-17T22:38:57.287000+00:00,Patch Available,Resolved
MAPREDUCE-6233,2015-02-02T00:08:58.565000+00:00,Open,Patch Available
MAPREDUCE-6233,2015-02-05T22:36:09.101000+00:00,Patch Available,Resolved
MAPREDUCE-6233,2015-04-24T23:15:16.070000+00:00,Resolved,Closed
MAPREDUCE-6232,2015-02-03T12:41:08.653000+00:00,Open,Patch Available
MAPREDUCE-6231,2015-01-28T18:15:19.274000+00:00,Open,Patch Available
MAPREDUCE-6231,2015-01-29T16:13:39.086000+00:00,Patch Available,Resolved
MAPREDUCE-6231,2015-04-10T20:19:40.801000+00:00,Resolved,Closed
MAPREDUCE-6230,2015-01-28T16:14:34.934000+00:00,Open,Patch Available
MAPREDUCE-6230,2015-01-28T23:52:59.611000+00:00,Patch Available,Resolved
MAPREDUCE-6230,2015-04-10T20:19:44.824000+00:00,Resolved,Closed
MAPREDUCE-6228,2015-02-12T00:34:08.239000+00:00,Open,In Progress
MAPREDUCE-6228,2015-02-12T00:46:43.853000+00:00,In Progress,Patch Available
MAPREDUCE-6228,2015-02-12T00:46:58.067000+00:00,Patch Available,Open
MAPREDUCE-6228,2015-02-12T00:48:43.713000+00:00,Open,In Progress
MAPREDUCE-6228,2015-02-12T00:48:46.521000+00:00,In Progress,Open
MAPREDUCE-6228,2015-02-12T00:48:52.723000+00:00,Open,Patch Available
MAPREDUCE-6228,2015-02-19T08:10:52.130000+00:00,Patch Available,Open
MAPREDUCE-6228,2015-02-19T08:20:59.086000+00:00,Open,Resolved
MAPREDUCE-6228,2015-04-10T20:19:39.263000+00:00,Resolved,Closed
MAPREDUCE-6227,2015-02-06T02:36:43.428000+00:00,Open,Patch Available
MAPREDUCE-6227,2015-02-08T03:41:08.276000+00:00,Patch Available,Resolved
MAPREDUCE-6227,2015-04-10T20:19:40.590000+00:00,Resolved,Closed
MAPREDUCE-6226,2015-01-27T08:57:51.991000+00:00,Open,Resolved
MAPREDUCE-6226,2015-01-27T08:58:19.166000+00:00,Resolved,Reopened
MAPREDUCE-6226,2015-01-27T08:59:45.522000+00:00,Reopened,Resolved
MAPREDUCE-6225,2015-01-27T21:12:04.535000+00:00,Open,Patch Available
MAPREDUCE-6225,2015-01-28T20:17:21.092000+00:00,Patch Available,Open
MAPREDUCE-6225,2015-01-28T20:17:32.599000+00:00,Open,Patch Available
MAPREDUCE-6225,2015-02-16T14:48:48.633000+00:00,Patch Available,Open
MAPREDUCE-6225,2015-02-16T14:49:04.306000+00:00,Open,Patch Available
MAPREDUCE-6225,2015-02-16T17:26:41.412000+00:00,Patch Available,Resolved
MAPREDUCE-6225,2015-04-10T20:19:39.026000+00:00,Resolved,Closed
MAPREDUCE-6224,2015-01-25T06:35:17.513000+00:00,Open,Patch Available
MAPREDUCE-6223,2015-01-25T20:41:58.358000+00:00,Open,Patch Available
MAPREDUCE-6223,2015-01-27T20:20:01.845000+00:00,Patch Available,Open
MAPREDUCE-6223,2015-01-27T20:20:15.395000+00:00,Open,Patch Available
MAPREDUCE-6223,2015-01-31T03:18:40.843000+00:00,Patch Available,Open
MAPREDUCE-6223,2015-02-02T23:15:37.059000+00:00,Open,Patch Available
MAPREDUCE-6223,2015-02-07T16:35:41.974000+00:00,Patch Available,Open
MAPREDUCE-6223,2015-02-07T16:35:59.811000+00:00,Open,Patch Available
MAPREDUCE-6223,2015-02-10T20:12:57.327000+00:00,Patch Available,Open
MAPREDUCE-6223,2015-02-10T20:13:10.008000+00:00,Open,Patch Available
MAPREDUCE-6223,2015-02-16T15:44:47.823000+00:00,Patch Available,Open
MAPREDUCE-6223,2015-02-16T15:45:03.287000+00:00,Open,Patch Available
MAPREDUCE-6223,2015-02-26T19:32:55.754000+00:00,Patch Available,Open
MAPREDUCE-6223,2015-02-26T19:33:55.759000+00:00,Open,Patch Available
MAPREDUCE-6223,2015-02-26T22:38:11.696000+00:00,Patch Available,Resolved
MAPREDUCE-6222,2015-03-09T22:02:59.567000+00:00,Open,Patch Available
MAPREDUCE-6222,2015-04-30T17:38:07.216000+00:00,Patch Available,Open
MAPREDUCE-6222,2015-04-30T21:49:30.332000+00:00,Open,Patch Available
MAPREDUCE-6222,2016-06-21T21:25:38.685000+00:00,Patch Available,Resolved
MAPREDUCE-6221,2015-02-11T20:10:54.923000+00:00,Open,Patch Available
MAPREDUCE-6221,2015-02-12T17:31:37.536000+00:00,Patch Available,Resolved
MAPREDUCE-6221,2015-04-24T23:15:15.857000+00:00,Resolved,Closed
MAPREDUCE-6220,2015-01-26T18:57:47.320000+00:00,Open,Resolved
MAPREDUCE-6220,2015-04-09T09:01:53.610000+00:00,Resolved,Reopened
MAPREDUCE-6220,2015-04-09T09:07:22.924000+00:00,Reopened,Patch Available
MAPREDUCE-6220,2015-04-24T15:20:39.867000+00:00,Patch Available,Resolved
