issue_key,event_time,from_status,to_status
MAPREDUCE-7133,2018-08-30T15:59:34.515000+00:00,Open,Patch Available
MAPREDUCE-7133,2018-08-31T06:30:20.901000+00:00,Patch Available,Open
MAPREDUCE-7133,2018-08-31T08:05:16.729000+00:00,Open,Patch Available
MAPREDUCE-7133,2018-08-31T09:29:17.307000+00:00,Patch Available,Open
MAPREDUCE-7133,2018-08-31T10:00:15.462000+00:00,Open,Patch Available
MAPREDUCE-7133,2018-08-31T13:08:32.695000+00:00,Patch Available,Open
MAPREDUCE-7133,2018-08-31T13:08:56.233000+00:00,Open,Patch Available
MAPREDUCE-7133,2018-09-13T09:22:29.121000+00:00,Patch Available,Open
MAPREDUCE-7133,2018-09-13T09:22:53.555000+00:00,Open,Patch Available
MAPREDUCE-7133,2018-09-13T20:08:24.803000+00:00,Patch Available,Resolved
MAPREDUCE-7132,2018-10-13T10:17:00.239000+00:00,Open,Patch Available
MAPREDUCE-7132,2018-10-16T17:25:39.309000+00:00,Patch Available,Resolved
MAPREDUCE-7131,2018-08-28T19:02:00.981000+00:00,Open,Patch Available
MAPREDUCE-7131,2018-08-28T22:00:23.002000+00:00,Patch Available,Open
MAPREDUCE-7131,2018-08-28T22:01:05.462000+00:00,Open,Patch Available
MAPREDUCE-7131,2018-08-29T18:25:19.311000+00:00,Patch Available,Open
MAPREDUCE-7131,2018-08-29T18:26:03.899000+00:00,Open,Patch Available
MAPREDUCE-7131,2018-09-04T17:06:05.682000+00:00,Patch Available,Open
MAPREDUCE-7131,2018-09-04T17:06:55.980000+00:00,Open,Patch Available
MAPREDUCE-7131,2018-09-05T17:55:24.987000+00:00,Patch Available,Open
MAPREDUCE-7131,2018-09-05T17:55:58.404000+00:00,Open,Patch Available
MAPREDUCE-7131,2018-09-05T22:45:11.469000+00:00,Patch Available,Open
MAPREDUCE-7131,2018-09-05T22:46:10.818000+00:00,Open,Patch Available
MAPREDUCE-7131,2018-09-06T20:54:22.825000+00:00,Patch Available,Resolved
MAPREDUCE-7130,2018-10-08T14:14:52.459000+00:00,Open,Patch Available
MAPREDUCE-7130,2018-10-09T18:31:22.842000+00:00,Patch Available,Resolved
MAPREDUCE-7125,2018-07-23T12:10:42.926000+00:00,Open,Patch Available
MAPREDUCE-7125,2018-09-24T21:25:24.098000+00:00,Patch Available,Resolved
MAPREDUCE-7124,2018-07-17T00:57:32.585000+00:00,Open,Patch Available
MAPREDUCE-7123,2018-08-15T15:06:06.047000+00:00,Open,Resolved
MAPREDUCE-7118,2018-07-03T20:25:27.070000+00:00,Open,Patch Available
MAPREDUCE-7118,2018-07-19T21:36:44.818000+00:00,Patch Available,Resolved
MAPREDUCE-7116,2020-05-13T17:29:20.878000+00:00,Open,Resolved
MAPREDUCE-7114,2018-06-22T12:37:18.512000+00:00,Open,Patch Available
MAPREDUCE-7114,2018-06-22T20:25:40.231000+00:00,Patch Available,Resolved
MAPREDUCE-7113,2018-06-20T05:11:32.721000+00:00,Open,In Progress
MAPREDUCE-7113,2018-06-20T05:12:26.030000+00:00,In Progress,Patch Available
MAPREDUCE-7113,2018-06-20T19:09:19.268000+00:00,Patch Available,Resolved
MAPREDUCE-7112,2018-06-18T09:57:28.299000+00:00,Open,Patch Available
MAPREDUCE-7112,2018-06-18T14:30:59.609000+00:00,Patch Available,Open
MAPREDUCE-7112,2019-02-19T16:00:36.980000+00:00,Open,Resolved
MAPREDUCE-7111,2018-06-13T20:55:16.405000+00:00,Open,Resolved
MAPREDUCE-7110,2018-06-20T03:34:12.779000+00:00,Open,Patch Available
MAPREDUCE-7108,2018-06-08T01:40:42.656000+00:00,Open,Patch Available
MAPREDUCE-7108,2018-06-12T22:48:31.776000+00:00,Patch Available,Resolved
MAPREDUCE-7105,2018-06-04T17:23:16.806000+00:00,Open,Patch Available
MAPREDUCE-7105,2018-06-04T20:00:26.575000+00:00,Patch Available,Resolved
MAPREDUCE-7104,2018-06-03T08:48:10.761000+00:00,Open,Patch Available
MAPREDUCE-7104,2018-06-03T16:49:26.409000+00:00,Patch Available,Resolved
MAPREDUCE-7103,2018-06-02T00:10:00.070000+00:00,Open,Patch Available
MAPREDUCE-7103,2018-06-05T19:27:34.073000+00:00,Patch Available,Resolved
MAPREDUCE-7102,2018-06-01T21:28:35.983000+00:00,Open,Patch Available
MAPREDUCE-7102,2018-06-03T03:28:50.649000+00:00,Patch Available,Resolved
MAPREDUCE-7101,2018-06-12T18:41:45.998000+00:00,Open,Patch Available
MAPREDUCE-7101,2018-06-12T23:28:24.312000+00:00,Patch Available,Resolved
MAPREDUCE-7100,2019-02-03T08:03:43.195000+00:00,Open,Patch Available
MAPREDUCE-7099,2019-03-21T11:23:02.794000+00:00,Open,Resolved
MAPREDUCE-7099,2020-01-01T02:48:22.180000+00:00,Resolved,Reopened
MAPREDUCE-7098,2018-05-25T11:29:49.461000+00:00,Open,Patch Available
MAPREDUCE-7098,2018-05-31T09:34:33.929000+00:00,Patch Available,Resolved
MAPREDUCE-7097,2018-05-18T15:36:50.824000+00:00,Open,Patch Available
MAPREDUCE-7097,2018-05-28T08:44:28.539000+00:00,Patch Available,Resolved
MAPREDUCE-7097,2018-06-01T13:07:53.881000+00:00,Resolved,Reopened
MAPREDUCE-7097,2018-06-01T13:42:02.035000+00:00,Reopened,Patch Available
MAPREDUCE-7097,2018-06-02T04:29:23.338000+00:00,Patch Available,Resolved
MAPREDUCE-7096,2018-05-11T09:13:34.636000+00:00,Open,Resolved
MAPREDUCE-7095,2018-05-09T16:07:59.705000+00:00,Open,Patch Available
MAPREDUCE-7095,2018-05-10T17:47:43.800000+00:00,Patch Available,Resolved
MAPREDUCE-7094,2018-05-08T15:34:17.951000+00:00,Open,Patch Available
MAPREDUCE-7094,2018-05-09T08:43:55.163000+00:00,Patch Available,Open
MAPREDUCE-7094,2018-05-09T08:44:18.501000+00:00,Open,Patch Available
MAPREDUCE-7094,2018-05-10T15:13:45.592000+00:00,Patch Available,Open
MAPREDUCE-7094,2018-05-10T15:14:34.869000+00:00,Open,Patch Available
MAPREDUCE-7094,2018-05-16T10:05:54.805000+00:00,Patch Available,In Progress
MAPREDUCE-7094,2018-05-16T10:09:09.739000+00:00,In Progress,Patch Available
MAPREDUCE-7094,2018-05-16T13:11:54.926000+00:00,Patch Available,In Progress
MAPREDUCE-7094,2018-05-16T13:12:08.817000+00:00,In Progress,Patch Available
MAPREDUCE-7094,2018-05-16T16:10:29.532000+00:00,Patch Available,In Progress
MAPREDUCE-7094,2018-05-16T16:10:59.732000+00:00,In Progress,Patch Available
MAPREDUCE-7094,2018-05-17T09:32:12.931000+00:00,Patch Available,In Progress
MAPREDUCE-7094,2018-05-17T09:32:43.715000+00:00,In Progress,Patch Available
MAPREDUCE-7094,2018-05-17T18:18:28.256000+00:00,Patch Available,Resolved
MAPREDUCE-7093,2018-05-03T18:42:57.512000+00:00,Open,Patch Available
MAPREDUCE-7093,2018-05-06T16:19:31.381000+00:00,Patch Available,Resolved
MAPREDUCE-7092,2019-03-21T11:21:51.802000+00:00,Open,Resolved
MAPREDUCE-7091,2019-03-21T11:21:26.415000+00:00,Open,Resolved
MAPREDUCE-7090,2019-03-21T11:21:06.048000+00:00,Open,Resolved
MAPREDUCE-7086,2018-04-20T21:45:03.148000+00:00,Open,Patch Available
MAPREDUCE-7086,2018-05-01T21:27:50.150000+00:00,Patch Available,Resolved
MAPREDUCE-7082,2018-04-18T07:22:54.750000+00:00,Open,Patch Available
MAPREDUCE-7081,2019-02-26T03:01:05.672000+00:00,Open,Resolved
MAPREDUCE-7080,2018-04-17T13:23:17.922000+00:00,Open,Resolved
MAPREDUCE-7079,2020-01-06T21:29:21.868000+00:00,Open,Patch Available
MAPREDUCE-7079,2020-01-16T23:55:14.324000+00:00,Patch Available,Open
MAPREDUCE-7079,2020-01-16T23:55:29.382000+00:00,Open,Patch Available
MAPREDUCE-7079,2020-01-29T17:43:44.909000+00:00,Patch Available,Resolved
MAPREDUCE-7077,2018-04-12T01:01:29.371000+00:00,Open,Patch Available
MAPREDUCE-7077,2018-04-13T20:55:05.351000+00:00,Patch Available,Resolved
MAPREDUCE-7076,2019-07-14T00:49:00.542000+00:00,Open,Patch Available
MAPREDUCE-7076,2019-07-23T01:37:59.631000+00:00,Patch Available,Resolved
MAPREDUCE-7073,2018-04-09T09:44:33.406000+00:00,Open,Patch Available
MAPREDUCE-7073,2018-05-02T08:02:57.354000+00:00,Patch Available,Resolved
MAPREDUCE-7072,2018-04-23T07:15:18.585000+00:00,Open,Patch Available
MAPREDUCE-7072,2018-04-27T16:58:52.632000+00:00,Patch Available,Resolved
MAPREDUCE-7070,2018-03-30T08:09:07.186000+00:00,Open,Patch Available
MAPREDUCE-7069,2018-04-02T18:19:13.663000+00:00,Open,Patch Available
MAPREDUCE-7069,2018-04-12T16:17:04.103000+00:00,Patch Available,Resolved
MAPREDUCE-7068,2018-03-22T13:46:09.947000+00:00,Open,Patch Available
MAPREDUCE-7067,2019-06-05T06:33:44.086000+00:00,Open,Patch Available
MAPREDUCE-7066,2018-03-15T08:06:03.947000+00:00,Open,Patch Available
MAPREDUCE-7066,2018-03-19T00:40:28.102000+00:00,Patch Available,Resolved
MAPREDUCE-7064,2018-03-12T14:50:51.312000+00:00,Open,Patch Available
MAPREDUCE-7064,2018-03-14T20:24:58.331000+00:00,Patch Available,Resolved
MAPREDUCE-7063,2018-06-18T17:28:41.485000+00:00,Open,Patch Available
MAPREDUCE-7063,2018-06-18T21:26:53.504000+00:00,Patch Available,Resolved
MAPREDUCE-7062,2018-03-01T09:21:04.392000+00:00,Open,In Progress
MAPREDUCE-7062,2018-03-01T09:24:20.050000+00:00,In Progress,Patch Available
MAPREDUCE-7062,2018-04-11T04:28:24.061000+00:00,Patch Available,Resolved
MAPREDUCE-7061,2018-02-16T18:32:47.768000+00:00,Open,Patch Available
MAPREDUCE-7061,2018-02-16T18:33:45.874000+00:00,Patch Available,In Progress
MAPREDUCE-7061,2018-02-16T18:34:57.511000+00:00,In Progress,Patch Available
MAPREDUCE-7061,2018-02-27T18:28:45.879000+00:00,Patch Available,Resolved
MAPREDUCE-7060,2018-02-26T16:04:12.298000+00:00,Open,Patch Available
MAPREDUCE-7060,2018-02-26T16:20:57.350000+00:00,Patch Available,Open
MAPREDUCE-7060,2018-02-26T16:50:52.434000+00:00,Open,Patch Available
MAPREDUCE-7060,2018-03-01T18:41:30.639000+00:00,Patch Available,Resolved
MAPREDUCE-7059,2018-02-27T05:31:33.704000+00:00,Open,Patch Available
MAPREDUCE-7059,2018-03-01T02:23:42.493000+00:00,Patch Available,Resolved
MAPREDUCE-7058,2018-02-22T22:33:13.595000+00:00,Open,Resolved
MAPREDUCE-7057,2018-02-20T17:56:03.445000+00:00,Open,Patch Available
MAPREDUCE-7057,2018-02-21T00:48:56.818000+00:00,Patch Available,Open
MAPREDUCE-7057,2018-02-21T00:49:34.783000+00:00,Open,Patch Available
MAPREDUCE-7057,2018-03-29T21:54:11.172000+00:00,Patch Available,Open
MAPREDUCE-7057,2018-03-29T21:54:26.858000+00:00,Open,Patch Available
MAPREDUCE-7057,2018-09-24T15:34:38.281000+00:00,Patch Available,Open
MAPREDUCE-7057,2018-09-24T15:34:50.949000+00:00,Open,Patch Available
MAPREDUCE-7055,2018-02-19T14:58:40.407000+00:00,Open,Resolved
MAPREDUCE-7053,2018-02-14T22:11:53.420000+00:00,Open,Patch Available
MAPREDUCE-7053,2018-02-16T15:19:13.703000+00:00,Patch Available,Resolved
MAPREDUCE-7052,2018-02-13T16:01:40.964000+00:00,Open,Patch Available
MAPREDUCE-7052,2018-02-15T21:44:42.387000+00:00,Patch Available,Resolved
MAPREDUCE-7051,2020-07-30T04:32:07.508000+00:00,Open,Resolved
MAPREDUCE-7050,2018-02-27T05:49:43.609000+00:00,Open,Patch Available
MAPREDUCE-7049,2018-02-06T15:52:24.547000+00:00,Open,Resolved
MAPREDUCE-7048,2018-02-07T12:04:52.341000+00:00,Open,Patch Available
MAPREDUCE-7048,2018-02-12T20:55:06.783000+00:00,Patch Available,Resolved
MAPREDUCE-7047,2018-02-05T10:19:46.798000+00:00,Open,Patch Available
MAPREDUCE-7047,2018-03-15T20:51:05.224000+00:00,Patch Available,Resolved
MAPREDUCE-7046,2018-02-02T17:51:10.191000+00:00,Open,Patch Available
MAPREDUCE-7043,2018-01-25T20:10:58.562000+00:00,Open,Resolved
MAPREDUCE-7042,2018-04-11T22:18:25.861000+00:00,Open,In Progress
MAPREDUCE-7042,2018-04-19T05:43:43.010000+00:00,In Progress,Patch Available
MAPREDUCE-7042,2018-04-26T13:39:09.449000+00:00,Patch Available,Resolved
MAPREDUCE-7041,2018-01-25T16:34:13.164000+00:00,Open,Patch Available
MAPREDUCE-7041,2018-01-26T01:29:49.388000+00:00,Patch Available,Resolved
MAPREDUCE-7038,2018-01-30T18:32:39.734000+00:00,Open,Resolved
MAPREDUCE-7036,2018-01-23T08:00:46.479000+00:00,Open,Patch Available
MAPREDUCE-7036,2018-01-29T15:40:09.531000+00:00,Patch Available,Resolved
MAPREDUCE-7036,2018-04-11T18:42:55.300000+00:00,Resolved,Reopened
MAPREDUCE-7036,2018-04-12T01:02:59.678000+00:00,Reopened,Resolved
MAPREDUCE-7035,2018-01-15T09:37:02.929000+00:00,Open,Patch Available
MAPREDUCE-7035,2018-10-09T12:15:01.523000+00:00,Patch Available,Resolved
MAPREDUCE-7034,2018-01-12T04:40:58.347000+00:00,Open,Patch Available
MAPREDUCE-7034,2018-01-15T06:39:31.575000+00:00,Patch Available,Resolved
MAPREDUCE-7033,2018-01-25T23:15:22.251000+00:00,Open,Patch Available
MAPREDUCE-7033,2018-02-01T14:23:11.162000+00:00,Patch Available,Resolved
MAPREDUCE-7032,2018-01-12T22:46:35.773000+00:00,Open,Patch Available
MAPREDUCE-7032,2018-01-16T18:46:23.132000+00:00,Patch Available,Resolved
MAPREDUCE-7031,2017-12-28T17:51:53.321000+00:00,Open,Patch Available
MAPREDUCE-7031,2017-12-29T03:57:53.152000+00:00,Patch Available,Open
MAPREDUCE-7031,2017-12-29T03:57:56.239000+00:00,Open,Patch Available
MAPREDUCE-7031,2017-12-29T17:10:46.416000+00:00,Patch Available,Open
MAPREDUCE-7031,2017-12-29T17:11:05.960000+00:00,Open,Patch Available
MAPREDUCE-7030,2017-12-29T00:48:42.642000+00:00,Open,Patch Available
MAPREDUCE-7030,2018-01-12T22:19:19.459000+00:00,Patch Available,Resolved
MAPREDUCE-7029,2017-12-28T00:04:17.351000+00:00,Open,Patch Available
MAPREDUCE-7029,2018-01-17T16:32:40.428000+00:00,Patch Available,Resolved
MAPREDUCE-7028,2017-12-20T16:18:06.536000+00:00,Open,Patch Available
MAPREDUCE-7028,2018-01-03T17:23:37.341000+00:00,Patch Available,Resolved
MAPREDUCE-7027,2018-01-25T22:28:20.763000+00:00,Open,Patch Available
MAPREDUCE-7027,2018-02-23T22:43:02.198000+00:00,Patch Available,Resolved
MAPREDUCE-7026,2018-04-19T13:46:35.877000+00:00,Open,Patch Available
MAPREDUCE-7025,2017-12-18T08:46:05.981000+00:00,Open,Resolved
MAPREDUCE-7025,2017-12-18T08:51:30.991000+00:00,Resolved,Reopened
MAPREDUCE-7025,2017-12-18T08:51:37.419000+00:00,Reopened,In Progress
MAPREDUCE-7025,2017-12-18T08:51:58.415000+00:00,In Progress,Resolved
MAPREDUCE-7023,2017-12-14T12:01:34.294000+00:00,Open,Patch Available
MAPREDUCE-7023,2018-03-02T16:17:23.273000+00:00,Patch Available,Open
MAPREDUCE-7023,2018-03-02T16:19:17.521000+00:00,Open,Patch Available
MAPREDUCE-7023,2018-03-03T00:24:19.892000+00:00,Patch Available,Resolved
MAPREDUCE-7022,2017-12-08T01:00:07.927000+00:00,Open,Patch Available
MAPREDUCE-7022,2018-01-26T20:44:29.693000+00:00,Patch Available,Resolved
MAPREDUCE-7021,2017-12-21T07:22:43.637000+00:00,Open,Patch Available
MAPREDUCE-7021,2017-12-21T07:28:32.166000+00:00,Patch Available,Open
MAPREDUCE-7021,2018-01-15T06:41:19.880000+00:00,Open,Patch Available
MAPREDUCE-7020,2018-01-22T16:14:44.946000+00:00,Open,Patch Available
MAPREDUCE-7020,2018-01-26T22:01:22.107000+00:00,Patch Available,Resolved
MAPREDUCE-7019,2017-12-08T16:15:32.190000+00:00,Open,Resolved
MAPREDUCE-7018,2017-12-04T21:15:15.420000+00:00,Open,Patch Available
MAPREDUCE-7018,2017-12-11T22:01:02.148000+00:00,Patch Available,Resolved
MAPREDUCE-7017,2017-12-04T08:16:29.620000+00:00,Open,Patch Available
MAPREDUCE-7017,2017-12-04T08:16:40.371000+00:00,Patch Available,Open
MAPREDUCE-7017,2017-12-05T08:47:18.405000+00:00,Open,Patch Available
MAPREDUCE-7015,2018-01-17T11:35:22.684000+00:00,Open,Patch Available
MAPREDUCE-7015,2018-01-24T20:55:38.901000+00:00,Patch Available,Resolved
MAPREDUCE-7014,2017-11-27T14:18:05.725000+00:00,Open,Patch Available
MAPREDUCE-7014,2017-11-27T14:47:01.740000+00:00,Patch Available,Open
MAPREDUCE-7014,2017-11-27T14:48:15.605000+00:00,Open,Patch Available
MAPREDUCE-7014,2017-11-27T16:36:24.556000+00:00,Patch Available,Resolved
MAPREDUCE-7011,2017-11-21T19:20:01.777000+00:00,Open,Patch Available
MAPREDUCE-7011,2017-11-22T04:44:33.016000+00:00,Patch Available,Resolved
MAPREDUCE-7010,2018-02-23T01:16:37.354000+00:00,Open,Patch Available
MAPREDUCE-7010,2018-02-27T16:51:56.340000+00:00,Patch Available,Resolved
MAPREDUCE-7006,2017-11-13T21:50:16.324000+00:00,Open,Resolved
MAPREDUCE-7001,2017-11-04T02:48:12.856000+00:00,Open,Patch Available
MAPREDUCE-7001,2017-11-08T10:29:46.170000+00:00,Patch Available,Resolved
MAPREDUCE-7000,2017-11-04T02:33:48.928000+00:00,Open,Patch Available
MAPREDUCE-7000,2017-11-04T04:39:14.328000+00:00,Patch Available,Open
MAPREDUCE-7000,2017-11-04T04:39:24.692000+00:00,Open,Patch Available
MAPREDUCE-7000,2017-12-07T07:27:51.294000+00:00,Patch Available,Resolved
MAPREDUCE-6999,2017-11-01T15:12:40.762000+00:00,Open,Patch Available
MAPREDUCE-6999,2017-11-02T09:35:36.360000+00:00,Patch Available,Resolved
MAPREDUCE-6998,2017-11-03T12:36:29.097000+00:00,Open,Patch Available
MAPREDUCE-6998,2017-11-20T14:45:33.748000+00:00,Patch Available,Open
MAPREDUCE-6998,2017-11-20T14:45:39.090000+00:00,Open,Patch Available
MAPREDUCE-6998,2017-12-07T07:22:43.953000+00:00,Patch Available,Resolved
MAPREDUCE-6997,2017-11-03T09:37:45.224000+00:00,Open,Patch Available
MAPREDUCE-6997,2017-11-08T10:25:28.190000+00:00,Patch Available,Resolved
MAPREDUCE-6995,2018-01-18T01:16:56.965000+00:00,Open,Patch Available
MAPREDUCE-6995,2018-01-20T01:55:49.135000+00:00,Patch Available,Resolved
MAPREDUCE-6994,2017-10-27T22:02:20.071000+00:00,Open,Patch Available
MAPREDUCE-6994,2017-12-01T20:13:24.744000+00:00,Patch Available,Resolved
MAPREDUCE-6992,2017-10-26T18:45:19.747000+00:00,Open,Resolved
MAPREDUCE-6989,2017-10-27T21:57:51.760000+00:00,Open,Patch Available
MAPREDUCE-6989,2017-10-27T22:01:19.857000+00:00,Patch Available,Open
MAPREDUCE-6989,2018-06-06T15:43:43.743000+00:00,Open,Resolved
MAPREDUCE-6988,2017-10-23T08:52:23.359000+00:00,Open,Patch Available
MAPREDUCE-6987,2017-10-24T11:39:48.325000+00:00,Open,Resolved
MAPREDUCE-6987,2017-10-31T19:47:29.654000+00:00,Resolved,Reopened
MAPREDUCE-6987,2017-10-31T19:47:39.837000+00:00,Reopened,Resolved
MAPREDUCE-6986,2017-10-19T08:20:33.711000+00:00,Open,In Progress
MAPREDUCE-6986,2017-10-19T08:20:38.677000+00:00,In Progress,Open
MAPREDUCE-6986,2017-10-19T08:20:47.851000+00:00,Open,Patch Available
MAPREDUCE-6984,2017-10-17T11:30:48.854000+00:00,Open,Patch Available
MAPREDUCE-6984,2018-01-19T21:16:37.476000+00:00,Patch Available,Resolved
MAPREDUCE-6983,2017-10-17T07:32:25.373000+00:00,Open,Patch Available
MAPREDUCE-6983,2017-10-17T08:58:53.031000+00:00,Patch Available,Open
MAPREDUCE-6983,2017-10-17T08:59:26.841000+00:00,Open,Patch Available
MAPREDUCE-6983,2017-10-18T01:00:08.816000+00:00,Patch Available,Open
MAPREDUCE-6983,2017-10-18T01:02:20.528000+00:00,Open,Patch Available
MAPREDUCE-6983,2017-10-19T05:59:18.822000+00:00,Patch Available,Open
MAPREDUCE-6983,2017-10-19T06:00:16.788000+00:00,Open,Patch Available
MAPREDUCE-6983,2017-10-20T05:41:41.089000+00:00,Patch Available,Open
MAPREDUCE-6983,2017-10-20T05:42:22.294000+00:00,Open,Patch Available
MAPREDUCE-6983,2017-10-27T09:22:24.265000+00:00,Patch Available,Open
MAPREDUCE-6983,2017-10-27T09:23:03.871000+00:00,Open,Patch Available
MAPREDUCE-6983,2017-11-02T08:44:46.808000+00:00,Patch Available,Resolved
MAPREDUCE-6982,2017-10-13T10:00:36.957000+00:00,Open,Patch Available
MAPREDUCE-6982,2017-10-13T13:15:21.656000+00:00,Patch Available,Resolved
MAPREDUCE-6980,2017-10-16T02:02:41.932000+00:00,Open,Patch Available
MAPREDUCE-6979,2017-10-10T02:28:26.065000+00:00,Open,Resolved
MAPREDUCE-6978,2017-10-09T17:53:16.004000+00:00,Open,Resolved
MAPREDUCE-6977,2017-10-09T05:53:36.698000+00:00,Open,Patch Available
MAPREDUCE-6977,2017-10-09T08:46:10.512000+00:00,Patch Available,Open
MAPREDUCE-6977,2017-10-09T08:50:48.244000+00:00,Open,Patch Available
MAPREDUCE-6977,2017-10-09T10:33:41.001000+00:00,Patch Available,Open
MAPREDUCE-6977,2017-10-09T10:33:48.245000+00:00,Open,Patch Available
MAPREDUCE-6977,2017-10-10T10:50:25.108000+00:00,Patch Available,Open
MAPREDUCE-6977,2017-10-10T10:50:59.615000+00:00,Open,Patch Available
MAPREDUCE-6977,2017-10-27T10:03:28.509000+00:00,Patch Available,Resolved
MAPREDUCE-6975,2017-10-06T09:54:03.515000+00:00,Open,Patch Available
MAPREDUCE-6975,2017-11-06T11:20:43.034000+00:00,Patch Available,Resolved
MAPREDUCE-6974,2018-08-07T00:58:46.540000+00:00,Open,Resolved
MAPREDUCE-6973,2019-07-26T12:22:55.973000+00:00,Open,Resolved
MAPREDUCE-6972,2017-09-29T09:00:44.763000+00:00,Open,Patch Available
MAPREDUCE-6972,2017-10-18T02:20:10.416000+00:00,Patch Available,Resolved
MAPREDUCE-6971,2017-09-27T05:36:36.564000+00:00,Open,Patch Available
MAPREDUCE-6971,2017-09-28T01:41:14.710000+00:00,Patch Available,Open
MAPREDUCE-6971,2017-09-28T01:42:11.437000+00:00,Open,Patch Available
MAPREDUCE-6971,2017-10-03T03:16:25.221000+00:00,Patch Available,Resolved
MAPREDUCE-6968,2017-09-26T17:50:30.844000+00:00,Open,Patch Available
MAPREDUCE-6968,2017-09-26T19:54:24.996000+00:00,Patch Available,Resolved
MAPREDUCE-6967,2017-09-21T19:46:00.624000+00:00,Open,In Progress
MAPREDUCE-6967,2017-09-21T19:50:03.168000+00:00,In Progress,Patch Available
MAPREDUCE-6967,2017-09-22T20:31:39.166000+00:00,Patch Available,Resolved
MAPREDUCE-6966,2017-09-21T19:44:02.114000+00:00,Open,In Progress
MAPREDUCE-6966,2017-09-21T19:45:04.523000+00:00,In Progress,Patch Available
MAPREDUCE-6966,2017-09-22T06:12:19.367000+00:00,Patch Available,Resolved
MAPREDUCE-6965,2017-09-21T05:11:11.465000+00:00,Open,In Progress
MAPREDUCE-6965,2017-09-21T05:11:48.198000+00:00,In Progress,Patch Available
MAPREDUCE-6965,2017-09-22T14:37:57.204000+00:00,Patch Available,Resolved
MAPREDUCE-6964,2017-09-21T05:06:57.884000+00:00,Open,In Progress
MAPREDUCE-6964,2017-09-21T05:07:22.065000+00:00,In Progress,Patch Available
MAPREDUCE-6964,2017-09-21T14:44:23.319000+00:00,Patch Available,Resolved
MAPREDUCE-6962,2017-09-20T12:05:03.099000+00:00,Open,Resolved
MAPREDUCE-6961,2018-02-26T14:56:37.343000+00:00,Open,Resolved
MAPREDUCE-6960,2017-09-18T20:44:09.231000+00:00,Open,Patch Available
MAPREDUCE-6960,2017-09-19T16:11:40.452000+00:00,Patch Available,Resolved
MAPREDUCE-6959,2017-09-18T18:27:55.859000+00:00,Open,Resolved
MAPREDUCE-6958,2017-09-14T22:17:20.054000+00:00,Open,Patch Available
MAPREDUCE-6958,2017-09-19T15:27:36.683000+00:00,Patch Available,Resolved
MAPREDUCE-6957,2017-09-12T00:19:08.554000+00:00,Open,In Progress
MAPREDUCE-6957,2017-09-12T19:10:38.989000+00:00,In Progress,Patch Available
MAPREDUCE-6957,2017-09-13T22:34:21.516000+00:00,Patch Available,Resolved
MAPREDUCE-6956,2017-09-08T19:11:44.151000+00:00,Open,Patch Available
MAPREDUCE-6956,2017-09-15T15:14:29.336000+00:00,Patch Available,Open
MAPREDUCE-6956,2017-09-15T15:17:38.191000+00:00,Open,Patch Available
MAPREDUCE-6956,2017-09-15T16:01:44.524000+00:00,Patch Available,Resolved
MAPREDUCE-6955,2017-09-08T16:32:48.001000+00:00,Open,Resolved
MAPREDUCE-6954,2017-09-08T13:08:12.207000+00:00,Open,Patch Available
MAPREDUCE-6954,2017-09-15T19:07:31.778000+00:00,Patch Available,Resolved
MAPREDUCE-6953,2017-09-08T12:02:41.122000+00:00,Open,Patch Available
MAPREDUCE-6953,2017-09-08T20:22:02.376000+00:00,Patch Available,Resolved
MAPREDUCE-6951,2017-10-06T09:54:39.549000+00:00,Open,Patch Available
