issue_key,jira_id,task_id
MAPREDUCE-1621,12460035,681
MAPREDUCE-1622,12460040,682
MAPREDUCE-1623,12460063,683
MAPREDUCE-1625,12460149,684
MAPREDUCE-1627,12460162,685
MAPREDUCE-1634,12460284,686
MAPREDUCE-1635,12460335,687
MAPREDUCE-1644,12460635,688
MAPREDUCE-1646,12460687,689
MAPREDUCE-1647,12460692,690
MAPREDUCE-1650,12460759,691
MAPREDUCE-1653,12460775,692
MAPREDUCE-1655,12460777,693
MAPREDUCE-1656,12460786,694
MAPREDUCE-1657,12460790,695
MAPREDUCE-1659,12460806,696
MAPREDUCE-1661,12460891,697
MAPREDUCE-1662,12460892,698
MAPREDUCE-1664,12460904,699
MAPREDUCE-1666,12460970,700
MAPREDUCE-1667,12461006,701
MAPREDUCE-1668,12461023,702
MAPREDUCE-1669,12461041,703
MAPREDUCE-1670,12461105,704
MAPREDUCE-1671,12461127,705
MAPREDUCE-1672,12461130,706
MAPREDUCE-1677,12461262,706
MAPREDUCE-1673,12461132,707
MAPREDUCE-1680,12461332,708
MAPREDUCE-4312,12559282,708
MAPREDUCE-1683,12461358,709
MAPREDUCE-1685,12461506,710
MAPREDUCE-1686,12461544,711
MAPREDUCE-1692,12461797,712
MAPREDUCE-1694,12461895,713
MAPREDUCE-1695,12461911,714
MAPREDUCE-1697,12461924,715
MAPREDUCE-1698,12462000,716
MAPREDUCE-1701,12462014,717
MAPREDUCE-1703,12462102,718
MAPREDUCE-1705,12462118,719
MAPREDUCE-1707,12462121,720
MAPREDUCE-1711,12462292,721
MAPREDUCE-1714,12462499,722
MAPREDUCE-1715,12462562,723
MAPREDUCE-1718,12462716,724
MAPREDUCE-1719,12462732,725
MAPREDUCE-1725,12462903,726
MAPREDUCE-3527,12534572,726
MAPREDUCE-1727,12462993,727
MAPREDUCE-1728,12463058,728
MAPREDUCE-1733,12463160,729
MAPREDUCE-1735,12463174,730
MAPREDUCE-1742,12463349,731
MAPREDUCE-6941,13095133,731
MAPREDUCE-1746,12463395,732
MAPREDUCE-1747,12463406,733
MAPREDUCE-1748,12463407,733
MAPREDUCE-1749,12463453,734
MAPREDUCE-1750,12463538,735
MAPREDUCE-1751,12463612,736
MAPREDUCE-1756,12463840,737
MAPREDUCE-1757,12463846,738
MAPREDUCE-1759,12463870,739
MAPREDUCE-1760,12463905,740
MAPREDUCE-1761,12463915,741
MAPREDUCE-1762,12463930,742
MAPREDUCE-1763,12463938,743
MAPREDUCE-1774,12463953,744
MAPREDUCE-1778,12464100,745
MAPREDUCE-1779,12464104,746
MAPREDUCE-1780,12464122,747
MAPREDUCE-1781,12464170,748
MAPREDUCE-1782,12464200,749
MAPREDUCE-1785,12464379,750
MAPREDUCE-1786,12464411,751
MAPREDUCE-1791,12464576,752
MAPREDUCE-1795,12464742,753
MAPREDUCE-1796,12464752,754
MAPREDUCE-1798,12464846,755
MAPREDUCE-1800,12464924,756
MAPREDUCE-1802,12464983,757
MAPREDUCE-1803,12464989,758
MAPREDUCE-3434,12532012,758
MAPREDUCE-1804,12465056,759
MAPREDUCE-1805,12465057,760
MAPREDUCE-1807,12465083,761
MAPREDUCE-1810,12465246,762
MAPREDUCE-2022,12472065,762
MAPREDUCE-2199,12480742,762
MAPREDUCE-3459,12532422,762
MAPREDUCE-1812,12465339,763
MAPREDUCE-1813,12465346,764
MAPREDUCE-1814,12465352,765
MAPREDUCE-1816,12465429,766
MAPREDUCE-1817,12465490,767
MAPREDUCE-1818,12465498,768
MAPREDUCE-1819,12465508,769
MAPREDUCE-1820,12465515,770
MAPREDUCE-1822,12465584,771
MAPREDUCE-1826,12465779,772
MAPREDUCE-1829,12465889,773
MAPREDUCE-1830,12465891,774
MAPREDUCE-1832,12465920,775
MAPREDUCE-1833,12465939,776
MAPREDUCE-1834,12465942,777
MAPREDUCE-1836,12465985,778
MAPREDUCE-1838,12466005,779
MAPREDUCE-1839,12466036,780
MAPREDUCE-1840,12466052,781
MAPREDUCE-1843,12466313,782
MAPREDUCE-1844,12466322,783
MAPREDUCE-1845,12466374,784
MAPREDUCE-1848,12466601,785
MAPREDUCE-1850,12466607,786
MAPREDUCE-1851,12466619,787
MAPREDUCE-1853,12466655,788
MAPREDUCE-1855,12466674,789
MAPREDUCE-1856,12466701,790
MAPREDUCE-1857,12466719,791
MAPREDUCE-1860,12466775,792
MAPREDUCE-1863,12466882,793
MAPREDUCE-1864,12466965,794
MAPREDUCE-1865,12466966,795
MAPREDUCE-1866,12466971,796
MAPREDUCE-1867,12466976,796
MAPREDUCE-1868,12467017,797
MAPREDUCE-1870,12467065,798
MAPREDUCE-1873,12467112,799
MAPREDUCE-2323,12498477,799
MAPREDUCE-1875,12467209,800
MAPREDUCE-1876,12467310,801
MAPREDUCE-1980,12470339,801
MAPREDUCE-1878,12467396,802
MAPREDUCE-1918,12468658,802
MAPREDUCE-1880,12467415,803
MAPREDUCE-1881,12467423,804
MAPREDUCE-1882,12467474,805
MAPREDUCE-1883,12467475,806
MAPREDUCE-1885,12467536,807
MAPREDUCE-1886,12467548,808
MAPREDUCE-3652,12537914,808
MAPREDUCE-1887,12467614,809
MAPREDUCE-1888,12467659,810
MAPREDUCE-1891,12467711,811
MAPREDUCE-1892,12467754,812
MAPREDUCE-1893,12467840,813
MAPREDUCE-1894,12467841,814
MAPREDUCE-1895,12467860,815
MAPREDUCE-1896,12467883,816
MAPREDUCE-1897,12467953,817
MAPREDUCE-2101,12475569,817
MAPREDUCE-2964,12522368,817
MAPREDUCE-3263,12528725,817
MAPREDUCE-3368,12530610,817
MAPREDUCE-1900,12468081,818
MAPREDUCE-1905,12468324,819
MAPREDUCE-1908,12468381,820
MAPREDUCE-1909,12468385,821
MAPREDUCE-1911,12468405,822
MAPREDUCE-1916,12468617,823
MAPREDUCE-1917,12468648,824
MAPREDUCE-1919,12468661,825
MAPREDUCE-1920,12468666,826
MAPREDUCE-1922,12468684,827
MAPREDUCE-5881,12712802,827
MAPREDUCE-1923,12468685,828
MAPREDUCE-1924,12468768,829
MAPREDUCE-1926,12468861,830
MAPREDUCE-1930,12469032,831
MAPREDUCE-1931,12469033,832
MAPREDUCE-1935,12469121,833
MAPREDUCE-1936,12469137,834
MAPREDUCE-1937,12469185,835
MAPREDUCE-1940,12469249,836
MAPREDUCE-1942,12469278,837
MAPREDUCE-1944,12469332,838
MAPREDUCE-1945,12469399,839
MAPREDUCE-1946,12469405,840
MAPREDUCE-1948,12469588,841
MAPREDUCE-1949,12469590,841
MAPREDUCE-1953,12469777,842
MAPREDUCE-1955,12469808,843
MAPREDUCE-1956,12469839,844
MAPREDUCE-1958,12469873,845
MAPREDUCE-1961,12469970,846
MAPREDUCE-1962,12469979,847
MAPREDUCE-1967,12470064,848
MAPREDUCE-1970,12470214,849
MAPREDUCE-1971,12470249,850
MAPREDUCE-1972,12470268,851
MAPREDUCE-1975,12470316,852
MAPREDUCE-1977,12470325,853
MAPREDUCE-1979,12470335,854
MAPREDUCE-1982,12470420,855
MAPREDUCE-1983,12470429,856
MAPREDUCE-1984,12470431,857
MAPREDUCE-2008,12470477,858
MAPREDUCE-1985,12470485,859
MAPREDUCE-1987,12470527,860
MAPREDUCE-1989,12470640,861
MAPREDUCE-1990,12470676,862
MAPREDUCE-1992,12470699,863
MAPREDUCE-1995,12470857,864
MAPREDUCE-1997,12470943,865
MAPREDUCE-1999,12471005,866
MAPREDUCE-2000,12471015,867
MAPREDUCE-2003,12471275,868
MAPREDUCE-2004,12471322,869
MAPREDUCE-2007,12471433,870
MAPREDUCE-2010,12471525,871
MAPREDUCE-2012,12471607,872
MAPREDUCE-6130,12748959,872
MAPREDUCE-2013,12471660,873
MAPREDUCE-2014,12471735,874
MAPREDUCE-2767,12517699,874
MAPREDUCE-2015,12471777,875
MAPREDUCE-2021,12472058,876
MAPREDUCE-2023,12472073,877
MAPREDUCE-2024,12472133,878
MAPREDUCE-2025,12472140,879
MAPREDUCE-2026,12472142,880
MAPREDUCE-2027,12472302,881
MAPREDUCE-2029,12472429,882
MAPREDUCE-2030,12472448,883
MAPREDUCE-2031,12472452,884
MAPREDUCE-2032,12472454,885
MAPREDUCE-2034,12472523,886
MAPREDUCE-2040,12472762,887
MAPREDUCE-2043,12472873,888
MAPREDUCE-2046,12472961,889
MAPREDUCE-2048,12472982,890
MAPREDUCE-2051,12473195,891
MAPREDUCE-2180,12479528,891
MAPREDUCE-2331,12498715,891
MAPREDUCE-2052,12473269,892
MAPREDUCE-2054,12473597,893
MAPREDUCE-2055,12473643,894
MAPREDUCE-2056,12473657,895
MAPREDUCE-2065,12473943,896
MAPREDUCE-2067,12474106,897
MAPREDUCE-2071,12474238,898
MAPREDUCE-2073,12474249,899
MAPREDUCE-2074,12474326,900
MAPREDUCE-2075,12474331,901
MAPREDUCE-2077,12474337,902
MAPREDUCE-2078,12474355,903
MAPREDUCE-2079,12474538,904
MAPREDUCE-2082,12474653,905
MAPREDUCE-2084,12474840,906
MAPREDUCE-2085,12474878,907
MAPREDUCE-2086,12474965,908
MAPREDUCE-2087,12475006,909
MAPREDUCE-2088,12475029,910
MAPREDUCE-2090,12475070,911
MAPREDUCE-2092,12475084,912
MAPREDUCE-2093,12475261,913
MAPREDUCE-2095,12475299,914
MAPREDUCE-2096,12475339,915
MAPREDUCE-2099,12475545,916
MAPREDUCE-2100,12475558,917
MAPREDUCE-2110,12475822,918
MAPREDUCE-2111,12475823,919
MAPREDUCE-2112,12475846,920
MAPREDUCE-2113,12475875,921
MAPREDUCE-2114,12476723,922
MAPREDUCE-2117,12476827,923
MAPREDUCE-2119,12476993,924
MAPREDUCE-2125,12477051,925
MAPREDUCE-2126,12477090,926
MAPREDUCE-2128,12477127,927
MAPREDUCE-2132,12477269,928
MAPREDUCE-2133,12477272,929
MAPREDUCE-2134,12477312,930
MAPREDUCE-2135,12477334,931
MAPREDUCE-2136,12477344,932
MAPREDUCE-2140,12477691,933
MAPREDUCE-2141,12477692,934
MAPREDUCE-2142,12477715,935
MAPREDUCE-2143,12477764,936
MAPREDUCE-2145,12478018,937
MAPREDUCE-2146,12478035,938
MAPREDUCE-2147,12478047,939
MAPREDUCE-2148,12478067,940
MAPREDUCE-2150,12478267,941
MAPREDUCE-2152,12478302,942
MAPREDUCE-2155,12478366,943
MAPREDUCE-2156,12478368,944
MAPREDUCE-2158,12478409,945
MAPREDUCE-2160,12478491,946
MAPREDUCE-2161,12478493,947
MAPREDUCE-2162,12478526,948
MAPREDUCE-2163,12478562,949
MAPREDUCE-2164,12478628,950
MAPREDUCE-2179,12479463,950
MAPREDUCE-3740,12540027,950
MAPREDUCE-2167,12478688,951
MAPREDUCE-2168,12478801,952
MAPREDUCE-2169,12478833,953
MAPREDUCE-2172,12478950,954
MAPREDUCE-2173,12478952,955
MAPREDUCE-2175,12479016,956
MAPREDUCE-2176,12479166,957
MAPREDUCE-2181,12479544,958
MAPREDUCE-2182,12479681,959
MAPREDUCE-2184,12479823,960
MAPREDUCE-3607,12536556,960
MAPREDUCE-2188,12480016,961
MAPREDUCE-2190,12480128,962
MAPREDUCE-2194,12480430,963
MAPREDUCE-2195,12480457,964
MAPREDUCE-2196,12480490,965
MAPREDUCE-2197,12480494,966
MAPREDUCE-2200,12480843,967
MAPREDUCE-2201,12480879,968
MAPREDUCE-2202,12480881,969
MAPREDUCE-2203,12491474,970
MAPREDUCE-2205,12491608,971
MAPREDUCE-2207,12491698,972
MAPREDUCE-2210,12492129,973
MAPREDUCE-2211,12492584,974
MAPREDUCE-2212,12492652,975
MAPREDUCE-2213,12492702,976
MAPREDUCE-5470,12664740,976
MAPREDUCE-2215,12492794,977
MAPREDUCE-2216,12492877,978
MAPREDUCE-2218,12493252,979
MAPREDUCE-2219,12493368,980
MAPREDUCE-2222,12493558,981
MAPREDUCE-2223,12493574,982
MAPREDUCE-2224,12493619,983
MAPREDUCE-4314,12559334,983
MAPREDUCE-2225,12493637,984
MAPREDUCE-2228,12493832,985
MAPREDUCE-2229,12493942,986
MAPREDUCE-2232,12494061,987
MAPREDUCE-2233,12494089,988
MAPREDUCE-2234,12494092,989
MAPREDUCE-2235,12494125,990
MAPREDUCE-2238,12494542,991
MAPREDUCE-2239,12494552,992
MAPREDUCE-2241,12494666,993
MAPREDUCE-2247,12494797,994
MAPREDUCE-2248,12494816,995
MAPREDUCE-2250,12495155,996
MAPREDUCE-2251,12495160,997
MAPREDUCE-2253,12495194,998
MAPREDUCE-2254,12495196,999
MAPREDUCE-2602,12510629,999
MAPREDUCE-2255,12495221,1000
MAPREDUCE-2256,12495277,1001
MAPREDUCE-2258,12495405,1002
MAPREDUCE-2259,12495444,1003
MAPREDUCE-2260,12495446,1004
MAPREDUCE-2261,12495485,1005
MAPREDUCE-2262,12495528,1006
MAPREDUCE-2263,12495557,1007
MAPREDUCE-2269,12495647,1008
MAPREDUCE-2270,12495961,1009
MAPREDUCE-2272,12495968,1010
MAPREDUCE-2273,12496046,1011
MAPREDUCE-2276,12496068,1012
MAPREDUCE-2277,12496176,1013
MAPREDUCE-4212,12553484,1013
MAPREDUCE-2281,12496317,1014
MAPREDUCE-2886,12520298,1014
MAPREDUCE-3203,12527668,1014
MAPREDUCE-6183,12760067,1014
MAPREDUCE-6184,12760068,1014
MAPREDUCE-6226,12770136,1014
MAPREDUCE-2282,12496339,1015
MAPREDUCE-2283,12496854,1016
MAPREDUCE-2284,12496969,1017
MAPREDUCE-4376,12595988,1017
MAPREDUCE-2285,12496974,1018
MAPREDUCE-2286,12497013,1019
MAPREDUCE-2290,12497126,1020
MAPREDUCE-2291,12497220,1021
MAPREDUCE-2292,12497275,1022
MAPREDUCE-2294,12497382,1023
MAPREDUCE-2296,12497392,1024
MAPREDUCE-2298,12497585,1025
MAPREDUCE-2299,12497586,1026
MAPREDUCE-2300,12497601,1027
MAPREDUCE-2302,12497627,1028
MAPREDUCE-2304,12497707,1029
MAPREDUCE-2305,12497848,1030
MAPREDUCE-2306,12497849,1031
MAPREDUCE-2307,12497986,1032
MAPREDUCE-2312,12498073,1033
MAPREDUCE-2313,12498178,1034
MAPREDUCE-2314,12498184,1035
MAPREDUCE-2315,12498195,1036
MAPREDUCE-2316,12498230,1037
MAPREDUCE-2317,12498233,1038
MAPREDUCE-2318,12498272,1039
MAPREDUCE-2319,12498333,1040
MAPREDUCE-2321,12498417,1041
MAPREDUCE-2322,12498424,1042
MAPREDUCE-2324,12498560,1043
MAPREDUCE-2325,12498591,1044
MAPREDUCE-2326,12498599,1045
MAPREDUCE-2327,12498601,1046
MAPREDUCE-2334,12498840,1047
MAPREDUCE-2581,12498875,1048
MAPREDUCE-2335,12498973,1049
MAPREDUCE-2336,12498977,1050
MAPREDUCE-2337,12498983,1051
MAPREDUCE-2341,12499203,1052
MAPREDUCE-2342,12499483,1053
MAPREDUCE-2348,12499980,1054
MAPREDUCE-4948,12628180,1054
MAPREDUCE-2351,12500129,1055
MAPREDUCE-2356,12500447,1056
MAPREDUCE-2357,12500448,1057
MAPREDUCE-2358,12500452,1058
MAPREDUCE-2360,12500681,1059
MAPREDUCE-2361,12500682,1060
MAPREDUCE-2362,12500683,1061
MAPREDUCE-2363,12500686,1062
MAPREDUCE-2364,12500689,1063
MAPREDUCE-2365,12500691,1064
MAPREDUCE-2366,12500692,1065
MAPREDUCE-2367,12500697,1066
MAPREDUCE-2369,12500762,1067
MAPREDUCE-2370,12500793,1068
MAPREDUCE-2372,12500938,1069
MAPREDUCE-2375,12500958,1070
MAPREDUCE-2379,12501215,1071
MAPREDUCE-6358,12827932,1071
MAPREDUCE-2381,12501311,1072
MAPREDUCE-2382,12501339,1073
MAPREDUCE-2383,12501391,1074
MAPREDUCE-2385,12501431,1075
MAPREDUCE-2387,12501546,1076
MAPREDUCE-2388,12501550,1077
MAPREDUCE-2390,12501615,1078
MAPREDUCE-2391,12501618,1079
MAPREDUCE-2392,12501652,1080
MAPREDUCE-2394,12501711,1081
MAPREDUCE-2395,12501714,1082
MAPREDUCE-2400,12502013,1083
MAPREDUCE-2421,12503571,1083
MAPREDUCE-2401,12502146,1084
MAPREDUCE-2402,12502150,1085
MAPREDUCE-2403,12502241,1086
MAPREDUCE-2405,12502436,1087
MAPREDUCE-2424,12503693,1087
MAPREDUCE-2407,12502685,1088
MAPREDUCE-2408,12502687,1088
MAPREDUCE-2409,12502786,1089
MAPREDUCE-2410,12502849,1090
MAPREDUCE-2411,12502933,1091
MAPREDUCE-2412,12502934,1091
MAPREDUCE-2413,12503059,1092
MAPREDUCE-2414,12503077,1093
MAPREDUCE-2415,12503099,1094
MAPREDUCE-2416,12503105,1095
MAPREDUCE-2417,12503106,1096
MAPREDUCE-2418,12503159,1097
MAPREDUCE-2419,12503173,1098
MAPREDUCE-2422,12503585,1099
MAPREDUCE-2423,12503627,1100
MAPREDUCE-2426,12503751,1101
MAPREDUCE-2428,12503796,1102
MAPREDUCE-2429,12503800,1103
MAPREDUCE-2430,12503851,1104
MAPREDUCE-2431,12503984,1105
MAPREDUCE-2432,12504091,1106
MAPREDUCE-2433,12504119,1107
MAPREDUCE-2434,12504125,1108
MAPREDUCE-2468,12506010,1108
MAPREDUCE-2527,12507941,1108
MAPREDUCE-2533,12508215,1108
MAPREDUCE-2437,12504213,1109
MAPREDUCE-2438,12504324,1110
MAPREDUCE-2439,12504330,1111
MAPREDUCE-2440,12504414,1112
MAPREDUCE-2443,12504619,1113
MAPREDUCE-2445,12504943,1114
MAPREDUCE-2447,12504995,1115
MAPREDUCE-2448,12505011,1116
MAPREDUCE-2449,12505045,1117
MAPREDUCE-2451,12505127,1118
MAPREDUCE-2452,12505133,1119
MAPREDUCE-2453,12505150,1120
MAPREDUCE-2455,12505250,1121
MAPREDUCE-2456,12505354,1122
MAPREDUCE-2457,12505371,1123
MAPREDUCE-2458,12505442,1124
MAPREDUCE-2459,12505740,1125
MAPREDUCE-2460,12505743,1126
MAPREDUCE-2462,12505832,1127
MAPREDUCE-2463,12505901,1128
MAPREDUCE-2464,12505936,1129
MAPREDUCE-2465,12505976,1130
MAPREDUCE-2466,12505991,1131
MAPREDUCE-2467,12505997,1132
MAPREDUCE-2586,12510072,1132
MAPREDUCE-2469,12506019,1133
MAPREDUCE-2470,12506109,1134
MAPREDUCE-2471,12506124,1135
MAPREDUCE-2477,12506131,1136
MAPREDUCE-2472,12506138,1137
MAPREDUCE-2473,12506145,1138
MAPREDUCE-2474,12506258,1139
MAPREDUCE-2475,12506343,1140
MAPREDUCE-2476,12506344,1141
MAPREDUCE-2605,12506426,1142
MAPREDUCE-2478,12506549,1143
MAPREDUCE-5268,12648961,1143
MAPREDUCE-2479,12506630,1144
MAPREDUCE-2777,12517888,1144
MAPREDUCE-2480,12506662,1145
MAPREDUCE-2482,12506761,1146
MAPREDUCE-2483,12506890,1147
MAPREDUCE-2485,12506915,1148
MAPREDUCE-2487,12506926,1149
MAPREDUCE-2488,12506938,1150
MAPREDUCE-2489,12507037,1151
MAPREDUCE-2490,12507042,1152
MAPREDUCE-2491,12507079,1153
MAPREDUCE-2492,12507083,1154
MAPREDUCE-2494,12507144,1155
MAPREDUCE-2969,12522405,1155
MAPREDUCE-2495,12507145,1156
MAPREDUCE-2496,12507196,1157
MAPREDUCE-2497,12507286,1158
MAPREDUCE-2499,12507421,1159
MAPREDUCE-2500,12507430,1160
MAPREDUCE-2501,12507439,1161
MAPREDUCE-2502,12507441,1162
MAPREDUCE-2504,12507511,1163
MAPREDUCE-2505,12507528,1164
MAPREDUCE-5252,12647864,1164
MAPREDUCE-2506,12507531,1165
MAPREDUCE-2507,12507537,1166
MAPREDUCE-2508,12507538,1166
MAPREDUCE-2509,12507549,1167
MAPREDUCE-2510,12507554,1168
MAPREDUCE-2511,12507581,1169
MAPREDUCE-2514,12507667,1170
MAPREDUCE-2515,12507674,1171
MAPREDUCE-2516,12507688,1172
MAPREDUCE-2517,12507705,1173
MAPREDUCE-2518,12507718,1174
MAPREDUCE-2519,12507724,1175
MAPREDUCE-2520,12507782,1176
MAPREDUCE-2521,12507808,1177
MAPREDUCE-2522,12507829,1178
MAPREDUCE-2523,12507844,1179
MAPREDUCE-2524,12507871,1180
MAPREDUCE-2526,12507923,1181
MAPREDUCE-2529,12508203,1182
MAPREDUCE-2530,12508206,1183
MAPREDUCE-2531,12508211,1184
MAPREDUCE-2532,12508213,1185
MAPREDUCE-2534,12508260,1186
MAPREDUCE-2535,12508437,1187
MAPREDUCE-2536,12508461,1188
MAPREDUCE-2537,12508472,1189
MAPREDUCE-2539,12508574,1190
MAPREDUCE-4689,12609319,1190
MAPREDUCE-2541,12508627,1191
MAPREDUCE-2544,12508688,1192
MAPREDUCE-2554,12508993,1192
MAPREDUCE-2563,12509157,1192
MAPREDUCE-2547,12508778,1193
MAPREDUCE-2549,12508795,1194
MAPREDUCE-2550,12508851,1195
MAPREDUCE-2551,12508895,1196
MAPREDUCE-2552,12508896,1197
MAPREDUCE-2555,12509016,1198
MAPREDUCE-2556,12509046,1199
MAPREDUCE-2558,12509082,1200
MAPREDUCE-2559,12509106,1201
MAPREDUCE-2560,12509132,1202
MAPREDUCE-2564,12509193,1203
MAPREDUCE-2566,12509249,1204
MAPREDUCE-2567,12509294,1205
MAPREDUCE-2568,12509374,1206
MAPREDUCE-2569,12509378,1207
MAPREDUCE-2571,12509414,1208
MAPREDUCE-2572,12509463,1209
MAPREDUCE-2573,12509519,1210
MAPREDUCE-2575,12509524,1211
MAPREDUCE-2576,12509619,1212
MAPREDUCE-2578,12509629,1213
MAPREDUCE-2580,12509662,1214
MAPREDUCE-2582,12509784,1215
MAPREDUCE-2583,12509842,1216
MAPREDUCE-2587,12510102,1217
MAPREDUCE-2588,12510123,1218
MAPREDUCE-2589,12510130,1219
MAPREDUCE-2590,12510286,1220
MAPREDUCE-2595,12510450,1221
MAPREDUCE-2597,12510480,1222
MAPREDUCE-2598,12510489,1223
MAPREDUCE-2599,12510555,1224
MAPREDUCE-2603,12510631,1225
MAPREDUCE-2606,12511012,1226
MAPREDUCE-2607,12511116,1227
MAPREDUCE-2609,12511121,1227
MAPREDUCE-2610,12511130,1228
MAPREDUCE-2611,12511140,1229
MAPREDUCE-2614,12511238,1230
MAPREDUCE-2615,12511285,1231
MAPREDUCE-2618,12511374,1232
MAPREDUCE-2619,12511434,1233
MAPREDUCE-2859,12519353,1233
MAPREDUCE-2620,12511495,1234
MAPREDUCE-2624,12511579,1234
MAPREDUCE-2805,12518560,1234
MAPREDUCE-2621,12511503,1235
MAPREDUCE-2622,12511528,1236
MAPREDUCE-2623,12511573,1237
MAPREDUCE-2625,12511672,1238
MAPREDUCE-2628,12512137,1238
MAPREDUCE-2626,12511957,1239
MAPREDUCE-2627,12512134,1240
MAPREDUCE-2629,12512139,1241
MAPREDUCE-2630,12512172,1242
MAPREDUCE-2633,12512351,1243
MAPREDUCE-2634,12512422,1244
MAPREDUCE-2639,12512685,1245
MAPREDUCE-2641,12512866,1246
MAPREDUCE-2642,12512867,1247
MAPREDUCE-2644,12512915,1248
MAPREDUCE-2645,12512916,1249
MAPREDUCE-2890,12520465,1249
MAPREDUCE-2646,12512932,1250
MAPREDUCE-2649,12513017,1251
MAPREDUCE-2650,12513039,1252
MAPREDUCE-2651,12513047,1253
MAPREDUCE-2654,12513128,1254
MAPREDUCE-3258,12528631,1254
MAPREDUCE-4648,12606942,1254
MAPREDUCE-5023,12633648,1254
MAPREDUCE-2652,12513150,1255
MAPREDUCE-2653,12513157,1256
MAPREDUCE-2655,12513174,1257
MAPREDUCE-2658,12513195,1258
MAPREDUCE-2660,12513217,1259
MAPREDUCE-2661,12513218,1260
MAPREDUCE-2662,12513240,1261
MAPREDUCE-2663,12513246,1262
MAPREDUCE-2664,12513286,1263
MAPREDUCE-2665,12513306,1264
MAPREDUCE-2666,12513309,1265
MAPREDUCE-2667,12513310,1266
MAPREDUCE-2668,12513701,1267
MAPREDUCE-5329,12652668,1267
MAPREDUCE-2669,12513722,1268
MAPREDUCE-2670,12513738,1269
MAPREDUCE-2672,12513808,1270
MAPREDUCE-2673,12513809,1270
MAPREDUCE-2675,12513816,1270
MAPREDUCE-2676,12513820,1270
MAPREDUCE-2674,12513812,1271
MAPREDUCE-2677,12513852,1272
MAPREDUCE-2678,12513856,1273
MAPREDUCE-2679,12513863,1274
MAPREDUCE-2680,12513867,1275
MAPREDUCE-2682,12513881,1276
MAPREDUCE-2683,12513895,1277
MAPREDUCE-2684,12513991,1278
MAPREDUCE-2686,12514095,1279
MAPREDUCE-2687,12514249,1280
MAPREDUCE-2688,12514255,1281
MAPREDUCE-2689,12514262,1282
MAPREDUCE-2690,12514265,1283
MAPREDUCE-2691,12514287,1284
MAPREDUCE-2692,12514289,1285
MAPREDUCE-2693,12514292,1286
MAPREDUCE-2695,12514295,1287
MAPREDUCE-2696,12514297,1288
MAPREDUCE-2697,12514298,1289
MAPREDUCE-2698,12514301,1290
MAPREDUCE-2699,12514302,1291
MAPREDUCE-2701,12514338,1292
MAPREDUCE-2702,12514354,1293
MAPREDUCE-2708,12514536,1293
MAPREDUCE-2703,12514375,1294
MAPREDUCE-2705,12514490,1295
MAPREDUCE-2706,12514499,1296
MAPREDUCE-2707,12514509,1297
MAPREDUCE-2709,12514545,1298
MAPREDUCE-2710,12514593,1299
MAPREDUCE-2711,12514605,1300
MAPREDUCE-2797,12518418,1300
MAPREDUCE-2712,12514614,1301
MAPREDUCE-2715,12514810,1302
MAPREDUCE-2716,12514832,1303
MAPREDUCE-2717,12514848,1304
MAPREDUCE-2718,12514851,1305
MAPREDUCE-2719,12514865,1306
MAPREDUCE-2725,12515238,1307
MAPREDUCE-2726,12515289,1308
MAPREDUCE-2727,12515290,1309
MAPREDUCE-2729,12515425,1310
MAPREDUCE-2730,12515456,1311
MAPREDUCE-2731,12515471,1312
MAPREDUCE-2732,12515478,1313
MAPREDUCE-2733,12515502,1314
MAPREDUCE-3375,12530693,1314
MAPREDUCE-2735,12515529,1315
MAPREDUCE-2736,12515551,1316
MAPREDUCE-2737,12515558,1317
MAPREDUCE-2738,12515562,1318
MAPREDUCE-2740,12515701,1319
MAPREDUCE-2741,12515718,1320
MAPREDUCE-2746,12515735,1321
MAPREDUCE-2747,12515736,1322
MAPREDUCE-2748,12515737,1323
MAPREDUCE-2749,12515740,1324
MAPREDUCE-2750,12515741,1325
MAPREDUCE-2751,12515769,1326
MAPREDUCE-2752,12515793,1327
MAPREDUCE-2753,12515794,1328
MAPREDUCE-2754,12515799,1329
MAPREDUCE-2755,12515801,1330
MAPREDUCE-2756,12515802,1331
MAPREDUCE-2757,12515809,1332
MAPREDUCE-2760,12515934,1333
MAPREDUCE-4871,12623476,1333
MAPREDUCE-5106,12639136,1333
MAPREDUCE-2761,12515936,1334
MAPREDUCE-2762,12515939,1335
MAPREDUCE-2763,12516041,1336
MAPREDUCE-2764,12516855,1337
MAPREDUCE-2765,12516911,1338
MAPREDUCE-2766,12517695,1339
MAPREDUCE-2768,12517711,1340
MAPREDUCE-2772,12517805,1341
MAPREDUCE-2773,12517831,1342
MAPREDUCE-2774,12517842,1343
MAPREDUCE-2775,12517862,1344
MAPREDUCE-2776,12517875,1345
MAPREDUCE-2778,12517981,1346
MAPREDUCE-2779,12517985,1347
MAPREDUCE-2781,12517996,1348
MAPREDUCE-2782,12518009,1349
MAPREDUCE-2783,12518053,1350
MAPREDUCE-2784,12518200,1351
MAPREDUCE-2787,12518233,1352
MAPREDUCE-2788,12518264,1353
MAPREDUCE-2789,12518352,1354
MAPREDUCE-2790,12518354,1355
MAPREDUCE-2791,12518358,1356
MAPREDUCE-2792,12518380,1357
MAPREDUCE-2794,12518388,1358
MAPREDUCE-2795,12518389,1359
MAPREDUCE-2796,12518392,1360
MAPREDUCE-2799,12518456,1361
