from_issue_key,to_issue_key,link_type,raw_link_type,direction,from_summary,to_summary,same_group,same_component,same_release
MAPREDUCE-323,MAPREDUCE-1988,blocks,Blocker,outward,Improve the way job history files are managed,We would like more information to be available in job history index,0,0,0
MAPREDUCE-70,MAPREDUCE-323,is blocked by,Blocker,inward,Unify  the way job history filename is parsed,Improve the way job history files are managed,0,0,0
MAPREDUCE-157,MAPREDUCE-277,is blocked by,Blocker,inward,Job History log file format is not friendly for external tools.,Job history counters should be avaible on the UI.,0,0,0
MAPREDUCE-367,MAPREDUCE-271,is blocked by,Blocker,inward,Change org.apache.hadoop.mapred.lib. CombineFileInputFormat to use new api,Change examples code to use new mapreduce api.,0,0,0
MAPREDUCE-181,MAPREDUCE-246,is blocked by,Blocker,inward,Secure job submission ,"Job recovery should fail or kill a job that fails ACL checks upon restart, if the job was running previously",0,0,0
MAPREDUCE-901,MAPREDUCE-220,is blocked by,Blocker,inward,Move Framework Counters into a TaskMetric structure,Collecting cpu and memory usage for MapReduce tasks,0,0,0
MAPREDUCE-1762,MAPREDUCE-220,is blocked by,Blocker,inward,Add a setValue() method in Counter,Collecting cpu and memory usage for MapReduce tasks,0,0,0
MAPREDUCE-207,MAPREDUCE-1227,blocks,Blocker,outward,Computing Input Splits on the MR Cluster,Allow JobTracker to pause task scheduling,0,0,0
MAPREDUCE-207,MAPREDUCE-1484,blocks,Blocker,outward,Computing Input Splits on the MR Cluster,Framework should not sort the input splits,0,0,0
MAPREDUCE-157,MAPREDUCE-198,is blocked by,Blocker,inward,Job History log file format is not friendly for external tools.,Log job history events to a common dump file,0,0,0
MAPREDUCE-181,MAPREDUCE-246,blocks,Blocker,outward,Secure job submission ,"Job recovery should fail or kill a job that fails ACL checks upon restart, if the job was running previously",0,0,0
MAPREDUCE-173,MAPREDUCE-181,is blocked by,Blocker,inward,JobConf should also load resources from hdfs (or other filesystems),Secure job submission ,0,0,0
MAPREDUCE-173,MAPREDUCE-181,blocks,Blocker,outward,JobConf should also load resources from hdfs (or other filesystems),Secure job submission ,0,0,0
MAPREDUCE-173,MAPREDUCE-700,blocks,Blocker,outward,JobConf should also load resources from hdfs (or other filesystems),Too many copies of job-conf with the jobtracker,0,0,0
MAPREDUCE-157,MAPREDUCE-864,blocks,Blocker,outward,Job History log file format is not friendly for external tools.,Enhance JobClient API implementations to look at history files to get information about jobs that are not in memory,0,0,0
MAPREDUCE-157,MAPREDUCE-975,blocks,Blocker,outward,Job History log file format is not friendly for external tools.,Add an API in job client to get the history file url for a given job id,0,0,0
MAPREDUCE-157,MAPREDUCE-198,blocks,Blocker,outward,Job History log file format is not friendly for external tools.,Log job history events to a common dump file,0,0,0
MAPREDUCE-157,MAPREDUCE-980,blocks,Blocker,outward,Job History log file format is not friendly for external tools.,Modify JobHistory to use Avro for serialization instead of raw JSON,0,0,0
MAPREDUCE-157,MAPREDUCE-277,blocks,Blocker,outward,Job History log file format is not friendly for external tools.,Job history counters should be avaible on the UI.,0,0,0
MAPREDUCE-2510,MAPREDUCE-143,is blocked by,Blocker,inward,TaskTracker throw OutOfMemoryError after upgrade to jetty6,OOM in the TaskTracker while serving map outputs,0,0,0
MAPREDUCE-29,MAPREDUCE-138,is blocked by,Blocker,inward,JVM reuse across task types,Rework job-setup and job-cleanup tasks,0,0,0
MAPREDUCE-70,MAPREDUCE-323,blocks,Blocker,outward,Unify  the way job history filename is parsed,Improve the way job history files are managed,0,0,0
MAPREDUCE-29,MAPREDUCE-138,blocks,Blocker,outward,JVM reuse across task types,Rework job-setup and job-cleanup tasks,0,0,0
MAPREDUCE-28,MAPREDUCE-1075,blocks,Blocker,outward,TestQueueManager takes too long and times out some times,getQueue(String queue) in JobTracker would return NPE for invalid queue name,0,0,0
MAPREDUCE-735,MAPREDUCE-2,is blocked by,Blocker,inward,ArrayIndexOutOfBoundsException is thrown by KeyFieldBasedPartitioner,ArrayOutOfIndex error in KeyFieldBasedPartitioner on empty key,0,0,0
