from_issue_key,to_issue_key,link_type,raw_link_type,direction,from_summary,to_summary,same_group,same_component,same_release
MAPREDUCE-1905,MAPREDUCE-1122,blocks,Blocker,outward,Context.setStatus() and progress() api are ignored,streaming with custom input format does not support the new API,0,0,0
MAPREDUCE-1876,MAPREDUCE-1865,blocks,Blocker,outward,TaskAttemptStartedEvent.java incorrectly logs MAP_ATTEMPT_STARTED as event type for reduce tasks,[Rumen] Rumen should also support jobhistory files generated using trunk,0,0,0
MAPREDUCE-1876,MAPREDUCE-1865,is blocked by,Blocker,inward,TaskAttemptStartedEvent.java incorrectly logs MAP_ATTEMPT_STARTED as event type for reduce tasks,[Rumen] Rumen should also support jobhistory files generated using trunk,0,0,0
MAPREDUCE-1779,MAPREDUCE-1683,blocks,Blocker,outward,Should we provide a way to know JobTracker's memory info from client?,Remove JNI calls from ClusterStatus cstr,0,0,0
MAPREDUCE-1774,MAPREDUCE-1646,blocks,Blocker,outward,Large-scale Automated Framework,Task Killing tests,0,0,0
MAPREDUCE-1774,MAPREDUCE-1713,blocks,Blocker,outward,Large-scale Automated Framework,Utilities for system tests specific.,0,0,0
MAPREDUCE-1762,MAPREDUCE-220,blocks,Blocker,outward,Add a setValue() method in Counter,Collecting cpu and memory usage for MapReduce tasks,0,0,0
MAPREDUCE-1664,MAPREDUCE-1759,is blocked by,Blocker,inward,Job Acls affect Queue Acls,"Exception message for unauthorized user doing killJob, killTask, setJobPriority needs to be improved",0,0,0
MAPREDUCE-1758,MAPREDUCE-1676,blocks,Blocker,outward,Building blocks for the  herriot test cases ,"Create test scenario for ""distributed cache file behaviour, when dfs file is modified""",0,0,0
MAPREDUCE-1695,MAPREDUCE-1715,is blocked by,Blocker,inward,capacity scheduler is not included in findbugs/javadoc targets,TaskSchedulingContext.updateNoOfSlotsOccupiedByUser does not update slots used by a new user,0,0,0
MAPREDUCE-1713,MAPREDUCE-1693,blocks,Blocker,outward,Utilities for system tests specific.,Process tree clean up of either a failed task or killed task tests.,0,0,0
MAPREDUCE-1774,MAPREDUCE-1713,is blocked by,Blocker,inward,Large-scale Automated Framework,Utilities for system tests specific.,0,0,0
MAPREDUCE-2104,MAPREDUCE-1702,is blocked by,Blocker,inward,Rumen TraceBuilder Does Not Emit CPU/Memory Usage Details in Traces,CPU/Memory emulation for GridMix3,0,0,0
MAPREDUCE-1695,MAPREDUCE-1715,blocks,Blocker,outward,capacity scheduler is not included in findbugs/javadoc targets,TaskSchedulingContext.updateNoOfSlotsOccupiedByUser does not update slots used by a new user,0,0,0
MAPREDUCE-1695,MAPREDUCE-1253,blocks,Blocker,outward,capacity scheduler is not included in findbugs/javadoc targets,Making Mumak work with Capacity-Scheduler,0,0,0
MAPREDUCE-1713,MAPREDUCE-1693,is blocked by,Blocker,inward,Utilities for system tests specific.,Process tree clean up of either a failed task or killed task tests.,0,0,0
MAPREDUCE-1779,MAPREDUCE-1683,is blocked by,Blocker,inward,Should we provide a way to know JobTracker's memory info from client?,Remove JNI calls from ClusterStatus cstr,0,0,0
MAPREDUCE-1758,MAPREDUCE-1676,is blocked by,Blocker,inward,Building blocks for the  herriot test cases ,"Create test scenario for ""distributed cache file behaviour, when dfs file is modified""",0,0,0
MAPREDUCE-1664,MAPREDUCE-1759,blocks,Blocker,outward,Job Acls affect Queue Acls,"Exception message for unauthorized user doing killJob, killTask, setJobPriority needs to be improved",0,0,0
MAPREDUCE-1550,MAPREDUCE-1664,is blocked by,Blocker,inward,UGI.doAs should not be used for getting the history file of jobs,Job Acls affect Queue Acls,0,0,0
MAPREDUCE-1774,MAPREDUCE-1646,is blocked by,Blocker,inward,Large-scale Automated Framework,Task Killing tests,0,0,0
MAPREDUCE-3377,MAPREDUCE-1600,is blocked by,Blocker,inward,Compatibility issue with 0.20.203.,o.a.h.mapreduce.FileOutputCommitter should qualify the output path,0,0,0
MAPREDUCE-1592,MAPREDUCE-1259,blocks,Blocker,outward,Generate Eclipse's .classpath file from Ivy config,Add SureLogic annotations' jar into Ivy and Eclipse configs,0,0,0
MAPREDUCE-1348,MAPREDUCE-1592,is blocked by,Blocker,inward,Package org.apache.hadoop.blockforensics does not match directory name,Generate Eclipse's .classpath file from Ivy config,0,0,0
MAPREDUCE-1578,MAPREDUCE-1548,blocks,Blocker,outward,HadoopArchives.java should not use HarFileSystem.VERSION,Hadoop archives should be able to preserve times and other properties from original files,0,0,0
MAPREDUCE-1538,MAPREDUCE-1568,is blocked by,Blocker,inward,TrackerDistributedCacheManager can fail because the number of subdirectories reaches system limit,TrackerDistributedCacheManager should clean up cache in a background thread,0,0,0
MAPREDUCE-1553,MAPREDUCE-927,blocks,Blocker,outward,mapred.userlog.retain.hours is improperly renamed in MAPREDUCE-849,Cleanup of task-logs should happen in TaskTracker instead of the Child,0,0,0
MAPREDUCE-1550,MAPREDUCE-1664,blocks,Blocker,outward,UGI.doAs should not be used for getting the history file of jobs,Job Acls affect Queue Acls,0,0,0
MAPREDUCE-1578,MAPREDUCE-1548,is blocked by,Blocker,inward,HadoopArchives.java should not use HarFileSystem.VERSION,Hadoop archives should be able to preserve times and other properties from original files,0,0,0
MAPREDUCE-1538,MAPREDUCE-1568,blocks,Blocker,outward,TrackerDistributedCacheManager can fail because the number of subdirectories reaches system limit,TrackerDistributedCacheManager should clean up cache in a background thread,0,0,0
MAPREDUCE-1455,MAPREDUCE-1493,is blocked by,Blocker,inward,Authorization for servlets,Authorization for job-history pages,0,0,0
MAPREDUCE-207,MAPREDUCE-1484,is blocked by,Blocker,inward,Computing Input Splits on the MR Cluster,Framework should not sort the input splits,0,0,0
MAPREDUCE-1455,MAPREDUCE-1493,blocks,Blocker,outward,Authorization for servlets,Authorization for job-history pages,0,0,0
MAPREDUCE-1307,MAPREDUCE-1455,is blocked by,Blocker,inward,Introduce the concept of Job Permissions,Authorization for servlets,0,0,0
MAPREDUCE-1421,MAPREDUCE-890,blocks,Blocker,outward,LinuxTaskController tests failing on trunk after the commit of MAPREDUCE-1385,"After HADOOP-4491, the user who started mapred system is not able to run job.",0,0,0
MAPREDUCE-1322,MAPREDUCE-1415,is blocked by,Blocker,inward,TestStreamingAsDifferentUser fails on trunk,"With streaming jobs and LinuxTaskController, the localized streaming binary has 571 permissions instead of 570",0,0,0
MAPREDUCE-1348,MAPREDUCE-1592,blocks,Blocker,outward,Package org.apache.hadoop.blockforensics does not match directory name,Generate Eclipse's .classpath file from Ivy config,0,0,0
MAPREDUCE-1322,MAPREDUCE-1415,blocks,Blocker,outward,TestStreamingAsDifferentUser fails on trunk,"With streaming jobs and LinuxTaskController, the localized streaming binary has 571 permissions instead of 570",0,0,0
MAPREDUCE-1322,MAPREDUCE-890,blocks,Blocker,outward,TestStreamingAsDifferentUser fails on trunk,"After HADOOP-4491, the user who started mapred system is not able to run job.",0,0,0
MAPREDUCE-1307,MAPREDUCE-1455,blocks,Blocker,outward,Introduce the concept of Job Permissions,Authorization for servlets,0,0,0
MAPREDUCE-1213,MAPREDUCE-1303,is blocked by,Blocker,inward,TaskTrackers restart is very slow because it deletes distributed cache directory synchronously,Merge org.apache.hadoop.mapred.CleanupQueue with MRAsyncDiskService,0,0,0
MAPREDUCE-1213,MAPREDUCE-1302,is blocked by,Blocker,inward,TaskTrackers restart is very slow because it deletes distributed cache directory synchronously,TrackerDistributedCacheManager can delete file asynchronously,0,0,0
MAPREDUCE-1299,MAPREDUCE-1262,blocks,Blocker,outward,Hudson uses an old version of eclipse to test patches,Eclipse Plugin does not build for Hadoop 0.20.1,0,0,0
MAPREDUCE-1299,MAPREDUCE-1280,blocks,Blocker,outward,Hudson uses an old version of eclipse to test patches,Eclipse Plugin does not work with Eclipse Ganymede (3.4),0,0,0
MAPREDUCE-1284,MAPREDUCE-896,blocks,Blocker,outward,TestLocalizationWithLinuxTaskController fails,Users can set non-writable permissions on temporary files for TT and can abuse disk usage.,0,0,0
MAPREDUCE-1284,MAPREDUCE-1186,blocks,Blocker,outward,TestLocalizationWithLinuxTaskController fails,"While localizing a DistributedCache file, TT sets permissions recursively on the whole base-dir",0,0,0
MAPREDUCE-1299,MAPREDUCE-1280,is blocked by,Blocker,inward,Hudson uses an old version of eclipse to test patches,Eclipse Plugin does not work with Eclipse Ganymede (3.4),0,0,0
MAPREDUCE-1299,MAPREDUCE-1262,is blocked by,Blocker,inward,Hudson uses an old version of eclipse to test patches,Eclipse Plugin does not build for Hadoop 0.20.1,0,0,0
MAPREDUCE-1592,MAPREDUCE-1259,is blocked by,Blocker,inward,Generate Eclipse's .classpath file from Ivy config,Add SureLogic annotations' jar into Ivy and Eclipse configs,0,0,0
MAPREDUCE-1695,MAPREDUCE-1253,is blocked by,Blocker,inward,capacity scheduler is not included in findbugs/javadoc targets,Making Mumak work with Capacity-Scheduler,0,0,0
MAPREDUCE-207,MAPREDUCE-1227,is blocked by,Blocker,inward,Computing Input Splits on the MR Cluster,Allow JobTracker to pause task scheduling,0,0,0
MAPREDUCE-1213,MAPREDUCE-1303,blocks,Blocker,outward,TaskTrackers restart is very slow because it deletes distributed cache directory synchronously,Merge org.apache.hadoop.mapred.CleanupQueue with MRAsyncDiskService,0,0,0
MAPREDUCE-1213,MAPREDUCE-1302,blocks,Blocker,outward,TaskTrackers restart is very slow because it deletes distributed cache directory synchronously,TrackerDistributedCacheManager can delete file asynchronously,0,0,0
MAPREDUCE-1167,MAPREDUCE-1201,is blocked by,Blocker,inward,Make ProcfsBasedProcessTree collect rss memory information,Make ProcfsBasedProcessTree collect CPU usage information,0,0,0
MAPREDUCE-1284,MAPREDUCE-1186,is blocked by,Blocker,inward,TestLocalizationWithLinuxTaskController fails,"While localizing a DistributedCache file, TT sets permissions recursively on the whole base-dir",0,0,0
MAPREDUCE-1167,MAPREDUCE-1201,blocks,Blocker,outward,Make ProcfsBasedProcessTree collect rss memory information,Make ProcfsBasedProcessTree collect CPU usage information,0,0,0
MAPREDUCE-1016,MAPREDUCE-1135,is blocked by,Blocker,inward,Make the format of the Job History be JSON instead of Avro binary,Making JobHistory log format easily extensible in the future,0,0,0
MAPREDUCE-1126,MAPREDUCE-815,blocks,Blocker,outward,shuffle should use serialization to get comparator,Add AvroInputFormat and AvroOutputFormat so that hadoop can use Avro Serialization,0,0,0
MAPREDUCE-1905,MAPREDUCE-1122,is blocked by,Blocker,inward,Context.setStatus() and progress() api are ignored,streaming with custom input format does not support the new API,0,0,0
MAPREDUCE-1104,MAPREDUCE-1111,is blocked by,Blocker,inward,RecoveryManager not initialized in SimulatorJobTracker led to NPE in JT Jetty server,JT Jetty UI not working if we run mumak.sh off packaged distribution directory.,0,0,0
MAPREDUCE-1082,MAPREDUCE-1110,is blocked by,Blocker,inward,Command line UI for queues' information is broken with hierarchical queues.,"Currently QueueManager API's return JobQueueInfo , instead it should return QueueInfo, similarly wher ever  we are using JobQueueInfo as view , we should use QueueInfo",0,0,0
MAPREDUCE-1075,MAPREDUCE-1110,is blocked by,Blocker,inward,getQueue(String queue) in JobTracker would return NPE for invalid queue name,"Currently QueueManager API's return JobQueueInfo , instead it should return QueueInfo, similarly wher ever  we are using JobQueueInfo as view , we should use QueueInfo",0,0,0
MAPREDUCE-1104,MAPREDUCE-1111,blocks,Blocker,outward,RecoveryManager not initialized in SimulatorJobTracker led to NPE in JT Jetty server,JT Jetty UI not working if we run mumak.sh off packaged distribution directory.,0,0,0
MAPREDUCE-1093,MAPREDUCE-1092,blocks,Blocker,outward,Java assertion failures triggered by tests,Enable asserts for tests by default,0,0,0
MAPREDUCE-1093,MAPREDUCE-1092,is blocked by,Blocker,inward,Java assertion failures triggered by tests,Enable asserts for tests by default,0,0,0
MAPREDUCE-1082,MAPREDUCE-1110,blocks,Blocker,outward,Command line UI for queues' information is broken with hierarchical queues.,"Currently QueueManager API's return JobQueueInfo , instead it should return QueueInfo, similarly wher ever  we are using JobQueueInfo as view , we should use QueueInfo",0,0,0
MAPREDUCE-1007,MAPREDUCE-1082,is blocked by,Blocker,inward,MAPREDUCE-777 breaks the UI for hierarchial Queues. ,Command line UI for queues' information is broken with hierarchical queues.,0,0,0
MAPREDUCE-1075,MAPREDUCE-1110,blocks,Blocker,outward,getQueue(String queue) in JobTracker would return NPE for invalid queue name,"Currently QueueManager API's return JobQueueInfo , instead it should return QueueInfo, similarly wher ever  we are using JobQueueInfo as view , we should use QueueInfo",0,0,0
MAPREDUCE-28,MAPREDUCE-1075,is blocked by,Blocker,inward,TestQueueManager takes too long and times out some times,getQueue(String queue) in JobTracker would return NPE for invalid queue name,0,0,0
MAPREDUCE-1016,MAPREDUCE-1072,is blocked by,Blocker,inward,Make the format of the Job History be JSON instead of Avro binary,o.a.h.mapreduce.jobhistory.EventWriter.VERSION should be public.,0,0,0
MAPREDUCE-1057,MAPREDUCE-1025,blocks,Blocker,outward,java tasks are not honouring the value of mapred.userlog.limit.kb,Subprocesses of tasks should be killed even if mapred.userlog.limit.kb is set to a positive value when setsid is used for launching tasks,0,0,0
MAPREDUCE-892,MAPREDUCE-1044,is blocked by,Blocker,inward,command line tool to list all tasktrackers and their status,Ability to automatically move machines from one MR compute cluster to another,0,0,0
MAPREDUCE-1057,MAPREDUCE-1025,is blocked by,Blocker,inward,java tasks are not honouring the value of mapred.userlog.limit.kb,Subprocesses of tasks should be killed even if mapred.userlog.limit.kb is set to a positive value when setsid is used for launching tasks,0,0,0
MAPREDUCE-1016,MAPREDUCE-1072,blocks,Blocker,outward,Make the format of the Job History be JSON instead of Avro binary,o.a.h.mapreduce.jobhistory.EventWriter.VERSION should be public.,0,0,0
MAPREDUCE-1016,MAPREDUCE-1135,blocks,Blocker,outward,Make the format of the Job History be JSON instead of Avro binary,Making JobHistory log format easily extensible in the future,0,0,0
MAPREDUCE-1007,MAPREDUCE-1082,blocks,Blocker,outward,MAPREDUCE-777 breaks the UI for hierarchial Queues. ,Command line UI for queues' information is broken with hierarchical queues.,0,0,0
MAPREDUCE-995,MAPREDUCE-728,blocks,Blocker,outward,JobHistory should handle cases where task completion events are generated after job completion event,Mumak: Map-Reduce Simulator,0,0,0
MAPREDUCE-4406,MAPREDUCE-987,is blocked by,Blocker,inward,Users should be able to specify the MiniCluster ResourceManager and JobHistoryServer ports,Exposing MiniDFS and MiniMR clusters as a single process command-line,0,0,0
MAPREDUCE-4407,MAPREDUCE-987,is blocked by,Blocker,inward,Add hadoop-yarn-server-tests-<version>-tests.jar to hadoop dist package,Exposing MiniDFS and MiniMR clusters as a single process command-line,0,0,0
MAPREDUCE-157,MAPREDUCE-980,is blocked by,Blocker,inward,Job History log file format is not friendly for external tools.,Modify JobHistory to use Avro for serialization instead of raw JSON,0,0,0
MAPREDUCE-157,MAPREDUCE-975,is blocked by,Blocker,inward,Job History log file format is not friendly for external tools.,Add an API in job client to get the history file url for a given job id,0,0,0
MAPREDUCE-777,MAPREDUCE-975,is blocked by,Blocker,inward,A method for finding and tracking jobs from the new API,Add an API in job client to get the history file url for a given job id,0,0,0
MAPREDUCE-966,MAPREDUCE-776,blocks,Blocker,outward,Rumen interface improvement,Gridmix: Trace-based benchmark for Map/Reduce,0,0,0
MAPREDUCE-944,MAPREDUCE-961,is blocked by,Blocker,inward,Extend FairShare scheduler to fair-share memory usage in the cluster,ResourceAwareLoadManager to dynamically decide new tasks based on current CPU/memory load on TaskTracker(s),0,0,0
MAPREDUCE-954,MAPREDUCE-372,blocks,Blocker,outward,The new interface's Context objects should be interfaces,Change org.apache.hadoop.mapred.lib.ChainMapper/Reducer to use new api.,0,0,0
MAPREDUCE-947,MAPREDUCE-948,is blocked by,Blocker,inward,OutputCommitter should have an abortJob method,FileOutputCommitter should create a _DONE file for successful jobs,0,0,0
MAPREDUCE-947,MAPREDUCE-948,blocks,Blocker,outward,OutputCommitter should have an abortJob method,FileOutputCommitter should create a _DONE file for successful jobs,0,0,0
MAPREDUCE-944,MAPREDUCE-961,blocks,Blocker,outward,Extend FairShare scheduler to fair-share memory usage in the cluster,ResourceAwareLoadManager to dynamically decide new tasks based on current CPU/memory load on TaskTracker(s),0,0,0
MAPREDUCE-932,MAPREDUCE-934,is blocked by,Blocker,inward,Rumen needs a job trace sorter,rumen should be able to filter and fold job traces,0,0,0
MAPREDUCE-932,MAPREDUCE-934,blocks,Blocker,outward,Rumen needs a job trace sorter,rumen should be able to filter and fold job traces,0,0,0
MAPREDUCE-1553,MAPREDUCE-927,is blocked by,Blocker,inward,mapred.userlog.retain.hours is improperly renamed in MAPREDUCE-849,Cleanup of task-logs should happen in TaskTracker instead of the Child,0,0,0
MAPREDUCE-917,MAPREDUCE-901,blocks,Blocker,outward,Remove getInputCounter and getOutputCounter from Contexts,Move Framework Counters into a TaskMetric structure,0,0,0
MAPREDUCE-915,MAPREDUCE-913,blocks,Blocker,outward,"For secure environments, the Map/Reduce debug script must be run as the user.","TaskRunner crashes with NPE resulting in held up slots, UNINITIALIZED tasks and hung TaskTracker",0,0,0
MAPREDUCE-915,MAPREDUCE-913,is blocked by,Blocker,inward,"For secure environments, the Map/Reduce debug script must be run as the user.","TaskRunner crashes with NPE resulting in held up slots, UNINITIALIZED tasks and hung TaskTracker",0,0,0
MAPREDUCE-901,MAPREDUCE-2102,blocks,Blocker,outward,Move Framework Counters into a TaskMetric structure,Collect iops per task,0,0,0
MAPREDUCE-901,MAPREDUCE-220,blocks,Blocker,outward,Move Framework Counters into a TaskMetric structure,Collecting cpu and memory usage for MapReduce tasks,0,0,0
MAPREDUCE-901,MAPREDUCE-718,blocks,Blocker,outward,Move Framework Counters into a TaskMetric structure,Support for per-phase speculative execution,0,0,0
MAPREDUCE-917,MAPREDUCE-901,is blocked by,Blocker,inward,Remove getInputCounter and getOutputCounter from Contexts,Move Framework Counters into a TaskMetric structure,0,0,0
MAPREDUCE-1284,MAPREDUCE-896,is blocked by,Blocker,inward,TestLocalizationWithLinuxTaskController fails,Users can set non-writable permissions on temporary files for TT and can abuse disk usage.,0,0,0
MAPREDUCE-861,MAPREDUCE-893,is blocked by,Blocker,inward,Modify queue configuration format and parsing to support a hierarchy of queues.,Provide an ability to refresh queue configuration without restart.,0,0,0
MAPREDUCE-892,MAPREDUCE-1044,blocks,Blocker,outward,command line tool to list all tasktrackers and their status,Ability to automatically move machines from one MR compute cluster to another,0,0,0
MAPREDUCE-856,MAPREDUCE-890,is blocked by,Blocker,inward,Localized files from DistributedCache should have right access-control,"After HADOOP-4491, the user who started mapred system is not able to run job.",0,0,0
MAPREDUCE-1322,MAPREDUCE-890,is blocked by,Blocker,inward,TestStreamingAsDifferentUser fails on trunk,"After HADOOP-4491, the user who started mapred system is not able to run job.",0,0,0
MAPREDUCE-1421,MAPREDUCE-890,is blocked by,Blocker,inward,LinuxTaskController tests failing on trunk after the commit of MAPREDUCE-1385,"After HADOOP-4491, the user who started mapred system is not able to run job.",0,0,0
MAPREDUCE-871,MAPREDUCE-856,blocks,Blocker,outward,Job/Task local files have incorrect group ownership set by LinuxTaskController binary,Localized files from DistributedCache should have right access-control,0,0,0
MAPREDUCE-157,MAPREDUCE-864,is blocked by,Blocker,inward,Job History log file format is not friendly for external tools.,Enhance JobClient API implementations to look at history files to get information about jobs that are not in memory,0,0,0
MAPREDUCE-777,MAPREDUCE-864,is blocked by,Blocker,inward,A method for finding and tracking jobs from the new API,Enhance JobClient API implementations to look at history files to get information about jobs that are not in memory,0,0,0
MAPREDUCE-861,MAPREDUCE-893,blocks,Blocker,outward,Modify queue configuration format and parsing to support a hierarchy of queues.,Provide an ability to refresh queue configuration without restart.,0,0,0
MAPREDUCE-856,MAPREDUCE-744,blocks,Blocker,outward,Localized files from DistributedCache should have right access-control,Support in DistributedCache to share cache files with other users after HADOOP-4493,0,0,0
MAPREDUCE-856,MAPREDUCE-890,blocks,Blocker,outward,Localized files from DistributedCache should have right access-control,"After HADOOP-4491, the user who started mapred system is not able to run job.",0,0,0
MAPREDUCE-871,MAPREDUCE-856,is blocked by,Blocker,inward,Job/Task local files have incorrect group ownership set by LinuxTaskController binary,Localized files from DistributedCache should have right access-control,0,0,0
MAPREDUCE-711,MAPREDUCE-856,is blocked by,Blocker,inward,Move Distributed Cache from Common to Map/Reduce,Localized files from DistributedCache should have right access-control,0,0,0
MAPREDUCE-476,MAPREDUCE-856,is blocked by,Blocker,inward,extend DistributedCache to work locally (LocalJobRunner),Localized files from DistributedCache should have right access-control,0,0,0
MAPREDUCE-814,MAPREDUCE-817,is blocked by,Blocker,inward,Move completed Job history files to HDFS,Add a cache for retired jobs with minimal job info and provide a way to access history file url,0,0,0
MAPREDUCE-1126,MAPREDUCE-815,is blocked by,Blocker,inward,shuffle should use serialization to get comparator,Add AvroInputFormat and AvroOutputFormat so that hadoop can use Avro Serialization,0,0,0
MAPREDUCE-814,MAPREDUCE-817,blocks,Blocker,outward,Move completed Job history files to HDFS,Add a cache for retired jobs with minimal job info and provide a way to access history file url,0,0,0
MAPREDUCE-777,MAPREDUCE-864,blocks,Blocker,outward,A method for finding and tracking jobs from the new API,Enhance JobClient API implementations to look at history files to get information about jobs that are not in memory,0,0,0
MAPREDUCE-777,MAPREDUCE-975,blocks,Blocker,outward,A method for finding and tracking jobs from the new API,Add an API in job client to get the history file url for a given job id,0,0,0
MAPREDUCE-751,MAPREDUCE-776,is blocked by,Blocker,inward,Rumen: a tool to extract job characterization data from job tracker logs,Gridmix: Trace-based benchmark for Map/Reduce,0,0,0
MAPREDUCE-966,MAPREDUCE-776,is blocked by,Blocker,inward,Rumen interface improvement,Gridmix: Trace-based benchmark for Map/Reduce,0,0,0
MAPREDUCE-751,MAPREDUCE-728,blocks,Blocker,outward,Rumen: a tool to extract job characterization data from job tracker logs,Mumak: Map-Reduce Simulator,0,0,0
MAPREDUCE-751,MAPREDUCE-776,blocks,Blocker,outward,Rumen: a tool to extract job characterization data from job tracker logs,Gridmix: Trace-based benchmark for Map/Reduce,0,0,0
MAPREDUCE-856,MAPREDUCE-744,is blocked by,Blocker,inward,Localized files from DistributedCache should have right access-control,Support in DistributedCache to share cache files with other users after HADOOP-4493,0,0,0
MAPREDUCE-735,MAPREDUCE-2,blocks,Blocker,outward,ArrayIndexOutOfBoundsException is thrown by KeyFieldBasedPartitioner,ArrayOutOfIndex error in KeyFieldBasedPartitioner on empty key,0,0,0
MAPREDUCE-995,MAPREDUCE-728,is blocked by,Blocker,inward,JobHistory should handle cases where task completion events are generated after job completion event,Mumak: Map-Reduce Simulator,0,0,0
MAPREDUCE-751,MAPREDUCE-728,is blocked by,Blocker,inward,Rumen: a tool to extract job characterization data from job tracker logs,Mumak: Map-Reduce Simulator,0,0,0
MAPREDUCE-901,MAPREDUCE-718,is blocked by,Blocker,inward,Move Framework Counters into a TaskMetric structure,Support for per-phase speculative execution,0,0,0
MAPREDUCE-711,MAPREDUCE-856,blocks,Blocker,outward,Move Distributed Cache from Common to Map/Reduce,Localized files from DistributedCache should have right access-control,0,0,0
MAPREDUCE-711,MAPREDUCE-476,blocks,Blocker,outward,Move Distributed Cache from Common to Map/Reduce,extend DistributedCache to work locally (LocalJobRunner),0,0,0
MAPREDUCE-173,MAPREDUCE-700,is blocked by,Blocker,inward,JobConf should also load resources from hdfs (or other filesystems),Too many copies of job-conf with the jobtracker,0,0,0
MAPREDUCE-694,MAPREDUCE-522,blocks,Blocker,outward,JSP jars should be added to dependcy list for Capacity scheduler,Rewrite TestQueueCapacities to make it simpler and avoid timeout errors,0,0,0
MAPREDUCE-623,MAPREDUCE-670,is blocked by,Blocker,inward,Resolve javac warnings in mapred, Create target for 10 minute patch test build for mapreduce,0,0,0
MAPREDUCE-564,MAPREDUCE-653,is blocked by,Blocker,inward,Provide a way for the client to get the number of currently running maps/reduces,distcp can support bandwidth limiting,0,0,0
MAPREDUCE-648,MAPREDUCE-644,blocks,Blocker,outward,Two distcp bugs,distcp does not skip copying file if we are updating single file,0,0,0
MAPREDUCE-648,MAPREDUCE-644,is blocked by,Blocker,inward,Two distcp bugs,distcp does not skip copying file if we are updating single file,0,0,0
MAPREDUCE-639,MAPREDUCE-361,blocks,Blocker,outward,Update the TeraSort to reflect the new benchmark rules for '09,Change org.apache.hadoop.examples.terasort to use new mapreduce api,0,0,0
MAPREDUCE-623,MAPREDUCE-670,blocks,Blocker,outward,Resolve javac warnings in mapred, Create target for 10 minute patch test build for mapreduce,0,0,0
MAPREDUCE-564,MAPREDUCE-653,blocks,Blocker,outward,Provide a way for the client to get the number of currently running maps/reduces,distcp can support bandwidth limiting,0,0,0
MAPREDUCE-524,MAPREDUCE-531,is blocked by,Blocker,inward,Have end to end tests based on MiniMRCluster to verify the correct behaviour of job initialization.,Have end to end tests based on MiniMRCluster to verify the correct behaviour of user limits,0,0,0
MAPREDUCE-524,MAPREDUCE-525,is blocked by,Blocker,inward,Have end to end tests based on MiniMRCluster to verify the correct behaviour of job initialization.,Have end to end tests based on MiniMRCluster to verify the correct behaviour of job priorities.,0,0,0
MAPREDUCE-524,MAPREDUCE-525,blocks,Blocker,outward,Have end to end tests based on MiniMRCluster to verify the correct behaviour of job initialization.,Have end to end tests based on MiniMRCluster to verify the correct behaviour of job priorities.,0,0,0
MAPREDUCE-524,MAPREDUCE-531,blocks,Blocker,outward,Have end to end tests based on MiniMRCluster to verify the correct behaviour of job initialization.,Have end to end tests based on MiniMRCluster to verify the correct behaviour of user limits,0,0,0
MAPREDUCE-694,MAPREDUCE-522,is blocked by,Blocker,inward,JSP jars should be added to dependcy list for Capacity scheduler,Rewrite TestQueueCapacities to make it simpler and avoid timeout errors,0,0,0
MAPREDUCE-476,MAPREDUCE-856,blocks,Blocker,outward,extend DistributedCache to work locally (LocalJobRunner),Localized files from DistributedCache should have right access-control,0,0,0
MAPREDUCE-711,MAPREDUCE-476,is blocked by,Blocker,inward,Move Distributed Cache from Common to Map/Reduce,extend DistributedCache to work locally (LocalJobRunner),0,0,0
MAPREDUCE-954,MAPREDUCE-372,is blocked by,Blocker,inward,The new interface's Context objects should be interfaces,Change org.apache.hadoop.mapred.lib.ChainMapper/Reducer to use new api.,0,0,0
MAPREDUCE-368,MAPREDUCE-358,blocks,Blocker,outward,Change org.apache.hadoop.mapred.jobcontrol to use new api,Change org.apache.hadoop.examples. AggregateWordCount and  org.apache.hadoop.examples.AggregateWordHistogram to use new mapreduce api.,0,0,0
MAPREDUCE-367,MAPREDUCE-364,blocks,Blocker,outward,Change org.apache.hadoop.mapred.lib. CombineFileInputFormat to use new api,Change org.apache.hadoop.examples.MultiFileWordCount to use new mapreduce api.,0,0,0
MAPREDUCE-367,MAPREDUCE-271,blocks,Blocker,outward,Change org.apache.hadoop.mapred.lib. CombineFileInputFormat to use new api,Change examples code to use new mapreduce api.,0,0,0
MAPREDUCE-366,MAPREDUCE-362,blocks,Blocker,outward,Change org.apache.hadoop.mapred.lib.TotalOrderPartitioner to use new api,Change org.apache.hadoop.examples.Sort to use new api.,0,0,0
MAPREDUCE-367,MAPREDUCE-364,is blocked by,Blocker,inward,Change org.apache.hadoop.mapred.lib. CombineFileInputFormat to use new api,Change org.apache.hadoop.examples.MultiFileWordCount to use new mapreduce api.,0,0,0
MAPREDUCE-366,MAPREDUCE-362,is blocked by,Blocker,inward,Change org.apache.hadoop.mapred.lib.TotalOrderPartitioner to use new api,Change org.apache.hadoop.examples.Sort to use new api.,0,0,0
MAPREDUCE-639,MAPREDUCE-361,is blocked by,Blocker,inward,Update the TeraSort to reflect the new benchmark rules for '09,Change org.apache.hadoop.examples.terasort to use new mapreduce api,0,0,0
MAPREDUCE-368,MAPREDUCE-358,is blocked by,Blocker,inward,Change org.apache.hadoop.mapred.jobcontrol to use new api,Change org.apache.hadoop.examples. AggregateWordCount and  org.apache.hadoop.examples.AggregateWordHistogram to use new mapreduce api.,0,0,0
